20230928
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "PERSISTENCE("")" Date_of_forecast Date_of_computing
18600 0.88915 0.78959 0.93700 "2023-09-28 23:10:00" "2023-09-28 23:10:00"
19200 0.90123 0.76861 0.93700 "2023-09-28 23:20:00" "2023-09-28 23:10:00"
19200 0.90123 0.76861 0.91925 "2023-09-28 23:20:00" "2023-09-28 23:20:00"
19800 0.89416 0.76481 0.93700 "2023-09-28 23:30:00" "2023-09-28 23:10:00"
19800 0.89416 0.76481 0.91925 "2023-09-28 23:30:00" "2023-09-28 23:20:00"
19800 0.89416 0.76481 0.85514 "2023-09-28 23:30:00" "2023-09-28 23:30:00"
20400 0.86728 0.74869 0.93700 "2023-09-28 23:40:00" "2023-09-28 23:10:00"
20400 0.86728 0.74869 0.91925 "2023-09-28 23:40:00" "2023-09-28 23:20:00"
20400 0.86728 0.74869 0.85514 "2023-09-28 23:40:00" "2023-09-28 23:30:00"
20400 0.86728 0.74869 0.90700 "2023-09-28 23:40:00" "2023-09-28 23:40:00"
21000 0.84981 0.72215 0.93700 "2023-09-28 23:50:00" "2023-09-28 23:10:00"
21000 0.84981 0.72215 0.91925 "2023-09-28 23:50:00" "2023-09-28 23:20:00"
21000 0.84981 0.72215 0.85514 "2023-09-28 23:50:00" "2023-09-28 23:30:00"
21000 0.84981 0.72215 0.90700 "2023-09-28 23:50:00" "2023-09-28 23:40:00"
21000 0.84981 0.72215 0.88362 "2023-09-28 23:50:00" "2023-09-28 23:50:00"
21600 0.82672 0.71594 0.93700 "2023-09-29 00:00:00" "2023-09-28 23:10:00"
21600 0.82672 0.71594 0.91925 "2023-09-29 00:00:00" "2023-09-28 23:20:00"
21600 0.82672 0.71594 0.85514 "2023-09-29 00:00:00" "2023-09-28 23:30:00"
21600 0.82672 0.71594 0.90700 "2023-09-29 00:00:00" "2023-09-28 23:40:00"
21600 0.82672 0.71594 0.88362 "2023-09-29 00:00:00" "2023-09-28 23:50:00"
21600 0.82672 0.71594 0.96514 "2023-09-29 00:00:00" "2023-09-29 00:00:00"
22200 0.79402 0.71081 0.91925 "2023-09-29 00:10:00" "2023-09-28 23:20:00"
22200 0.79402 0.71081 0.85514 "2023-09-29 00:10:00" "2023-09-28 23:30:00"
22200 0.79402 0.71081 0.90700 "2023-09-29 00:10:00" "2023-09-28 23:40:00"
22200 0.79402 0.71081 0.88362 "2023-09-29 00:10:00" "2023-09-28 23:50:00"
22200 0.79402 0.71081 0.96514 "2023-09-29 00:10:00" "2023-09-29 00:00:00"
22200 0.79402 0.71081 0.76062 "2023-09-29 00:10:00" "2023-09-29 00:10:00"
22800 0.76823 0.70692 0.85514 "2023-09-29 00:20:00" "2023-09-28 23:30:00"
22800 0.76823 0.70692 0.90700 "2023-09-29 00:20:00" "2023-09-28 23:40:00"
22800 0.76823 0.70692 0.88362 "2023-09-29 00:20:00" "2023-09-28 23:50:00"
22800 0.76823 0.70692 0.96514 "2023-09-29 00:20:00" "2023-09-29 00:00:00"
22800 0.76823 0.70692 0.76062 "2023-09-29 00:20:00" "2023-09-29 00:10:00"
22800 0.76823 0.70692 0.77557 "2023-09-29 00:20:00" "2023-09-29 00:20:00"
23400 0.74989 0.69672 0.90700 "2023-09-29 00:30:00" "2023-09-28 23:40:00"
23400 0.74989 0.69672 0.88362 "2023-09-29 00:30:00" "2023-09-28 23:50:00"
23400 0.74989 0.69672 0.96514 "2023-09-29 00:30:00" "2023-09-29 00:00:00"
23400 0.74989 0.69672 0.76062 "2023-09-29 00:30:00" "2023-09-29 00:10:00"
23400 0.74989 0.69672 0.77557 "2023-09-29 00:30:00" "2023-09-29 00:20:00"
23400 0.74989 0.69672 0.78557 "2023-09-29 00:30:00" "2023-09-29 00:30:00"
24000 0.73802 0.69495 0.88362 "2023-09-29 00:40:00" "2023-09-28 23:50:00"
24000 0.73802 0.69495 0.96514 "2023-09-29 00:40:00" "2023-09-29 00:00:00"
24000 0.73802 0.69495 0.76062 "2023-09-29 00:40:00" "2023-09-29 00:10:00"
24000 0.73802 0.69495 0.77557 "2023-09-29 00:40:00" "2023-09-29 00:20:00"
24000 0.73802 0.69495 0.78557 "2023-09-29 00:40:00" "2023-09-29 00:30:00"
24000 0.73802 0.69495 0.66050 "2023-09-29 00:40:00" "2023-09-29 00:40:00"
24600 0.74051 0.69920 0.96514 "2023-09-29 00:50:00" "2023-09-29 00:00:00"
24600 0.74051 0.69920 0.76062 "2023-09-29 00:50:00" "2023-09-29 00:10:00"
24600 0.74051 0.69920 0.77557 "2023-09-29 00:50:00" "2023-09-29 00:20:00"
24600 0.74051 0.69920 0.78557 "2023-09-29 00:50:00" "2023-09-29 00:30:00"
24600 0.74051 0.69920 0.66050 "2023-09-29 00:50:00" "2023-09-29 00:40:00"
24600 0.74051 0.69920 0.72700 "2023-09-29 00:50:00" "2023-09-29 00:50:00"
25200 0.75438 0.69916 0.76062 "2023-09-29 01:00:00" "2023-09-29 00:10:00"
25200 0.75438 0.69916 0.77557 "2023-09-29 01:00:00" "2023-09-29 00:20:00"
25200 0.75438 0.69916 0.78557 "2023-09-29 01:00:00" "2023-09-29 00:30:00"
25200 0.75438 0.69916 0.66050 "2023-09-29 01:00:00" "2023-09-29 00:40:00"
25200 0.75438 0.69916 0.72700 "2023-09-29 01:00:00" "2023-09-29 00:50:00"
25200 0.75438 0.69916 0.81486 "2023-09-29 01:00:00" "2023-09-29 01:00:00"
25800 0.78877 0.69956 0.77557 "2023-09-29 01:10:00" "2023-09-29 00:20:00"
25800 0.78877 0.69956 0.78557 "2023-09-29 01:10:00" "2023-09-29 00:30:00"
25800 0.78877 0.69956 0.66050 "2023-09-29 01:10:00" "2023-09-29 00:40:00"
25800 0.78877 0.69956 0.72700 "2023-09-29 01:10:00" "2023-09-29 00:50:00"
25800 0.78877 0.69956 0.81486 "2023-09-29 01:10:00" "2023-09-29 01:00:00"
25800 0.78877 0.69956 0.69614 "2023-09-29 01:10:00" "2023-09-29 01:10:00"
26400 0.76704 0.70677 0.78557 "2023-09-29 01:20:00" "2023-09-29 00:30:00"
26400 0.76704 0.70677 0.66050 "2023-09-29 01:20:00" "2023-09-29 00:40:00"
26400 0.76704 0.70677 0.72700 "2023-09-29 01:20:00" "2023-09-29 00:50:00"
26400 0.76704 0.70677 0.81486 "2023-09-29 01:20:00" "2023-09-29 01:00:00"
26400 0.76704 0.70677 0.69614 "2023-09-29 01:20:00" "2023-09-29 01:10:00"
26400 0.76704 0.70677 0.69957 "2023-09-29 01:20:00" "2023-09-29 01:20:00"
27000 0.72930 0.70480 0.66050 "2023-09-29 01:30:00" "2023-09-29 00:40:00"
27000 0.72930 0.70480 0.72700 "2023-09-29 01:30:00" "2023-09-29 00:50:00"
27000 0.72930 0.70480 0.81486 "2023-09-29 01:30:00" "2023-09-29 01:00:00"
27000 0.72930 0.70480 0.69614 "2023-09-29 01:30:00" "2023-09-29 01:10:00"
27000 0.72930 0.70480 0.69957 "2023-09-29 01:30:00" "2023-09-29 01:20:00"
27000 0.72930 0.70480 0.84100 "2023-09-29 01:30:00" "2023-09-29 01:30:00"
27600 0.72582 0.71210 0.72700 "2023-09-29 01:40:00" "2023-09-29 00:50:00"
27600 0.72582 0.71210 0.81486 "2023-09-29 01:40:00" "2023-09-29 01:00:00"
27600 0.72582 0.71210 0.69614 "2023-09-29 01:40:00" "2023-09-29 01:10:00"
27600 0.72582 0.71210 0.69957 "2023-09-29 01:40:00" "2023-09-29 01:20:00"
27600 0.72582 0.71210 0.84100 "2023-09-29 01:40:00" "2023-09-29 01:30:00"
27600 0.72582 0.71210 0.91814 "2023-09-29 01:40:00" "2023-09-29 01:40:00"
28200 0.71024 0.72015 0.81486 "2023-09-29 01:50:00" "2023-09-29 01:00:00"
28200 0.71024 0.72015 0.69614 "2023-09-29 01:50:00" "2023-09-29 01:10:00"
28200 0.71024 0.72015 0.69957 "2023-09-29 01:50:00" "2023-09-29 01:20:00"
28200 0.71024 0.72015 0.84100 "2023-09-29 01:50:00" "2023-09-29 01:30:00"
28200 0.71024 0.72015 0.91814 "2023-09-29 01:50:00" "2023-09-29 01:40:00"
28200 0.71024 0.72015 0.73225 "2023-09-29 01:50:00" "2023-09-29 01:50:00"
28800 0.67111 0.72703 0.69614 "2023-09-29 02:00:00" "2023-09-29 01:10:00"
28800 0.67111 0.72703 0.69957 "2023-09-29 02:00:00" "2023-09-29 01:20:00"
28800 0.67111 0.72703 0.84100 "2023-09-29 02:00:00" "2023-09-29 01:30:00"
28800 0.67111 0.72703 0.91814 "2023-09-29 02:00:00" "2023-09-29 01:40:00"
28800 0.67111 0.72703 0.73225 "2023-09-29 02:00:00" "2023-09-29 01:50:00"
28800 0.67111 0.72703 0.55414 "2023-09-29 02:00:00" "2023-09-29 02:00:00"
29400 0.62646 0.75445 0.69957 "2023-09-29 02:10:00" "2023-09-29 01:20:00"
29400 0.62646 0.75445 0.84100 "2023-09-29 02:10:00" "2023-09-29 01:30:00"
29400 0.62646 0.75445 0.91814 "2023-09-29 02:10:00" "2023-09-29 01:40:00"
29400 0.62646 0.75445 0.73225 "2023-09-29 02:10:00" "2023-09-29 01:50:00"
29400 0.62646 0.75445 0.55414 "2023-09-29 02:10:00" "2023-09-29 02:00:00"
29400 0.62646 0.75445 0.59943 "2023-09-29 02:10:00" "2023-09-29 02:10:00"
30000 0.62314 0.77712 0.84100 "2023-09-29 02:20:00" "2023-09-29 01:30:00"
30000 0.62314 0.77712 0.91814 "2023-09-29 02:20:00" "2023-09-29 01:40:00"
30000 0.62314 0.77712 0.73225 "2023-09-29 02:20:00" "2023-09-29 01:50:00"
30000 0.62314 0.77712 0.55414 "2023-09-29 02:20:00" "2023-09-29 02:00:00"
30000 0.62314 0.77712 0.59943 "2023-09-29 02:20:00" "2023-09-29 02:10:00"
30000 0.62314 0.77712 0.69014 "2023-09-29 02:20:00" "2023-09-29 02:20:00"
30600 0.63506 0.80054 0.91814 "2023-09-29 02:30:00" "2023-09-29 01:40:00"
30600 0.63506 0.80054 0.73225 "2023-09-29 02:30:00" "2023-09-29 01:50:00"
30600 0.63506 0.80054 0.55414 "2023-09-29 02:30:00" "2023-09-29 02:00:00"
30600 0.63506 0.80054 0.59943 "2023-09-29 02:30:00" "2023-09-29 02:10:00"
30600 0.63506 0.80054 0.69014 "2023-09-29 02:30:00" "2023-09-29 02:20:00"
30600 0.63506 0.80054 0.56250 "2023-09-29 02:30:00" "2023-09-29 02:30:00"
31200 0.62188 0.81435 0.73225 "2023-09-29 02:40:00" "2023-09-29 01:50:00"
31200 0.62188 0.81435 0.55414 "2023-09-29 02:40:00" "2023-09-29 02:00:00"
31200 0.62188 0.81435 0.59943 "2023-09-29 02:40:00" "2023-09-29 02:10:00"
31200 0.62188 0.81435 0.69014 "2023-09-29 02:40:00" "2023-09-29 02:20:00"
31200 0.62188 0.81435 0.56250 "2023-09-29 02:40:00" "2023-09-29 02:30:00"
31200 0.62188 0.81435 0.59200 "2023-09-29 02:40:00" "2023-09-29 02:40:00"
31800 0.61454 0.82894 0.55414 "2023-09-29 02:50:00" "2023-09-29 02:00:00"
31800 0.61454 0.82894 0.59943 "2023-09-29 02:50:00" "2023-09-29 02:10:00"
31800 0.61454 0.82894 0.69014 "2023-09-29 02:50:00" "2023-09-29 02:20:00"
31800 0.61454 0.82894 0.56250 "2023-09-29 02:50:00" "2023-09-29 02:30:00"
31800 0.61454 0.82894 0.59200 "2023-09-29 02:50:00" "2023-09-29 02:40:00"
31800 0.61454 0.82894 0.66586 "2023-09-29 02:50:00" "2023-09-29 02:50:00"
32400 0.62564 0.86745 0.59943 "2023-09-29 03:00:00" "2023-09-29 02:10:00"
32400 0.62564 0.86745 0.69014 "2023-09-29 03:00:00" "2023-09-29 02:20:00"
32400 0.62564 0.86745 0.56250 "2023-09-29 03:00:00" "2023-09-29 02:30:00"
32400 0.62564 0.86745 0.59200 "2023-09-29 03:00:00" "2023-09-29 02:40:00"
32400 0.62564 0.86745 0.66586 "2023-09-29 03:00:00" "2023-09-29 02:50:00"
32400 0.62564 0.86745 0.62025 "2023-09-29 03:00:00" "2023-09-29 03:00:00"
33000 0.64321 0.90261 0.69014 "2023-09-29 03:10:00" "2023-09-29 02:20:00"
33000 0.64321 0.90261 0.56250 "2023-09-29 03:10:00" "2023-09-29 02:30:00"
33000 0.64321 0.90261 0.59200 "2023-09-29 03:10:00" "2023-09-29 02:40:00"
33000 0.64321 0.90261 0.66586 "2023-09-29 03:10:00" "2023-09-29 02:50:00"
33000 0.64321 0.90261 0.62025 "2023-09-29 03:10:00" "2023-09-29 03:00:00"
33000 0.64321 0.90261 0.60086 "2023-09-29 03:10:00" "2023-09-29 03:10:00"
33600 0.65497 0.90858 0.56250 "2023-09-29 03:20:00" "2023-09-29 02:30:00"
33600 0.65497 0.90858 0.59200 "2023-09-29 03:20:00" "2023-09-29 02:40:00"
33600 0.65497 0.90858 0.66586 "2023-09-29 03:20:00" "2023-09-29 02:50:00"
33600 0.65497 0.90858 0.62025 "2023-09-29 03:20:00" "2023-09-29 03:00:00"
33600 0.65497 0.90858 0.60086 "2023-09-29 03:20:00" "2023-09-29 03:10:00"
