20230901
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "PERSISTENCE("")" Date_of_forecast Date_of_computing
18600 1.42122 0.87692 1.47825 "2023-09-01 23:10:00" "2023-09-01 23:10:00"
19200 1.45735 0.86580 1.47825 "2023-09-01 23:20:00" "2023-09-01 23:10:00"
19200 1.45735 0.86580 1.36167 "2023-09-01 23:20:00" "2023-09-01 23:20:00"
19800 1.38477 0.83335 1.47825 "2023-09-01 23:30:00" "2023-09-01 23:10:00"
19800 1.38477 0.83335 1.36167 "2023-09-01 23:30:00" "2023-09-01 23:20:00"
19800 1.38477 0.83335 1.21300 "2023-09-01 23:30:00" "2023-09-01 23:30:00"
20400 1.32699 0.83871 1.47825 "2023-09-01 23:40:00" "2023-09-01 23:10:00"
20400 1.32699 0.83871 1.36167 "2023-09-01 23:40:00" "2023-09-01 23:20:00"
20400 1.32699 0.83871 1.21300 "2023-09-01 23:40:00" "2023-09-01 23:30:00"
20400 1.32699 0.83871 1.40050 "2023-09-01 23:40:00" "2023-09-01 23:40:00"
21000 1.29406 0.84106 1.47825 "2023-09-01 23:50:00" "2023-09-01 23:10:00"
21000 1.29406 0.84106 1.36167 "2023-09-01 23:50:00" "2023-09-01 23:20:00"
21000 1.29406 0.84106 1.21300 "2023-09-01 23:50:00" "2023-09-01 23:30:00"
21000 1.29406 0.84106 1.40050 "2023-09-01 23:50:00" "2023-09-01 23:40:00"
21000 1.29406 0.84106 1.72229 "2023-09-01 23:50:00" "2023-09-01 23:50:00"
21600 1.22143 0.85121 1.47825 "2023-09-02 00:00:00" "2023-09-01 23:10:00"
21600 1.22143 0.85121 1.36167 "2023-09-02 00:00:00" "2023-09-01 23:20:00"
21600 1.22143 0.85121 1.21300 "2023-09-02 00:00:00" "2023-09-01 23:30:00"
21600 1.22143 0.85121 1.40050 "2023-09-02 00:00:00" "2023-09-01 23:40:00"
21600 1.22143 0.85121 1.72229 "2023-09-02 00:00:00" "2023-09-01 23:50:00"
21600 1.22143 0.85121 1.27300 "2023-09-02 00:00:00" "2023-09-02 00:00:00"
22200 1.11364 0.86630 1.36167 "2023-09-02 00:10:00" "2023-09-01 23:20:00"
22200 1.11364 0.86630 1.21300 "2023-09-02 00:10:00" "2023-09-01 23:30:00"
22200 1.11364 0.86630 1.40050 "2023-09-02 00:10:00" "2023-09-01 23:40:00"
22200 1.11364 0.86630 1.72229 "2023-09-02 00:10:00" "2023-09-01 23:50:00"
22200 1.11364 0.86630 1.27300 "2023-09-02 00:10:00" "2023-09-02 00:00:00"
22200 1.11364 0.86630 1.10013 "2023-09-02 00:10:00" "2023-09-02 00:10:00"
22800 0.98728 0.87494 1.21300 "2023-09-02 00:20:00" "2023-09-01 23:30:00"
22800 0.98728 0.87494 1.40050 "2023-09-02 00:20:00" "2023-09-01 23:40:00"
22800 0.98728 0.87494 1.72229 "2023-09-02 00:20:00" "2023-09-01 23:50:00"
22800 0.98728 0.87494 1.27300 "2023-09-02 00:20:00" "2023-09-02 00:00:00"
22800 0.98728 0.87494 1.10013 "2023-09-02 00:20:00" "2023-09-02 00:10:00"
22800 0.98728 0.87494 1.12786 "2023-09-02 00:20:00" "2023-09-02 00:20:00"
23400 0.93855 0.85388 1.40050 "2023-09-02 00:30:00" "2023-09-01 23:40:00"
23400 0.93855 0.85388 1.72229 "2023-09-02 00:30:00" "2023-09-01 23:50:00"
23400 0.93855 0.85388 1.27300 "2023-09-02 00:30:00" "2023-09-02 00:00:00"
23400 0.93855 0.85388 1.10013 "2023-09-02 00:30:00" "2023-09-02 00:10:00"
23400 0.93855 0.85388 1.12786 "2023-09-02 00:30:00" "2023-09-02 00:20:00"
23400 0.93855 0.85388 0.96462 "2023-09-02 00:30:00" "2023-09-02 00:30:00"
24000 0.90240 0.83315 1.72229 "2023-09-02 00:40:00" "2023-09-01 23:50:00"
24000 0.90240 0.83315 1.27300 "2023-09-02 00:40:00" "2023-09-02 00:00:00"
24000 0.90240 0.83315 1.10013 "2023-09-02 00:40:00" "2023-09-02 00:10:00"
24000 0.90240 0.83315 1.12786 "2023-09-02 00:40:00" "2023-09-02 00:20:00"
24000 0.90240 0.83315 0.96462 "2023-09-02 00:40:00" "2023-09-02 00:30:00"
24000 0.90240 0.83315 0.81214 "2023-09-02 00:40:00" "2023-09-02 00:40:00"
24600 0.84905 0.84811 1.27300 "2023-09-02 00:50:00" "2023-09-02 00:00:00"
24600 0.84905 0.84811 1.10013 "2023-09-02 00:50:00" "2023-09-02 00:10:00"
24600 0.84905 0.84811 1.12786 "2023-09-02 00:50:00" "2023-09-02 00:20:00"
24600 0.84905 0.84811 0.96462 "2023-09-02 00:50:00" "2023-09-02 00:30:00"
24600 0.84905 0.84811 0.81214 "2023-09-02 00:50:00" "2023-09-02 00:40:00"
24600 0.84905 0.84811 0.84557 "2023-09-02 00:50:00" "2023-09-02 00:50:00"
25200 0.84135 0.84464 1.10013 "2023-09-02 01:00:00" "2023-09-02 00:10:00"
25200 0.84135 0.84464 1.12786 "2023-09-02 01:00:00" "2023-09-02 00:20:00"
25200 0.84135 0.84464 0.96462 "2023-09-02 01:00:00" "2023-09-02 00:30:00"
