20230924
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "PERSISTENCE("")" Date_of_forecast Date_of_computing
22800 0.64199 0.83417 0.61914 "2023-09-25 00:20:00" "2023-09-25 00:20:00"
23400 0.65100 0.84097 0.61914 "2023-09-25 00:30:00" "2023-09-25 00:20:00"
23400 0.65100 0.84097 0.65629 "2023-09-25 00:30:00" "2023-09-25 00:30:00"
24000 0.64315 0.83796 0.61914 "2023-09-25 00:40:00" "2023-09-25 00:20:00"
24000 0.64315 0.83796 0.65629 "2023-09-25 00:40:00" "2023-09-25 00:30:00"
24000 0.64315 0.83796 0.63100 "2023-09-25 00:40:00" "2023-09-25 00:40:00"
24600 0.64151 0.85281 0.61914 "2023-09-25 00:50:00" "2023-09-25 00:20:00"
24600 0.64151 0.85281 0.65629 "2023-09-25 00:50:00" "2023-09-25 00:30:00"
24600 0.64151 0.85281 0.63100 "2023-09-25 00:50:00" "2023-09-25 00:40:00"
24600 0.64151 0.85281 0.70467 "2023-09-25 00:50:00" "2023-09-25 00:50:00"
25200 0.61652 0.88113 0.61914 "2023-09-25 01:00:00" "2023-09-25 00:20:00"
25200 0.61652 0.88113 0.65629 "2023-09-25 01:00:00" "2023-09-25 00:30:00"
25200 0.61652 0.88113 0.63100 "2023-09-25 01:00:00" "2023-09-25 00:40:00"
25200 0.61652 0.88113 0.70467 "2023-09-25 01:00:00" "2023-09-25 00:50:00"
25200 0.61652 0.88113 0.65938 "2023-09-25 01:00:00" "2023-09-25 01:00:00"
25800 0.59420 0.88130 0.61914 "2023-09-25 01:10:00" "2023-09-25 00:20:00"
25800 0.59420 0.88130 0.65629 "2023-09-25 01:10:00" "2023-09-25 00:30:00"
25800 0.59420 0.88130 0.63100 "2023-09-25 01:10:00" "2023-09-25 00:40:00"
25800 0.59420 0.88130 0.70467 "2023-09-25 01:10:00" "2023-09-25 00:50:00"
25800 0.59420 0.88130 0.65938 "2023-09-25 01:10:00" "2023-09-25 01:00:00"
25800 0.59420 0.88130 0.63771 "2023-09-25 01:10:00" "2023-09-25 01:10:00"
26400 0.58450 0.87058 0.65629 "2023-09-25 01:20:00" "2023-09-25 00:30:00"
26400 0.58450 0.87058 0.63100 "2023-09-25 01:20:00" "2023-09-25 00:40:00"
26400 0.58450 0.87058 0.70467 "2023-09-25 01:20:00" "2023-09-25 00:50:00"
26400 0.58450 0.87058 0.65938 "2023-09-25 01:20:00" "2023-09-25 01:00:00"
26400 0.58450 0.87058 0.63771 "2023-09-25 01:20:00" "2023-09-25 01:10:00"
26400 0.58450 0.87058 0.56960 "2023-09-25 01:20:00" "2023-09-25 01:20:00"
27000 0.55919 0.83746 0.63100 "2023-09-25 01:30:00" "2023-09-25 00:40:00"
27000 0.55919 0.83746 0.70467 "2023-09-25 01:30:00" "2023-09-25 00:50:00"
27000 0.55919 0.83746 0.65938 "2023-09-25 01:30:00" "2023-09-25 01:00:00"
27000 0.55919 0.83746 0.63771 "2023-09-25 01:30:00" "2023-09-25 01:10:00"
27000 0.55919 0.83746 0.56960 "2023-09-25 01:30:00" "2023-09-25 01:20:00"
27000 0.55919 0.83746 0.54050 "2023-09-25 01:30:00" "2023-09-25 01:30:00"
27600 0.55085 0.81025 0.70467 "2023-09-25 01:40:00" "2023-09-25 00:50:00"
27600 0.55085 0.81025 0.65938 "2023-09-25 01:40:00" "2023-09-25 01:00:00"
27600 0.55085 0.81025 0.63771 "2023-09-25 01:40:00" "2023-09-25 01:10:00"
27600 0.55085 0.81025 0.56960 "2023-09-25 01:40:00" "2023-09-25 01:20:00"
27600 0.55085 0.81025 0.54050 "2023-09-25 01:40:00" "2023-09-25 01:30:00"
27600 0.55085 0.81025 0.49875 "2023-09-25 01:40:00" "2023-09-25 01:40:00"
28200 0.56087 0.78832 0.65938 "2023-09-25 01:50:00" "2023-09-25 01:00:00"
28200 0.56087 0.78832 0.63771 "2023-09-25 01:50:00" "2023-09-25 01:10:00"
28200 0.56087 0.78832 0.56960 "2023-09-25 01:50:00" "2023-09-25 01:20:00"
28200 0.56087 0.78832 0.54050 "2023-09-25 01:50:00" "2023-09-25 01:30:00"
28200 0.56087 0.78832 0.49875 "2023-09-25 01:50:00" "2023-09-25 01:40:00"
28200 0.56087 0.78832 0.50700 "2023-09-25 01:50:00" "2023-09-25 01:50:00"
28800 0.56462 0.77138 0.63771 "2023-09-25 02:00:00" "2023-09-25 01:10:00"
28800 0.56462 0.77138 0.56960 "2023-09-25 02:00:00" "2023-09-25 01:20:00"
28800 0.56462 0.77138 0.54050 "2023-09-25 02:00:00" "2023-09-25 01:30:00"
28800 0.56462 0.77138 0.49875 "2023-09-25 02:00:00" "2023-09-25 01:40:00"
28800 0.56462 0.77138 0.50700 "2023-09-25 02:00:00" "2023-09-25 01:50:00"
28800 0.56462 0.77138 0.60867 "2023-09-25 02:00:00" "2023-09-25 02:00:00"
29400 0.58112 0.76721 0.56960 "2023-09-25 02:10:00" "2023-09-25 01:20:00"
29400 0.58112 0.76721 0.54050 "2023-09-25 02:10:00" "2023-09-25 01:30:00"
29400 0.58112 0.76721 0.49875 "2023-09-25 02:10:00" "2023-09-25 01:40:00"
29400 0.58112 0.76721 0.50700 "2023-09-25 02:10:00" "2023-09-25 01:50:00"
29400 0.58112 0.76721 0.60867 "2023-09-25 02:10:00" "2023-09-25 02:00:00"
29400 0.58112 0.76721 0.53360 "2023-09-25 02:10:00" "2023-09-25 02:10:00"
30000 0.59392 0.76549 0.54050 "2023-09-25 02:20:00" "2023-09-25 01:30:00"
30000 0.59392 0.76549 0.49875 "2023-09-25 02:20:00" "2023-09-25 01:40:00"
