20230922
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "PERSISTENCE("")" Date_of_forecast Date_of_computing
19200 1.03876 0.69131 1.05513 "2023-09-22 23:20:00" "2023-09-22 23:20:00"
19800 1.04509 0.73881 1.05513 "2023-09-22 23:30:00" "2023-09-22 23:20:00"
19800 1.04509 0.73881 1.10980 "2023-09-22 23:30:00" "2023-09-22 23:30:00"
20400 1.06330 0.76550 1.05513 "2023-09-22 23:40:00" "2023-09-22 23:20:00"
20400 1.06330 0.76550 1.10980 "2023-09-22 23:40:00" "2023-09-22 23:30:00"
20400 1.06330 0.76550 1.01500 "2023-09-22 23:40:00" "2023-09-22 23:40:00"
21000 1.09926 0.79271 1.05513 "2023-09-22 23:50:00" "2023-09-22 23:20:00"
21000 1.09926 0.79271 1.10980 "2023-09-22 23:50:00" "2023-09-22 23:30:00"
21000 1.09926 0.79271 1.01500 "2023-09-22 23:50:00" "2023-09-22 23:40:00"
21000 1.09926 0.79271 1.00450 "2023-09-22 23:50:00" "2023-09-22 23:50:00"
21600 1.10264 0.80835 1.05513 "2023-09-23 00:00:00" "2023-09-22 23:20:00"
21600 1.10264 0.80835 1.10980 "2023-09-23 00:00:00" "2023-09-22 23:30:00"
21600 1.10264 0.80835 1.01500 "2023-09-23 00:00:00" "2023-09-22 23:40:00"
21600 1.10264 0.80835 1.00450 "2023-09-23 00:00:00" "2023-09-22 23:50:00"
21600 1.10264 0.80835 1.00814 "2023-09-23 00:00:00" "2023-09-23 00:00:00"
22200 1.10360 0.84252 1.05513 "2023-09-23 00:10:00" "2023-09-22 23:20:00"
22200 1.10360 0.84252 1.10980 "2023-09-23 00:10:00" "2023-09-22 23:30:00"
22200 1.10360 0.84252 1.01500 "2023-09-23 00:10:00" "2023-09-22 23:40:00"
22200 1.10360 0.84252 1.00450 "2023-09-23 00:10:00" "2023-09-22 23:50:00"
22200 1.10360 0.84252 1.00814 "2023-09-23 00:10:00" "2023-09-23 00:00:00"
22200 1.10360 0.84252 1.16486 "2023-09-23 00:10:00" "2023-09-23 00:10:00"
22800 1.09634 0.86218 1.10980 "2023-09-23 00:20:00" "2023-09-22 23:30:00"
22800 1.09634 0.86218 1.01500 "2023-09-23 00:20:00" "2023-09-22 23:40:00"
22800 1.09634 0.86218 1.00450 "2023-09-23 00:20:00" "2023-09-22 23:50:00"
22800 1.09634 0.86218 1.00814 "2023-09-23 00:20:00" "2023-09-23 00:00:00"
22800 1.09634 0.86218 1.16486 "2023-09-23 00:20:00" "2023-09-23 00:10:00"
22800 1.09634 0.86218 1.18150 "2023-09-23 00:20:00" "2023-09-23 00:20:00"
23400 1.10577 0.86982 1.01500 "2023-09-23 00:30:00" "2023-09-22 23:40:00"
23400 1.10577 0.86982 1.00450 "2023-09-23 00:30:00" "2023-09-22 23:50:00"
23400 1.10577 0.86982 1.00814 "2023-09-23 00:30:00" "2023-09-23 00:00:00"
23400 1.10577 0.86982 1.16486 "2023-09-23 00:30:00" "2023-09-23 00:10:00"
23400 1.10577 0.86982 1.18150 "2023-09-23 00:30:00" "2023-09-23 00:20:00"
23400 1.10577 0.86982 1.26057 "2023-09-23 00:30:00" "2023-09-23 00:30:00"
24000 1.08136 0.88835 1.00450 "2023-09-23 00:40:00" "2023-09-22 23:50:00"
24000 1.08136 0.88835 1.00814 "2023-09-23 00:40:00" "2023-09-23 00:00:00"
24000 1.08136 0.88835 1.16486 "2023-09-23 00:40:00" "2023-09-23 00:10:00"
24000 1.08136 0.88835 1.18150 "2023-09-23 00:40:00" "2023-09-23 00:20:00"
24000 1.08136 0.88835 1.26057 "2023-09-23 00:40:00" "2023-09-23 00:30:00"
24000 1.08136 0.88835 0.92200 "2023-09-23 00:40:00" "2023-09-23 00:40:00"
24600 1.05497 0.89309 1.00814 "2023-09-23 00:50:00" "2023-09-23 00:00:00"
24600 1.05497 0.89309 1.16486 "2023-09-23 00:50:00" "2023-09-23 00:10:00"
24600 1.05497 0.89309 1.18150 "2023-09-23 00:50:00" "2023-09-23 00:20:00"
24600 1.05497 0.89309 1.26057 "2023-09-23 00:50:00" "2023-09-23 00:30:00"
24600 1.05497 0.89309 0.92200 "2023-09-23 00:50:00" "2023-09-23 00:40:00"
24600 1.05497 0.89309 0.95300 "2023-09-23 00:50:00" "2023-09-23 00:50:00"
25200 1.05554 0.87999 1.16486 "2023-09-23 01:00:00" "2023-09-23 00:10:00"
25200 1.05554 0.87999 1.18150 "2023-09-23 01:00:00" "2023-09-23 00:20:00"
25200 1.05554 0.87999 1.26057 "2023-09-23 01:00:00" "2023-09-23 00:30:00"
25200 1.05554 0.87999 0.92200 "2023-09-23 01:00:00" "2023-09-23 00:40:00"
25200 1.05554 0.87999 0.95300 "2023-09-23 01:00:00" "2023-09-23 00:50:00"
25200 1.05554 0.87999 1.06038 "2023-09-23 01:00:00" "2023-09-23 01:00:00"
25800 1.07976 0.87377 1.18150 "2023-09-23 01:10:00" "2023-09-23 00:20:00"
25800 1.07976 0.87377 1.26057 "2023-09-23 01:10:00" "2023-09-23 00:30:00"
25800 1.07976 0.87377 0.92200 "2023-09-23 01:10:00" "2023-09-23 00:40:00"
25800 1.07976 0.87377 0.95300 "2023-09-23 01:10:00" "2023-09-23 00:50:00"
25800 1.07976 0.87377 1.06038 "2023-09-23 01:10:00" "2023-09-23 01:00:00"
25800 1.07976 0.87377 1.01300 "2023-09-23 01:10:00" "2023-09-23 01:10:00"
26400 1.10106 0.85432 1.26057 "2023-09-23 01:20:00" "2023-09-23 00:30:00"
26400 1.10106 0.85432 0.92200 "2023-09-23 01:20:00" "2023-09-23 00:40:00"
26400 1.10106 0.85432 0.95300 "2023-09-23 01:20:00" "2023-09-23 00:50:00"
26400 1.10106 0.85432 1.06038 "2023-09-23 01:20:00" "2023-09-23 01:00:00"
26400 1.10106 0.85432 1.01300 "2023-09-23 01:20:00" "2023-09-23 01:10:00"
26400 1.10106 0.85432 1.05386 "2023-09-23 01:20:00" "2023-09-23 01:20:00"
27000 1.08194 0.84121 0.92200 "2023-09-23 01:30:00" "2023-09-23 00:40:00"
27000 1.08194 0.84121 0.95300 "2023-09-23 01:30:00" "2023-09-23 00:50:00"
27000 1.08194 0.84121 1.06038 "2023-09-23 01:30:00" "2023-09-23 01:00:00"
27000 1.08194 0.84121 1.01300 "2023-09-23 01:30:00" "2023-09-23 01:10:00"
27000 1.08194 0.84121 1.05386 "2023-09-23 01:30:00" "2023-09-23 01:20:00"
27000 1.08194 0.84121 1.12525 "2023-09-23 01:30:00" "2023-09-23 01:30:00"
27600 1.07468 0.82171 0.95300 "2023-09-23 01:40:00" "2023-09-23 00:50:00"
27600 1.07468 0.82171 1.06038 "2023-09-23 01:40:00" "2023-09-23 01:00:00"
27600 1.07468 0.82171 1.01300 "2023-09-23 01:40:00" "2023-09-23 01:10:00"
27600 1.07468 0.82171 1.05386 "2023-09-23 01:40:00" "2023-09-23 01:20:00"
27600 1.07468 0.82171 1.12525 "2023-09-23 01:40:00" "2023-09-23 01:30:00"
27600 1.07468 0.82171 1.19686 "2023-09-23 01:40:00" "2023-09-23 01:40:00"
28200 1.04099 0.81744 1.06038 "2023-09-23 01:50:00" "2023-09-23 01:00:00"
28200 1.04099 0.81744 1.01300 "2023-09-23 01:50:00" "2023-09-23 01:10:00"
28200 1.04099 0.81744 1.05386 "2023-09-23 01:50:00" "2023-09-23 01:20:00"
28200 1.04099 0.81744 1.12525 "2023-09-23 01:50:00" "2023-09-23 01:30:00"
28200 1.04099 0.81744 1.19686 "2023-09-23 01:50:00" "2023-09-23 01:40:00"
28200 1.04099 0.81744 1.06843 "2023-09-23 01:50:00" "2023-09-23 01:50:00"
28800 0.99246 0.83664 1.01300 "2023-09-23 02:00:00" "2023-09-23 01:10:00"
28800 0.99246 0.83664 1.05386 "2023-09-23 02:00:00" "2023-09-23 01:20:00"
28800 0.99246 0.83664 1.12525 "2023-09-23 02:00:00" "2023-09-23 01:30:00"
28800 0.99246 0.83664 1.19686 "2023-09-23 02:00:00" "2023-09-23 01:40:00"
28800 0.99246 0.83664 1.06843 "2023-09-23 02:00:00" "2023-09-23 01:50:00"
28800 0.99246 0.83664 1.02900 "2023-09-23 02:00:00" "2023-09-23 02:00:00"
29400 0.94013 0.81101 1.05386 "2023-09-23 02:10:00" "2023-09-23 01:20:00"
29400 0.94013 0.81101 1.12525 "2023-09-23 02:10:00" "2023-09-23 01:30:00"
29400 0.94013 0.81101 1.19686 "2023-09-23 02:10:00" "2023-09-23 01:40:00"
29400 0.94013 0.81101 1.06843 "2023-09-23 02:10:00" "2023-09-23 01:50:00"
29400 0.94013 0.81101 1.02900 "2023-09-23 02:10:00" "2023-09-23 02:00:00"
29400 0.94013 0.81101 0.99329 "2023-09-23 02:10:00" "2023-09-23 02:10:00"
30000 0.90865 0.81145 1.12525 "2023-09-23 02:20:00" "2023-09-23 01:30:00"
30000 0.90865 0.81145 1.19686 "2023-09-23 02:20:00" "2023-09-23 01:40:00"
30000 0.90865 0.81145 1.06843 "2023-09-23 02:20:00" "2023-09-23 01:50:00"
30000 0.90865 0.81145 1.02900 "2023-09-23 02:20:00" "2023-09-23 02:00:00"
30000 0.90865 0.81145 0.99329 "2023-09-23 02:20:00" "2023-09-23 02:10:00"
30000 0.90865 0.81145 0.96414 "2023-09-23 02:20:00" "2023-09-23 02:20:00"
30600 0.88782 0.82675 1.19686 "2023-09-23 02:30:00" "2023-09-23 01:40:00"
30600 0.88782 0.82675 1.06843 "2023-09-23 02:30:00" "2023-09-23 01:50:00"
30600 0.88782 0.82675 1.02900 "2023-09-23 02:30:00" "2023-09-23 02:00:00"
30600 0.88782 0.82675 0.99329 "2023-09-23 02:30:00" "2023-09-23 02:10:00"
30600 0.88782 0.82675 0.96414 "2023-09-23 02:30:00" "2023-09-23 02:20:00"
30600 0.88782 0.82675 0.84129 "2023-09-23 02:30:00" "2023-09-23 02:30:00"
31200 0.86131 0.82482 1.06843 "2023-09-23 02:40:00" "2023-09-23 01:50:00"
31200 0.86131 0.82482 1.02900 "2023-09-23 02:40:00" "2023-09-23 02:00:00"
31200 0.86131 0.82482 0.99329 "2023-09-23 02:40:00" "2023-09-23 02:10:00"
31200 0.86131 0.82482 0.96414 "2023-09-23 02:40:00" "2023-09-23 02:20:00"
31200 0.86131 0.82482 0.84129 "2023-09-23 02:40:00" "2023-09-23 02:30:00"
31200 0.86131 0.82482 0.80871 "2023-09-23 02:40:00" "2023-09-23 02:40:00"
