20230920
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "PERSISTENCE("")" Date_of_forecast Date_of_computing
18600 0.89438 0.62523 1.03300 "2023-09-20 23:10:00" "2023-09-20 23:10:00"
19200 0.88748 0.63740 1.03300 "2023-09-20 23:20:00" "2023-09-20 23:10:00"
19200 0.88748 0.63740 1.03643 "2023-09-20 23:20:00" "2023-09-20 23:20:00"
19800 0.88330 0.64907 1.03300 "2023-09-20 23:30:00" "2023-09-20 23:10:00"
19800 0.88330 0.64907 1.03643 "2023-09-20 23:30:00" "2023-09-20 23:20:00"
19800 0.88330 0.64907 0.79360 "2023-09-20 23:30:00" "2023-09-20 23:30:00"
20400 0.83940 0.65541 1.03300 "2023-09-20 23:40:00" "2023-09-20 23:10:00"
20400 0.83940 0.65541 1.03643 "2023-09-20 23:40:00" "2023-09-20 23:20:00"
20400 0.83940 0.65541 0.79360 "2023-09-20 23:40:00" "2023-09-20 23:30:00"
20400 0.83940 0.65541 0.79300 "2023-09-20 23:40:00" "2023-09-20 23:40:00"
21000 0.79703 0.65728 1.03300 "2023-09-20 23:50:00" "2023-09-20 23:10:00"
21000 0.79703 0.65728 1.03643 "2023-09-20 23:50:00" "2023-09-20 23:20:00"
21000 0.79703 0.65728 0.79360 "2023-09-20 23:50:00" "2023-09-20 23:30:00"
21000 0.79703 0.65728 0.79300 "2023-09-20 23:50:00" "2023-09-20 23:40:00"
21000 0.79703 0.65728 0.73575 "2023-09-20 23:50:00" "2023-09-20 23:50:00"
21600 0.79636 0.66194 1.03300 "2023-09-21 00:00:00" "2023-09-20 23:10:00"
21600 0.79636 0.66194 1.03643 "2023-09-21 00:00:00" "2023-09-20 23:20:00"
21600 0.79636 0.66194 0.79360 "2023-09-21 00:00:00" "2023-09-20 23:30:00"
21600 0.79636 0.66194 0.79300 "2023-09-21 00:00:00" "2023-09-20 23:40:00"
21600 0.79636 0.66194 0.73575 "2023-09-21 00:00:00" "2023-09-20 23:50:00"
21600 0.79636 0.66194 0.93750 "2023-09-21 00:00:00" "2023-09-21 00:00:00"
22200 0.83465 0.66440 1.03643 "2023-09-21 00:10:00" "2023-09-20 23:20:00"
22200 0.83465 0.66440 0.79360 "2023-09-21 00:10:00" "2023-09-20 23:30:00"
22200 0.83465 0.66440 0.79300 "2023-09-21 00:10:00" "2023-09-20 23:40:00"
22200 0.83465 0.66440 0.73575 "2023-09-21 00:10:00" "2023-09-20 23:50:00"
22200 0.83465 0.66440 0.93750 "2023-09-21 00:10:00" "2023-09-21 00:00:00"
22200 0.83465 0.66440 0.78800 "2023-09-21 00:10:00" "2023-09-21 00:10:00"
22800 0.85039 0.66341 0.79360 "2023-09-21 00:20:00" "2023-09-20 23:30:00"
22800 0.85039 0.66341 0.79300 "2023-09-21 00:20:00" "2023-09-20 23:40:00"
22800 0.85039 0.66341 0.73575 "2023-09-21 00:20:00" "2023-09-20 23:50:00"
22800 0.85039 0.66341 0.93750 "2023-09-21 00:20:00" "2023-09-21 00:00:00"
22800 0.85039 0.66341 0.78800 "2023-09-21 00:20:00" "2023-09-21 00:10:00"
22800 0.85039 0.66341 9999.00000 "2023-09-21 00:20:00" "2023-09-21 00:20:00"
23400 0.77400 0.65550 0.79300 "2023-09-21 00:30:00" "2023-09-20 23:40:00"
23400 0.77400 0.65550 0.73575 "2023-09-21 00:30:00" "2023-09-20 23:50:00"
23400 0.77400 0.65550 0.93750 "2023-09-21 00:30:00" "2023-09-21 00:00:00"
23400 0.77400 0.65550 0.78800 "2023-09-21 00:30:00" "2023-09-21 00:10:00"
23400 0.77400 0.65550 9999.00000 "2023-09-21 00:30:00" "2023-09-21 00:20:00"
23400 0.77400 0.65550 9999.00000 "2023-09-21 00:30:00" "2023-09-21 00:30:00"
24000 9999.00000 0.65699 0.73575 "2023-09-21 00:40:00" "2023-09-20 23:50:00"
24000 9999.00000 0.65699 0.93750 "2023-09-21 00:40:00" "2023-09-21 00:00:00"
24000 9999.00000 0.65699 0.78800 "2023-09-21 00:40:00" "2023-09-21 00:10:00"
24000 9999.00000 0.65699 9999.00000 "2023-09-21 00:40:00" "2023-09-21 00:20:00"
24000 9999.00000 0.65699 9999.00000 "2023-09-21 00:40:00" "2023-09-21 00:30:00"
24000 9999.00000 0.65699 9999.00000 "2023-09-21 00:40:00" "2023-09-21 00:40:00"
24600 9999.00000 0.66026 0.93750 "2023-09-21 00:50:00" "2023-09-21 00:00:00"
24600 9999.00000 0.66026 0.78800 "2023-09-21 00:50:00" "2023-09-21 00:10:00"
24600 9999.00000 0.66026 9999.00000 "2023-09-21 00:50:00" "2023-09-21 00:20:00"
24600 9999.00000 0.66026 9999.00000 "2023-09-21 00:50:00" "2023-09-21 00:30:00"
24600 9999.00000 0.66026 9999.00000 "2023-09-21 00:50:00" "2023-09-21 00:40:00"
24600 9999.00000 0.66026 9999.00000 "2023-09-21 00:50:00" "2023-09-21 00:50:00"
25200 9999.00000 0.66093 0.78800 "2023-09-21 01:00:00" "2023-09-21 00:10:00"
25200 9999.00000 0.66093 9999.00000 "2023-09-21 01:00:00" "2023-09-21 00:20:00"
25200 9999.00000 0.66093 9999.00000 "2023-09-21 01:00:00" "2023-09-21 00:30:00"
25200 9999.00000 0.66093 9999.00000 "2023-09-21 01:00:00" "2023-09-21 00:40:00"
25200 9999.00000 0.66093 9999.00000 "2023-09-21 01:00:00" "2023-09-21 00:50:00"
25200 9999.00000 0.66093 9999.00000 "2023-09-21 01:00:00" "2023-09-21 01:00:00"
25800 9999.00000 0.65953 9999.00000 "2023-09-21 01:10:00" "2023-09-21 00:20:00"
25800 9999.00000 0.65953 9999.00000 "2023-09-21 01:10:00" "2023-09-21 00:30:00"
