20230831
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "PERSISTENCE("")" Date_of_forecast Date_of_computing
21600 1.03578 0.43405 1.16371 "2023-09-01 00:00:00" "2023-09-01 00:00:00"
22200 0.95215 0.42776 1.16371 "2023-09-01 00:10:00" "2023-09-01 00:00:00"
22200 0.95215 0.42776 0.97086 "2023-09-01 00:10:00" "2023-09-01 00:10:00"
22800 0.90973 0.42553 1.16371 "2023-09-01 00:20:00" "2023-09-01 00:00:00"
22800 0.90973 0.42553 0.97086 "2023-09-01 00:20:00" "2023-09-01 00:10:00"
22800 0.90973 0.42553 0.91371 "2023-09-01 00:20:00" "2023-09-01 00:20:00"
23400 0.87486 0.43065 1.16371 "2023-09-01 00:30:00" "2023-09-01 00:00:00"
23400 0.87486 0.43065 0.97086 "2023-09-01 00:30:00" "2023-09-01 00:10:00"
23400 0.87486 0.43065 0.91371 "2023-09-01 00:30:00" "2023-09-01 00:20:00"
23400 0.87486 0.43065 0.91987 "2023-09-01 00:30:00" "2023-09-01 00:30:00"
24000 0.87393 0.42984 1.16371 "2023-09-01 00:40:00" "2023-09-01 00:00:00"
24000 0.87393 0.42984 0.97086 "2023-09-01 00:40:00" "2023-09-01 00:10:00"
24000 0.87393 0.42984 0.91371 "2023-09-01 00:40:00" "2023-09-01 00:20:00"
24000 0.87393 0.42984 0.91987 "2023-09-01 00:40:00" "2023-09-01 00:30:00"
24000 0.87393 0.42984 0.83014 "2023-09-01 00:40:00" "2023-09-01 00:40:00"
24600 0.87754 0.43499 1.16371 "2023-09-01 00:50:00" "2023-09-01 00:00:00"
24600 0.87754 0.43499 0.97086 "2023-09-01 00:50:00" "2023-09-01 00:10:00"
24600 0.87754 0.43499 0.91371 "2023-09-01 00:50:00" "2023-09-01 00:20:00"
24600 0.87754 0.43499 0.91987 "2023-09-01 00:50:00" "2023-09-01 00:30:00"
24600 0.87754 0.43499 0.83014 "2023-09-01 00:50:00" "2023-09-01 00:40:00"
24600 0.87754 0.43499 0.77686 "2023-09-01 00:50:00" "2023-09-01 00:50:00"
25200 0.90367 0.43494 0.97086 "2023-09-01 01:00:00" "2023-09-01 00:10:00"
25200 0.90367 0.43494 0.91371 "2023-09-01 01:00:00" "2023-09-01 00:20:00"
25200 0.90367 0.43494 0.91987 "2023-09-01 01:00:00" "2023-09-01 00:30:00"
25200 0.90367 0.43494 0.83014 "2023-09-01 01:00:00" "2023-09-01 00:40:00"
25200 0.90367 0.43494 0.77686 "2023-09-01 01:00:00" "2023-09-01 00:50:00"
25200 0.90367 0.43494 0.85420 "2023-09-01 01:00:00" "2023-09-01 01:00:00"
25800 0.93317 0.43015 0.91371 "2023-09-01 01:10:00" "2023-09-01 00:20:00"
25800 0.93317 0.43015 0.91987 "2023-09-01 01:10:00" "2023-09-01 00:30:00"
25800 0.93317 0.43015 0.83014 "2023-09-01 01:10:00" "2023-09-01 00:40:00"
25800 0.93317 0.43015 0.77686 "2023-09-01 01:10:00" "2023-09-01 00:50:00"
25800 0.93317 0.43015 0.85420 "2023-09-01 01:10:00" "2023-09-01 01:00:00"
25800 0.93317 0.43015 0.95075 "2023-09-01 01:10:00" "2023-09-01 01:10:00"
26400 0.98135 0.42605 0.91987 "2023-09-01 01:20:00" "2023-09-01 00:30:00"
26400 0.98135 0.42605 0.83014 "2023-09-01 01:20:00" "2023-09-01 00:40:00"
26400 0.98135 0.42605 0.77686 "2023-09-01 01:20:00" "2023-09-01 00:50:00"
26400 0.98135 0.42605 0.85420 "2023-09-01 01:20:00" "2023-09-01 01:00:00"
26400 0.98135 0.42605 0.95075 "2023-09-01 01:20:00" "2023-09-01 01:10:00"
26400 0.98135 0.42605 0.94475 "2023-09-01 01:20:00" "2023-09-01 01:20:00"
27000 1.01351 0.41998 0.83014 "2023-09-01 01:30:00" "2023-09-01 00:40:00"
27000 1.01351 0.41998 0.77686 "2023-09-01 01:30:00" "2023-09-01 00:50:00"
27000 1.01351 0.41998 0.85420 "2023-09-01 01:30:00" "2023-09-01 01:00:00"
27000 1.01351 0.41998 0.95075 "2023-09-01 01:30:00" "2023-09-01 01:10:00"
27000 1.01351 0.41998 0.94475 "2023-09-01 01:30:00" "2023-09-01 01:20:00"
27000 1.01351 0.41998 0.94786 "2023-09-01 01:30:00" "2023-09-01 01:30:00"
27600 1.03195 0.41722 0.77686 "2023-09-01 01:40:00" "2023-09-01 00:50:00"
27600 1.03195 0.41722 0.85420 "2023-09-01 01:40:00" "2023-09-01 01:00:00"
27600 1.03195 0.41722 0.95075 "2023-09-01 01:40:00" "2023-09-01 01:10:00"
27600 1.03195 0.41722 0.94475 "2023-09-01 01:40:00" "2023-09-01 01:20:00"
27600 1.03195 0.41722 0.94786 "2023-09-01 01:40:00" "2023-09-01 01:30:00"
27600 1.03195 0.41722 1.04200 "2023-09-01 01:40:00" "2023-09-01 01:40:00"
28200 1.02375 0.41474 0.85420 "2023-09-01 01:50:00" "2023-09-01 01:00:00"
28200 1.02375 0.41474 0.95075 "2023-09-01 01:50:00" "2023-09-01 01:10:00"
28200 1.02375 0.41474 0.94475 "2023-09-01 01:50:00" "2023-09-01 01:20:00"
28200 1.02375 0.41474 0.94786 "2023-09-01 01:50:00" "2023-09-01 01:30:00"
28200 1.02375 0.41474 1.04200 "2023-09-01 01:50:00" "2023-09-01 01:40:00"
28200 1.02375 0.41474 0.95700 "2023-09-01 01:50:00" "2023-09-01 01:50:00"
28800 0.99569 0.41863 0.95075 "2023-09-01 02:00:00" "2023-09-01 01:10:00"
28800 0.99569 0.41863 0.94475 "2023-09-01 02:00:00" "2023-09-01 01:20:00"
28800 0.99569 0.41863 0.94786 "2023-09-01 02:00:00" "2023-09-01 01:30:00"
28800 0.99569 0.41863 1.04200 "2023-09-01 02:00:00" "2023-09-01 01:40:00"
28800 0.99569 0.41863 0.95700 "2023-09-01 02:00:00" "2023-09-01 01:50:00"
28800 0.99569 0.41863 1.14557 "2023-09-01 02:00:00" "2023-09-01 02:00:00"
29400 0.95691 0.43401 0.94475 "2023-09-01 02:10:00" "2023-09-01 01:20:00"
29400 0.95691 0.43401 0.94786 "2023-09-01 02:10:00" "2023-09-01 01:30:00"
29400 0.95691 0.43401 1.04200 "2023-09-01 02:10:00" "2023-09-01 01:40:00"
29400 0.95691 0.43401 0.95700 "2023-09-01 02:10:00" "2023-09-01 01:50:00"
29400 0.95691 0.43401 1.14557 "2023-09-01 02:10:00" "2023-09-01 02:00:00"
29400 0.95691 0.43401 1.15287 "2023-09-01 02:10:00" "2023-09-01 02:10:00"
30000 0.91974 0.44849 0.94786 "2023-09-01 02:20:00" "2023-09-01 01:30:00"
30000 0.91974 0.44849 1.04200 "2023-09-01 02:20:00" "2023-09-01 01:40:00"
30000 0.91974 0.44849 0.95700 "2023-09-01 02:20:00" "2023-09-01 01:50:00"
30000 0.91974 0.44849 1.14557 "2023-09-01 02:20:00" "2023-09-01 02:00:00"
30000 0.91974 0.44849 1.15287 "2023-09-01 02:20:00" "2023-09-01 02:10:00"
30000 0.91974 0.44849 0.92586 "2023-09-01 02:20:00" "2023-09-01 02:20:00"
30600 0.89000 0.47128 1.04200 "2023-09-01 02:30:00" "2023-09-01 01:40:00"
30600 0.89000 0.47128 0.95700 "2023-09-01 02:30:00" "2023-09-01 01:50:00"
30600 0.89000 0.47128 1.14557 "2023-09-01 02:30:00" "2023-09-01 02:00:00"
30600 0.89000 0.47128 1.15287 "2023-09-01 02:30:00" "2023-09-01 02:10:00"
30600 0.89000 0.47128 0.92586 "2023-09-01 02:30:00" "2023-09-01 02:20:00"
30600 0.89000 0.47128 0.85914 "2023-09-01 02:30:00" "2023-09-01 02:30:00"
31200 0.87361 0.49531 0.95700 "2023-09-01 02:40:00" "2023-09-01 01:50:00"
31200 0.87361 0.49531 1.14557 "2023-09-01 02:40:00" "2023-09-01 02:00:00"
31200 0.87361 0.49531 1.15287 "2023-09-01 02:40:00" "2023-09-01 02:10:00"
31200 0.87361 0.49531 0.92586 "2023-09-01 02:40:00" "2023-09-01 02:20:00"
31200 0.87361 0.49531 0.85914 "2023-09-01 02:40:00" "2023-09-01 02:30:00"
31200 0.87361 0.49531 0.77287 "2023-09-01 02:40:00" "2023-09-01 02:40:00"
31800 0.86617 0.52072 1.14557 "2023-09-01 02:50:00" "2023-09-01 02:00:00"
31800 0.86617 0.52072 1.15287 "2023-09-01 02:50:00" "2023-09-01 02:10:00"
31800 0.86617 0.52072 0.92586 "2023-09-01 02:50:00" "2023-09-01 02:20:00"
31800 0.86617 0.52072 0.85914 "2023-09-01 02:50:00" "2023-09-01 02:30:00"
