20230906
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "AR_SEEING (arcsec)" Date_of_forecast Date_of_computing
18600 0.61474 0.52191 0.62806 "2023-09-06 23:10:00" "2023-09-06 23:10:00"
19200 0.61348 0.52079 0.61781 "2023-09-06 23:20:00" "2023-09-06 23:10:00"
19200 0.61348 0.52079 0.61978 "2023-09-06 23:20:00" "2023-09-06 23:20:00"
19800 0.60656 0.52914 0.61643 "2023-09-06 23:30:00" "2023-09-06 23:10:00"
19800 0.60656 0.52914 0.61819 "2023-09-06 23:30:00" "2023-09-06 23:20:00"
19800 0.60656 0.52914 0.60688 "2023-09-06 23:30:00" "2023-09-06 23:30:00"
20400 0.59350 0.53023 0.61138 "2023-09-06 23:40:00" "2023-09-06 23:10:00"
20400 0.59350 0.53023 0.61288 "2023-09-06 23:40:00" "2023-09-06 23:20:00"
20400 0.59350 0.53023 0.59416 "2023-09-06 23:40:00" "2023-09-06 23:30:00"
20400 0.59350 0.53023 0.59026 "2023-09-06 23:40:00" "2023-09-06 23:40:00"
21000 0.58637 0.54083 0.61283 "2023-09-06 23:50:00" "2023-09-06 23:10:00"
21000 0.58637 0.54083 0.61401 "2023-09-06 23:50:00" "2023-09-06 23:20:00"
21000 0.58637 0.54083 0.58930 "2023-09-06 23:50:00" "2023-09-06 23:30:00"
21000 0.58637 0.54083 0.58964 "2023-09-06 23:50:00" "2023-09-06 23:40:00"
21000 0.58637 0.54083 0.58754 "2023-09-06 23:50:00" "2023-09-06 23:50:00"
21600 0.59583 0.54711 0.61783 "2023-09-07 00:00:00" "2023-09-06 23:10:00"
21600 0.59583 0.54711 0.61863 "2023-09-07 00:00:00" "2023-09-06 23:20:00"
21600 0.59583 0.54711 0.58900 "2023-09-07 00:00:00" "2023-09-06 23:30:00"
21600 0.59583 0.54711 0.59127 "2023-09-07 00:00:00" "2023-09-06 23:40:00"
21600 0.59583 0.54711 0.58631 "2023-09-07 00:00:00" "2023-09-06 23:50:00"
21600 0.59583 0.54711 0.59365 "2023-09-07 00:00:00" "2023-09-07 00:00:00"
22200 0.59045 0.54682 0.61363 "2023-09-07 00:10:00" "2023-09-06 23:20:00"
22200 0.59045 0.54682 0.58045 "2023-09-07 00:10:00" "2023-09-06 23:30:00"
22200 0.59045 0.54682 0.58456 "2023-09-07 00:10:00" "2023-09-06 23:40:00"
22200 0.59045 0.54682 0.57752 "2023-09-07 00:10:00" "2023-09-06 23:50:00"
22200 0.59045 0.54682 0.59523 "2023-09-07 00:10:00" "2023-09-07 00:00:00"
22200 0.59045 0.54682 0.59331 "2023-09-07 00:10:00" "2023-09-07 00:10:00"
22800 0.58625 0.55185 0.58077 "2023-09-07 00:20:00" "2023-09-06 23:30:00"
22800 0.58625 0.55185 0.58655 "2023-09-07 00:20:00" "2023-09-06 23:40:00"
22800 0.58625 0.55185 0.57765 "2023-09-07 00:20:00" "2023-09-06 23:50:00"
22800 0.58625 0.55185 0.60276 "2023-09-07 00:20:00" "2023-09-07 00:00:00"
22800 0.58625 0.55185 0.59831 "2023-09-07 00:20:00" "2023-09-07 00:10:00"
22800 0.58625 0.55185 0.58747 "2023-09-07 00:20:00" "2023-09-07 00:20:00"
23400 0.58971 0.54426 0.57957 "2023-09-07 00:30:00" "2023-09-06 23:40:00"
23400 0.58971 0.54426 0.56925 "2023-09-07 00:30:00" "2023-09-06 23:50:00"
23400 0.58971 0.54426 0.60075 "2023-09-07 00:30:00" "2023-09-07 00:00:00"
23400 0.58971 0.54426 0.59437 "2023-09-07 00:30:00" "2023-09-07 00:10:00"
23400 0.58971 0.54426 0.57414 "2023-09-07 00:30:00" "2023-09-07 00:20:00"
23400 0.58971 0.54426 0.58526 "2023-09-07 00:30:00" "2023-09-07 00:30:00"
24000 0.60592 0.54581 0.56788 "2023-09-07 00:40:00" "2023-09-06 23:50:00"
24000 0.60592 0.54581 0.60431 "2023-09-07 00:40:00" "2023-09-07 00:00:00"
24000 0.60592 0.54581 0.59613 "2023-09-07 00:40:00" "2023-09-07 00:10:00"
24000 0.60592 0.54581 0.56887 "2023-09-07 00:40:00" "2023-09-07 00:20:00"
24000 0.60592 0.54581 0.58758 "2023-09-07 00:40:00" "2023-09-07 00:30:00"
24000 0.60592 0.54581 0.60739 "2023-09-07 00:40:00" "2023-09-07 00:40:00"
24600 0.61309 0.54264 0.60549 "2023-09-07 00:50:00" "2023-09-07 00:00:00"
24600 0.61309 0.54264 0.59591 "2023-09-07 00:50:00" "2023-09-07 00:10:00"
