20230919
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "AR_SEEING (arcsec)" Date_of_forecast Date_of_computing
27600 0.67217 0.82020 0.62735 "2023-09-20 01:40:00" "2023-09-20 01:40:00"
28200 0.67184 0.82027 0.64814 "2023-09-20 01:50:00" "2023-09-20 01:40:00"
28200 0.67184 0.82027 0.65255 "2023-09-20 01:50:00" "2023-09-20 01:50:00"
28800 0.71042 0.80844 0.66354 "2023-09-20 02:00:00" "2023-09-20 01:40:00"
28800 0.71042 0.80844 0.65936 "2023-09-20 02:00:00" "2023-09-20 01:50:00"
28800 0.71042 0.80844 0.66160 "2023-09-20 02:00:00" "2023-09-20 02:00:00"
29400 0.84984 0.77777 0.65710 "2023-09-20 02:10:00" "2023-09-20 01:40:00"
29400 0.84984 0.77777 0.64813 "2023-09-20 02:10:00" "2023-09-20 01:50:00"
29400 0.84984 0.77777 0.65332 "2023-09-20 02:10:00" "2023-09-20 02:00:00"
29400 0.84984 0.77777 0.83478 "2023-09-20 02:10:00" "2023-09-20 02:10:00"
30000 0.92649 0.76252 0.65930 "2023-09-20 02:20:00" "2023-09-20 01:40:00"
30000 0.92649 0.76252 0.64676 "2023-09-20 02:20:00" "2023-09-20 01:50:00"
30000 0.92649 0.76252 0.65408 "2023-09-20 02:20:00" "2023-09-20 02:00:00"
30000 0.92649 0.76252 0.92687 "2023-09-20 02:20:00" "2023-09-20 02:10:00"
30000 0.92649 0.76252 0.93191 "2023-09-20 02:20:00" "2023-09-20 02:20:00"
30600 0.96830 0.74840 0.66192 "2023-09-20 02:30:00" "2023-09-20 01:40:00"
30600 0.96830 0.74840 0.64437 "2023-09-20 02:30:00" "2023-09-20 01:50:00"
30600 0.96830 0.74840 0.65354 "2023-09-20 02:30:00" "2023-09-20 02:00:00"
30600 0.96830 0.74840 1.00555 "2023-09-20 02:30:00" "2023-09-20 02:10:00"
30600 0.96830 0.74840 0.99410 "2023-09-20 02:30:00" "2023-09-20 02:20:00"
30600 0.96830 0.74840 0.95384 "2023-09-20 02:30:00" "2023-09-20 02:30:00"
31200 0.94751 0.73865 0.64466 "2023-09-20 02:40:00" "2023-09-20 01:50:00"
31200 0.94751 0.73865 0.65553 "2023-09-20 02:40:00" "2023-09-20 02:00:00"
31200 0.94751 0.73865 1.08446 "2023-09-20 02:40:00" "2023-09-20 02:10:00"
31200 0.94751 0.73865 1.06566 "2023-09-20 02:40:00" "2023-09-20 02:20:00"
31200 0.94751 0.73865 0.99499 "2023-09-20 02:40:00" "2023-09-20 02:30:00"
31200 0.94751 0.73865 0.93985 "2023-09-20 02:40:00" "2023-09-20 02:40:00"
31800 0.92997 0.72497 0.65225 "2023-09-20 02:50:00" "2023-09-20 02:00:00"
31800 0.92997 0.72497 1.14720 "2023-09-20 02:50:00" "2023-09-20 02:10:00"
31800 0.92997 0.72497 1.12240 "2023-09-20 02:50:00" "2023-09-20 02:20:00"
31800 0.92997 0.72497 1.03001 "2023-09-20 02:50:00" "2023-09-20 02:30:00"
31800 0.92997 0.72497 0.92203 "2023-09-20 02:50:00" "2023-09-20 02:40:00"
31800 0.92997 0.72497 0.90716 "2023-09-20 02:50:00" "2023-09-20 02:50:00"
32400 0.89786 0.71532 1.18447 "2023-09-20 03:00:00" "2023-09-20 02:10:00"
32400 0.89786 0.71532 1.15212 "2023-09-20 03:00:00" "2023-09-20 02:20:00"
32400 0.89786 0.71532 1.03905 "2023-09-20 03:00:00" "2023-09-20 02:30:00"
32400 0.89786 0.71532 0.89378 "2023-09-20 03:00:00" "2023-09-20 02:40:00"
32400 0.89786 0.71532 0.87391 "2023-09-20 03:00:00" "2023-09-20 02:50:00"
32400 0.89786 0.71532 0.91354 "2023-09-20 03:00:00" "2023-09-20 03:00:00"
33000 0.73930 0.70650 1.16395 "2023-09-20 03:10:00" "2023-09-20 02:20:00"
33000 0.73930 0.70650 1.03212 "2023-09-20 03:10:00" "2023-09-20 02:30:00"
33000 0.73930 0.70650 0.85342 "2023-09-20 03:10:00" "2023-09-20 02:40:00"
33000 0.73930 0.70650 0.82826 "2023-09-20 03:10:00" "2023-09-20 02:50:00"
33000 0.73930 0.70650 0.88175 "2023-09-20 03:10:00" "2023-09-20 03:00:00"
33000 0.73930 0.70650 0.77434 "2023-09-20 03:10:00" "2023-09-20 03:10:00"
33600 0.63354 0.72252 1.04662 "2023-09-20 03:20:00" "2023-09-20 02:30:00"
33600 0.63354 0.72252 0.83543 "2023-09-20 03:20:00" "2023-09-20 02:40:00"
33600 0.63354 0.72252 0.80526 "2023-09-20 03:20:00" "2023-09-20 02:50:00"
33600 0.63354 0.72252 0.87096 "2023-09-20 03:20:00" "2023-09-20 03:00:00"
33600 0.63354 0.72252 0.71360 "2023-09-20 03:20:00" "2023-09-20 03:10:00"
33600 0.63354 0.72252 0.66609 "2023-09-20 03:20:00" "2023-09-20 03:20:00"
