20230925
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "PERSISTENCE("")" Date_of_forecast Date_of_computing
33000 1.32560 0.79729 1.38843 "2023-09-26 03:10:00" "2023-09-26 03:10:00"
33600 1.36820 0.80159 1.38843 "2023-09-26 03:20:00" "2023-09-26 03:10:00"
33600 1.36820 0.80159 1.31571 "2023-09-26 03:20:00" "2023-09-26 03:20:00"
34200 1.36155 0.78283 1.38843 "2023-09-26 03:30:00" "2023-09-26 03:10:00"
34200 1.36155 0.78283 1.31571 "2023-09-26 03:30:00" "2023-09-26 03:20:00"
34200 1.36155 0.78283 1.23025 "2023-09-26 03:30:00" "2023-09-26 03:30:00"
34800 1.30258 0.77826 1.38843 "2023-09-26 03:40:00" "2023-09-26 03:10:00"
34800 1.30258 0.77826 1.31571 "2023-09-26 03:40:00" "2023-09-26 03:20:00"
34800 1.30258 0.77826 1.23025 "2023-09-26 03:40:00" "2023-09-26 03:30:00"
34800 1.30258 0.77826 1.19386 "2023-09-26 03:40:00" "2023-09-26 03:40:00"
35400 1.26303 0.77218 1.38843 "2023-09-26 03:50:00" "2023-09-26 03:10:00"
35400 1.26303 0.77218 1.31571 "2023-09-26 03:50:00" "2023-09-26 03:20:00"
35400 1.26303 0.77218 1.23025 "2023-09-26 03:50:00" "2023-09-26 03:30:00"
35400 1.26303 0.77218 1.19386 "2023-09-26 03:50:00" "2023-09-26 03:40:00"
35400 1.26303 0.77218 1.61029 "2023-09-26 03:50:00" "2023-09-26 03:50:00"
36000 1.22741 0.76668 1.38843 "2023-09-26 04:00:00" "2023-09-26 03:10:00"
36000 1.22741 0.76668 1.31571 "2023-09-26 04:00:00" "2023-09-26 03:20:00"
36000 1.22741 0.76668 1.23025 "2023-09-26 04:00:00" "2023-09-26 03:30:00"
36000 1.22741 0.76668 1.19386 "2023-09-26 04:00:00" "2023-09-26 03:40:00"
36000 1.22741 0.76668 1.61029 "2023-09-26 04:00:00" "2023-09-26 03:50:00"
36000 1.22741 0.76668 1.49929 "2023-09-26 04:00:00" "2023-09-26 04:00:00"
36600 1.17446 0.74245 1.31571 "2023-09-26 04:10:00" "2023-09-26 03:20:00"
36600 1.17446 0.74245 1.23025 "2023-09-26 04:10:00" "2023-09-26 03:30:00"
36600 1.17446 0.74245 1.19386 "2023-09-26 04:10:00" "2023-09-26 03:40:00"
36600 1.17446 0.74245 1.61029 "2023-09-26 04:10:00" "2023-09-26 03:50:00"
36600 1.17446 0.74245 1.49929 "2023-09-26 04:10:00" "2023-09-26 04:00:00"
36600 1.17446 0.74245 1.20400 "2023-09-26 04:10:00" "2023-09-26 04:10:00"
37200 1.08845 0.74476 1.23025 "2023-09-26 04:20:00" "2023-09-26 03:30:00"
37200 1.08845 0.74476 1.19386 "2023-09-26 04:20:00" "2023-09-26 03:40:00"
37200 1.08845 0.74476 1.61029 "2023-09-26 04:20:00" "2023-09-26 03:50:00"
37200 1.08845 0.74476 1.49929 "2023-09-26 04:20:00" "2023-09-26 04:00:00"
37200 1.08845 0.74476 1.20400 "2023-09-26 04:20:00" "2023-09-26 04:10:00"
