20230920
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "AR_SEEING (arcsec)" Date_of_forecast Date_of_computing
18600 0.89438 0.62523 0.97269 "2023-09-20 23:10:00" "2023-09-20 23:10:00"
19200 0.88748 0.63740 0.91952 "2023-09-20 23:20:00" "2023-09-20 23:10:00"
19200 0.88748 0.63740 0.91673 "2023-09-20 23:20:00" "2023-09-20 23:20:00"
19800 0.88330 0.64907 0.87235 "2023-09-20 23:30:00" "2023-09-20 23:10:00"
19800 0.88330 0.64907 0.86583 "2023-09-20 23:30:00" "2023-09-20 23:20:00"
19800 0.88330 0.64907 0.88888 "2023-09-20 23:30:00" "2023-09-20 23:30:00"
20400 0.83940 0.65541 0.82763 "2023-09-20 23:40:00" "2023-09-20 23:10:00"
20400 0.83940 0.65541 0.81696 "2023-09-20 23:40:00" "2023-09-20 23:20:00"
20400 0.83940 0.65541 0.85545 "2023-09-20 23:40:00" "2023-09-20 23:30:00"
20400 0.83940 0.65541 0.82069 "2023-09-20 23:40:00" "2023-09-20 23:40:00"
21000 0.79703 0.65728 0.78143 "2023-09-20 23:50:00" "2023-09-20 23:10:00"
21000 0.79703 0.65728 0.76770 "2023-09-20 23:50:00" "2023-09-20 23:20:00"
21000 0.79703 0.65728 0.81681 "2023-09-20 23:50:00" "2023-09-20 23:30:00"
21000 0.79703 0.65728 0.76114 "2023-09-20 23:50:00" "2023-09-20 23:40:00"
21000 0.79703 0.65728 0.78398 "2023-09-20 23:50:00" "2023-09-20 23:50:00"
21600 0.79636 0.66194 0.74766 "2023-09-21 00:00:00" "2023-09-20 23:10:00"
21600 0.79636 0.66194 0.73041 "2023-09-21 00:00:00" "2023-09-20 23:20:00"
21600 0.79636 0.66194 0.78975 "2023-09-21 00:00:00" "2023-09-20 23:30:00"
21600 0.79636 0.66194 0.71636 "2023-09-21 00:00:00" "2023-09-20 23:40:00"
21600 0.79636 0.66194 0.76360 "2023-09-21 00:00:00" "2023-09-20 23:50:00"
21600 0.79636 0.66194 0.76394 "2023-09-21 00:00:00" "2023-09-21 00:00:00"
22200 0.83465 0.66440 0.69865 "2023-09-21 00:10:00" "2023-09-20 23:20:00"
22200 0.83465 0.66440 0.76760 "2023-09-21 00:10:00" "2023-09-20 23:30:00"
22200 0.83465 0.66440 0.67807 "2023-09-21 00:10:00" "2023-09-20 23:40:00"
22200 0.83465 0.66440 0.74153 "2023-09-21 00:10:00" "2023-09-20 23:50:00"
22200 0.83465 0.66440 0.74566 "2023-09-21 00:10:00" "2023-09-21 00:00:00"
22200 0.83465 0.66440 0.74288 "2023-09-21 00:10:00" "2023-09-21 00:10:00"
22800 0.85039 0.66341 0.74879 "2023-09-21 00:20:00" "2023-09-20 23:30:00"
22800 0.85039 0.66341 0.64350 "2023-09-21 00:20:00" "2023-09-20 23:40:00"
22800 0.85039 0.66341 0.72120 "2023-09-21 00:20:00" "2023-09-20 23:50:00"
22800 0.85039 0.66341 0.72716 "2023-09-21 00:20:00" "2023-09-21 00:00:00"
22800 0.85039 0.66341 0.72828 "2023-09-21 00:20:00" "2023-09-21 00:10:00"
22800 0.85039 0.66341 0.72416 "2023-09-21 00:20:00" "2023-09-21 00:20:00"
23400 0.77400 0.65550 0.60799 "2023-09-21 00:30:00" "2023-09-20 23:40:00"
23400 0.77400 0.65550 0.69869 "2023-09-21 00:30:00" "2023-09-20 23:50:00"
23400 0.77400 0.65550 0.70617 "2023-09-21 00:30:00" "2023-09-21 00:00:00"
23400 0.77400 0.65550 0.70901 "2023-09-21 00:30:00" "2023-09-21 00:10:00"
23400 0.77400 0.65550 0.70154 "2023-09-21 00:30:00" "2023-09-21 00:20:00"
23400 0.77400 0.65550 0.68431 "2023-09-21 00:30:00" "2023-09-21 00:30:00"
24000 9999.00000 0.65699 0.69081 "2023-09-21 00:40:00" "2023-09-20 23:50:00"
24000 9999.00000 0.65699 0.69955 "2023-09-21 00:40:00" "2023-09-21 00:00:00"
24000 9999.00000 0.65699 0.70350 "2023-09-21 00:40:00" "2023-09-21 00:10:00"
24000 9999.00000 0.65699 0.69297 "2023-09-21 00:40:00" "2023-09-21 00:20:00"
24000 9999.00000 0.65699 0.66180 "2023-09-21 00:40:00" "2023-09-21 00:30:00"
24000 9999.00000 0.65699 0.66902 "2023-09-21 00:40:00" "2023-09-21 00:40:00"
24600 9999.00000 0.66026 0.69947 "2023-09-21 00:50:00" "2023-09-21 00:00:00"
24600 9999.00000 0.66026 0.70456 "2023-09-21 00:50:00" "2023-09-21 00:10:00"
24600 9999.00000 0.66026 0.69141 "2023-09-21 00:50:00" "2023-09-21 00:20:00"
24600 9999.00000 0.66026 0.64914 "2023-09-21 00:50:00" "2023-09-21 00:30:00"
24600 9999.00000 0.66026 0.66463 "2023-09-21 00:50:00" "2023-09-21 00:40:00"
24600 9999.00000 0.66026 0.65604 "2023-09-21 00:50:00" "2023-09-21 00:50:00"
25200 9999.00000 0.66093 0.70277 "2023-09-21 01:00:00" "2023-09-21 00:10:00"
25200 9999.00000 0.66093 0.68663 "2023-09-21 01:00:00" "2023-09-21 00:20:00"
25200 9999.00000 0.66093 0.63469 "2023-09-21 01:00:00" "2023-09-21 00:30:00"
25200 9999.00000 0.66093 0.65575 "2023-09-21 01:00:00" "2023-09-21 00:40:00"
25200 9999.00000 0.66093 0.64317 "2023-09-21 01:00:00" "2023-09-21 00:50:00"
25200 9999.00000 0.66093 0.64862 "2023-09-21 01:00:00" "2023-09-21 01:00:00"
25800 9999.00000 0.65953 0.68328 "2023-09-21 01:10:00" "2023-09-21 00:20:00"
25800 9999.00000 0.65953 0.62148 "2023-09-21 01:10:00" "2023-09-21 00:30:00"
25800 9999.00000 0.65953 0.64736 "2023-09-21 01:10:00" "2023-09-21 00:40:00"
25800 9999.00000 0.65953 0.63128 "2023-09-21 01:10:00" "2023-09-21 00:50:00"
25800 9999.00000 0.65953 0.63893 "2023-09-21 01:10:00" "2023-09-21 01:00:00"
25800 9999.00000 0.65953 0.63755 "2023-09-21 01:10:00" "2023-09-21 01:10:00"
26400 9999.00000 0.65984 0.61223 "2023-09-21 01:20:00" "2023-09-21 00:30:00"
26400 9999.00000 0.65984 0.64341 "2023-09-21 01:20:00" "2023-09-21 00:40:00"
26400 9999.00000 0.65984 0.62398 "2023-09-21 01:20:00" "2023-09-21 00:50:00"
26400 9999.00000 0.65984 0.63325 "2023-09-21 01:20:00" "2023-09-21 01:00:00"
26400 9999.00000 0.65984 0.63247 "2023-09-21 01:20:00" "2023-09-21 01:10:00"
26400 9999.00000 0.65984 0.62871 "2023-09-21 01:20:00" "2023-09-21 01:20:00"
27000 9999.00000 0.65479 0.63779 "2023-09-21 01:30:00" "2023-09-21 00:40:00"
27000 9999.00000 0.65479 0.61532 "2023-09-21 01:30:00" "2023-09-21 00:50:00"
27000 9999.00000 0.65479 0.62634 "2023-09-21 01:30:00" "2023-09-21 01:00:00"
27000 9999.00000 0.65479 0.62551 "2023-09-21 01:30:00" "2023-09-21 01:10:00"
27000 9999.00000 0.65479 0.61705 "2023-09-21 01:30:00" "2023-09-21 01:20:00"
27000 9999.00000 0.65479 0.61716 "2023-09-21 01:30:00" "2023-09-21 01:30:00"
27600 9999.00000 0.65493 0.61021 "2023-09-21 01:40:00" "2023-09-21 00:50:00"
27600 9999.00000 0.65493 0.62282 "2023-09-21 01:40:00" "2023-09-21 01:00:00"
