20230906
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "PERSISTENCE("")" Date_of_forecast Date_of_computing
18600 0.61474 0.52191 0.60800 "2023-09-06 23:10:00" "2023-09-06 23:10:00"
19200 0.61348 0.52079 0.60800 "2023-09-06 23:20:00" "2023-09-06 23:10:00"
19200 0.61348 0.52079 0.58243 "2023-09-06 23:20:00" "2023-09-06 23:20:00"
19800 0.60656 0.52914 0.60800 "2023-09-06 23:30:00" "2023-09-06 23:10:00"
19800 0.60656 0.52914 0.58243 "2023-09-06 23:30:00" "2023-09-06 23:20:00"
19800 0.60656 0.52914 0.61000 "2023-09-06 23:30:00" "2023-09-06 23:30:00"
20400 0.59350 0.53023 0.60800 "2023-09-06 23:40:00" "2023-09-06 23:10:00"
20400 0.59350 0.53023 0.58243 "2023-09-06 23:40:00" "2023-09-06 23:20:00"
20400 0.59350 0.53023 0.61000 "2023-09-06 23:40:00" "2023-09-06 23:30:00"
20400 0.59350 0.53023 0.62243 "2023-09-06 23:40:00" "2023-09-06 23:40:00"
21000 0.58637 0.54083 0.60800 "2023-09-06 23:50:00" "2023-09-06 23:10:00"
21000 0.58637 0.54083 0.58243 "2023-09-06 23:50:00" "2023-09-06 23:20:00"
21000 0.58637 0.54083 0.61000 "2023-09-06 23:50:00" "2023-09-06 23:30:00"
21000 0.58637 0.54083 0.62243 "2023-09-06 23:50:00" "2023-09-06 23:40:00"
21000 0.58637 0.54083 0.65250 "2023-09-06 23:50:00" "2023-09-06 23:50:00"
21600 0.59583 0.54711 0.60800 "2023-09-07 00:00:00" "2023-09-06 23:10:00"
21600 0.59583 0.54711 0.58243 "2023-09-07 00:00:00" "2023-09-06 23:20:00"
21600 0.59583 0.54711 0.61000 "2023-09-07 00:00:00" "2023-09-06 23:30:00"
21600 0.59583 0.54711 0.62243 "2023-09-07 00:00:00" "2023-09-06 23:40:00"
21600 0.59583 0.54711 0.65250 "2023-09-07 00:00:00" "2023-09-06 23:50:00"
21600 0.59583 0.54711 0.58400 "2023-09-07 00:00:00" "2023-09-07 00:00:00"
22200 0.59045 0.54682 0.58243 "2023-09-07 00:10:00" "2023-09-06 23:20:00"
22200 0.59045 0.54682 0.61000 "2023-09-07 00:10:00" "2023-09-06 23:30:00"
22200 0.59045 0.54682 0.62243 "2023-09-07 00:10:00" "2023-09-06 23:40:00"
22200 0.59045 0.54682 0.65250 "2023-09-07 00:10:00" "2023-09-06 23:50:00"
22200 0.59045 0.54682 0.58400 "2023-09-07 00:10:00" "2023-09-07 00:00:00"
22200 0.59045 0.54682 0.52280 "2023-09-07 00:10:00" "2023-09-07 00:10:00"
22800 0.58625 0.55185 0.61000 "2023-09-07 00:20:00" "2023-09-06 23:30:00"
22800 0.58625 0.55185 0.62243 "2023-09-07 00:20:00" "2023-09-06 23:40:00"
22800 0.58625 0.55185 0.65250 "2023-09-07 00:20:00" "2023-09-06 23:50:00"
22800 0.58625 0.55185 0.58400 "2023-09-07 00:20:00" "2023-09-07 00:00:00"
22800 0.58625 0.55185 0.52280 "2023-09-07 00:20:00" "2023-09-07 00:10:00"
22800 0.58625 0.55185 0.53263 "2023-09-07 00:20:00" "2023-09-07 00:20:00"
23400 0.58971 0.54426 0.62243 "2023-09-07 00:30:00" "2023-09-06 23:40:00"
23400 0.58971 0.54426 0.65250 "2023-09-07 00:30:00" "2023-09-06 23:50:00"
23400 0.58971 0.54426 0.58400 "2023-09-07 00:30:00" "2023-09-07 00:00:00"
23400 0.58971 0.54426 0.52280 "2023-09-07 00:30:00" "2023-09-07 00:10:00"
23400 0.58971 0.54426 0.53263 "2023-09-07 00:30:00" "2023-09-07 00:20:00"
23400 0.58971 0.54426 0.60571 "2023-09-07 00:30:00" "2023-09-07 00:30:00"
24000 0.60592 0.54581 0.65250 "2023-09-07 00:40:00" "2023-09-06 23:50:00"
