20230909
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "AR_SEEING (arcsec)" Date_of_forecast Date_of_computing
18600 1.12585 1.03471 1.06309 "2023-09-09 23:10:00" "2023-09-09 23:10:00"
19200 1.16777 1.09433 1.11419 "2023-09-09 23:20:00" "2023-09-09 23:10:00"
19200 1.16777 1.09433 1.11493 "2023-09-09 23:20:00" "2023-09-09 23:20:00"
19800 1.20852 1.10682 1.12871 "2023-09-09 23:30:00" "2023-09-09 23:10:00"
19800 1.20852 1.10682 1.11488 "2023-09-09 23:30:00" "2023-09-09 23:20:00"
19800 1.20852 1.10682 1.18181 "2023-09-09 23:30:00" "2023-09-09 23:30:00"
20400 1.25841 1.11859 1.13061 "2023-09-09 23:40:00" "2023-09-09 23:10:00"
20400 1.25841 1.11859 1.10723 "2023-09-09 23:40:00" "2023-09-09 23:20:00"
20400 1.25841 1.11859 1.21093 "2023-09-09 23:40:00" "2023-09-09 23:30:00"
20400 1.25841 1.11859 1.25799 "2023-09-09 23:40:00" "2023-09-09 23:40:00"
21000 1.28275 1.12990 1.14267 "2023-09-09 23:50:00" "2023-09-09 23:10:00"
21000 1.28275 1.12990 1.10982 "2023-09-09 23:50:00" "2023-09-09 23:20:00"
21000 1.28275 1.12990 1.24984 "2023-09-09 23:50:00" "2023-09-09 23:30:00"
21000 1.28275 1.12990 1.32721 "2023-09-09 23:50:00" "2023-09-09 23:40:00"
21000 1.28275 1.12990 1.26075 "2023-09-09 23:50:00" "2023-09-09 23:50:00"
21600 1.27954 1.15017 1.15788 "2023-09-10 00:00:00" "2023-09-09 23:10:00"
21600 1.27954 1.15017 1.11607 "2023-09-10 00:00:00" "2023-09-09 23:20:00"
21600 1.27954 1.15017 1.28960 "2023-09-10 00:00:00" "2023-09-09 23:30:00"
21600 1.27954 1.15017 1.39570 "2023-09-10 00:00:00" "2023-09-09 23:40:00"
21600 1.27954 1.15017 1.30030 "2023-09-10 00:00:00" "2023-09-09 23:50:00"
21600 1.27954 1.15017 1.29097 "2023-09-10 00:00:00" "2023-09-10 00:00:00"
22200 1.25454 1.15576 1.11384 "2023-09-10 00:10:00" "2023-09-09 23:20:00"
22200 1.25454 1.15576 1.31256 "2023-09-10 00:10:00" "2023-09-09 23:30:00"
22200 1.25454 1.15576 1.44547 "2023-09-10 00:10:00" "2023-09-09 23:40:00"
22200 1.25454 1.15576 1.32026 "2023-09-10 00:10:00" "2023-09-09 23:50:00"
22200 1.25454 1.15576 1.27969 "2023-09-10 00:10:00" "2023-09-10 00:00:00"
22200 1.25454 1.15576 1.27426 "2023-09-10 00:10:00" "2023-09-10 00:10:00"
22800 1.21813 1.21412 1.36202 "2023-09-10 00:20:00" "2023-09-09 23:30:00"
22800 1.21813 1.21412 1.51596 "2023-09-10 00:20:00" "2023-09-09 23:40:00"
22800 1.21813 1.21412 1.36364 "2023-09-10 00:20:00" "2023-09-09 23:50:00"
22800 1.21813 1.21412 1.30069 "2023-09-10 00:20:00" "2023-09-10 00:00:00"
22800 1.21813 1.21412 1.28904 "2023-09-10 00:20:00" "2023-09-10 00:10:00"
22800 1.21813 1.21412 1.26588 "2023-09-10 00:20:00" "2023-09-10 00:20:00"
23400 1.17277 1.33009 1.65714 "2023-09-10 00:30:00" "2023-09-09 23:40:00"
23400 1.17277 1.33009 1.48657 "2023-09-10 00:30:00" "2023-09-09 23:50:00"
23400 1.17277 1.33009 1.40176 "2023-09-10 00:30:00" "2023-09-10 00:00:00"
23400 1.17277 1.33009 1.38671 "2023-09-10 00:30:00" "2023-09-10 00:10:00"
23400 1.17277 1.33009 1.37028 "2023-09-10 00:30:00" "2023-09-10 00:20:00"
23400 1.17277 1.33009 1.17805 "2023-09-10 00:30:00" "2023-09-10 00:30:00"
24000 1.16533 1.39597 1.57739 "2023-09-10 00:40:00" "2023-09-09 23:50:00"
24000 1.16533 1.39597 1.47249 "2023-09-10 00:40:00" "2023-09-10 00:00:00"
24000 1.16533 1.39597 1.45452 "2023-09-10 00:40:00" "2023-09-10 00:10:00"
24000 1.16533 1.39597 1.44023 "2023-09-10 00:40:00" "2023-09-10 00:20:00"
24000 1.16533 1.39597 1.14065 "2023-09-10 00:40:00" "2023-09-10 00:30:00"
24000 1.16533 1.39597 1.15386 "2023-09-10 00:40:00" "2023-09-10 00:40:00"
24600 1.16422 1.41948 1.48436 "2023-09-10 00:50:00" "2023-09-10 00:00:00"
24600 1.16422 1.41948 1.46365 "2023-09-10 00:50:00" "2023-09-10 00:10:00"
24600 1.16422 1.41948 1.45226 "2023-09-10 00:50:00" "2023-09-10 00:20:00"
24600 1.16422 1.41948 1.04970 "2023-09-10 00:50:00" "2023-09-10 00:30:00"
24600 1.16422 1.41948 1.08458 "2023-09-10 00:50:00" "2023-09-10 00:40:00"
24600 1.16422 1.41948 1.22140 "2023-09-10 00:50:00" "2023-09-10 00:50:00"
25200 1.15784 1.45190 1.47573 "2023-09-10 01:00:00" "2023-09-10 00:10:00"
25200 1.15784 1.45190 1.47058 "2023-09-10 01:00:00" "2023-09-10 00:20:00"
25200 1.15784 1.45190 0.97372 "2023-09-10 01:00:00" "2023-09-10 00:30:00"
25200 1.15784 1.45190 1.02506 "2023-09-10 01:00:00" "2023-09-10 00:40:00"
25200 1.15784 1.45190 1.23900 "2023-09-10 01:00:00" "2023-09-10 00:50:00"
25200 1.15784 1.45190 1.20624 "2023-09-10 01:00:00" "2023-09-10 01:00:00"
