20230907
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "AR_SEEING (arcsec)" Date_of_forecast Date_of_computing
18600 0.73156 0.65413 0.69577 "2023-09-07 23:10:00" "2023-09-07 23:10:00"
19200 0.72283 0.64669 0.69335 "2023-09-07 23:20:00" "2023-09-07 23:10:00"
19200 0.72283 0.64669 0.69963 "2023-09-07 23:20:00" "2023-09-07 23:20:00"
19800 0.72095 0.63042 0.68170 "2023-09-07 23:30:00" "2023-09-07 23:10:00"
19800 0.72095 0.63042 0.69098 "2023-09-07 23:30:00" "2023-09-07 23:20:00"
19800 0.72095 0.63042 0.71242 "2023-09-07 23:30:00" "2023-09-07 23:30:00"
20400 0.71036 0.62660 0.67694 "2023-09-07 23:40:00" "2023-09-07 23:10:00"
20400 0.71036 0.62660 0.68862 "2023-09-07 23:40:00" "2023-09-07 23:20:00"
20400 0.71036 0.62660 0.72665 "2023-09-07 23:40:00" "2023-09-07 23:30:00"
20400 0.71036 0.62660 0.70733 "2023-09-07 23:40:00" "2023-09-07 23:40:00"
21000 0.69770 0.63357 0.68670 "2023-09-07 23:50:00" "2023-09-07 23:10:00"
21000 0.69770 0.63357 0.70018 "2023-09-07 23:50:00" "2023-09-07 23:20:00"
21000 0.69770 0.63357 0.75183 "2023-09-07 23:50:00" "2023-09-07 23:30:00"
21000 0.69770 0.63357 0.71736 "2023-09-07 23:50:00" "2023-09-07 23:40:00"
21000 0.69770 0.63357 0.68826 "2023-09-07 23:50:00" "2023-09-07 23:50:00"
21600 0.69702 0.63079 0.68801 "2023-09-08 00:00:00" "2023-09-07 23:10:00"
21600 0.69702 0.63079 0.70275 "2023-09-08 00:00:00" "2023-09-07 23:20:00"
21600 0.69702 0.63079 0.76612 "2023-09-08 00:00:00" "2023-09-07 23:30:00"
21600 0.69702 0.63079 0.71969 "2023-09-08 00:00:00" "2023-09-07 23:40:00"
21600 0.69702 0.63079 0.67427 "2023-09-08 00:00:00" "2023-09-07 23:50:00"
21600 0.69702 0.63079 0.69248 "2023-09-08 00:00:00" "2023-09-08 00:00:00"
22200 0.69744 0.63341 0.70527 "2023-09-08 00:10:00" "2023-09-07 23:20:00"
22200 0.69744 0.63341 0.77722 "2023-09-08 00:10:00" "2023-09-07 23:30:00"
22200 0.69744 0.63341 0.72064 "2023-09-08 00:10:00" "2023-09-07 23:40:00"
22200 0.69744 0.63341 0.66082 "2023-09-08 00:10:00" "2023-09-07 23:50:00"
22200 0.69744 0.63341 0.69237 "2023-09-08 00:10:00" "2023-09-08 00:00:00"
22200 0.69744 0.63341 0.69995 "2023-09-08 00:10:00" "2023-09-08 00:10:00"
22800 0.70605 0.63365 0.78592 "2023-09-08 00:20:00" "2023-09-07 23:30:00"
22800 0.70605 0.63365 0.72190 "2023-09-08 00:20:00" "2023-09-07 23:40:00"
22800 0.70605 0.63365 0.65023 "2023-09-08 00:20:00" "2023-09-07 23:50:00"
22800 0.70605 0.63365 0.69256 "2023-09-08 00:20:00" "2023-09-08 00:00:00"
22800 0.70605 0.63365 0.70327 "2023-09-08 00:20:00" "2023-09-08 00:10:00"
22800 0.70605 0.63365 0.69697 "2023-09-08 00:20:00" "2023-09-08 00:20:00"
23400 0.71412 0.62268 0.70955 "2023-09-08 00:30:00" "2023-09-07 23:40:00"
23400 0.71412 0.62268 0.62951 "2023-09-08 00:30:00" "2023-09-07 23:50:00"
23400 0.71412 0.62268 0.68098 "2023-09-08 00:30:00" "2023-09-08 00:00:00"
23400 0.71412 0.62268 0.69471 "2023-09-08 00:30:00" "2023-09-08 00:10:00"
23400 0.71412 0.62268 0.68640 "2023-09-08 00:30:00" "2023-09-08 00:20:00"
23400 0.71412 0.62268 0.71128 "2023-09-08 00:30:00" "2023-09-08 00:30:00"
24000 0.73870 0.61799 0.61495 "2023-09-08 00:40:00" "2023-09-07 23:50:00"
24000 0.73870 0.61799 0.67303 "2023-09-08 00:40:00" "2023-09-08 00:00:00"
24000 0.73870 0.61799 0.68906 "2023-09-08 00:40:00" "2023-09-08 00:10:00"
24000 0.73870 0.61799 0.67875 "2023-09-08 00:40:00" "2023-09-08 00:20:00"
24000 0.73870 0.61799 0.71384 "2023-09-08 00:40:00" "2023-09-08 00:30:00"
24000 0.73870 0.61799 0.73063 "2023-09-08 00:40:00" "2023-09-08 00:40:00"
24600 0.77189 0.61248 0.66479 "2023-09-08 00:50:00" "2023-09-08 00:00:00"
24600 0.77189 0.61248 0.68243 "2023-09-08 00:50:00" "2023-09-08 00:10:00"
24600 0.77189 0.61248 0.67065 "2023-09-08 00:50:00" "2023-09-08 00:20:00"
24600 0.77189 0.61248 0.71537 "2023-09-08 00:50:00" "2023-09-08 00:30:00"
24600 0.77189 0.61248 0.74545 "2023-09-08 00:50:00" "2023-09-08 00:40:00"
24600 0.77189 0.61248 0.76335 "2023-09-08 00:50:00" "2023-09-08 00:50:00"
25200 0.79135 0.61189 0.68208 "2023-09-08 01:00:00" "2023-09-08 00:10:00"
25200 0.79135 0.61189 0.66931 "2023-09-08 01:00:00" "2023-09-08 00:20:00"
25200 0.79135 0.61189 0.72146 "2023-09-08 01:00:00" "2023-09-08 00:30:00"
25200 0.79135 0.61189 0.76248 "2023-09-08 01:00:00" "2023-09-08 00:40:00"
25200 0.79135 0.61189 0.78711 "2023-09-08 01:00:00" "2023-09-08 00:50:00"
25200 0.79135 0.61189 0.78545 "2023-09-08 01:00:00" "2023-09-08 01:00:00"
25800 0.79358 0.60873 0.66513 "2023-09-08 01:10:00" "2023-09-08 00:20:00"
25800 0.79358 0.60873 0.72227 "2023-09-08 01:10:00" "2023-09-08 00:30:00"
25800 0.79358 0.60873 0.77260 "2023-09-08 01:10:00" "2023-09-08 00:40:00"
25800 0.79358 0.60873 0.80431 "2023-09-08 01:10:00" "2023-09-08 00:50:00"
25800 0.79358 0.60873 0.79476 "2023-09-08 01:10:00" "2023-09-08 01:00:00"
25800 0.79358 0.60873 0.78985 "2023-09-08 01:10:00" "2023-09-08 01:10:00"
26400 0.79712 0.60363 0.71971 "2023-09-08 01:20:00" "2023-09-08 00:30:00"
26400 0.79712 0.60363 0.77700 "2023-09-08 01:20:00" "2023-09-08 00:40:00"
26400 0.79712 0.60363 0.81429 "2023-09-08 01:20:00" "2023-09-08 00:50:00"
26400 0.79712 0.60363 0.79963 "2023-09-08 01:20:00" "2023-09-08 01:00:00"
26400 0.79712 0.60363 0.78806 "2023-09-08 01:20:00" "2023-09-08 01:10:00"
26400 0.79712 0.60363 0.79656 "2023-09-08 01:20:00" "2023-09-08 01:20:00"
27000 0.80315 0.60226 0.77832 "2023-09-08 01:30:00" "2023-09-08 00:40:00"
27000 0.80315 0.60226 0.81947 "2023-09-08 01:30:00" "2023-09-08 00:50:00"
27000 0.80315 0.60226 0.79993 "2023-09-08 01:30:00" "2023-09-08 01:00:00"
27000 0.80315 0.60226 0.78331 "2023-09-08 01:30:00" "2023-09-08 01:10:00"
27000 0.80315 0.60226 0.80371 "2023-09-08 01:30:00" "2023-09-08 01:20:00"
27000 0.80315 0.60226 0.79520 "2023-09-08 01:30:00" "2023-09-08 01:30:00"
27600 0.81026 0.60068 0.82177 "2023-09-08 01:40:00" "2023-09-08 00:50:00"
27600 0.81026 0.60068 0.79848 "2023-09-08 01:40:00" "2023-09-08 01:00:00"
27600 0.81026 0.60068 0.77730 "2023-09-08 01:40:00" "2023-09-08 01:10:00"
27600 0.81026 0.60068 0.80643 "2023-09-08 01:40:00" "2023-09-08 01:20:00"
27600 0.81026 0.60068 0.79810 "2023-09-08 01:40:00" "2023-09-08 01:30:00"
27600 0.81026 0.60068 0.82393 "2023-09-08 01:40:00" "2023-09-08 01:40:00"
28200 0.80688 0.59326 0.78844 "2023-09-08 01:50:00" "2023-09-08 01:00:00"
28200 0.80688 0.59326 0.76391 "2023-09-08 01:50:00" "2023-09-08 01:10:00"
28200 0.80688 0.59326 0.80088 "2023-09-08 01:50:00" "2023-09-08 01:20:00"
28200 0.80688 0.59326 0.79146 "2023-09-08 01:50:00" "2023-09-08 01:30:00"
28200 0.80688 0.59326 0.83074 "2023-09-08 01:50:00" "2023-09-08 01:40:00"
28200 0.80688 0.59326 0.80772 "2023-09-08 01:50:00" "2023-09-08 01:50:00"
28800 0.80382 0.58008 0.74279 "2023-09-08 02:00:00" "2023-09-08 01:10:00"
28800 0.80382 0.58008 0.78581 "2023-09-08 02:00:00" "2023-09-08 01:20:00"
28800 0.80382 0.58008 0.77595 "2023-09-08 02:00:00" "2023-09-08 01:30:00"
28800 0.80382 0.58008 0.82801 "2023-09-08 02:00:00" "2023-09-08 01:40:00"
28800 0.80382 0.58008 0.80598 "2023-09-08 02:00:00" "2023-09-08 01:50:00"
28800 0.80382 0.58008 0.80573 "2023-09-08 02:00:00" "2023-09-08 02:00:00"
29400 0.78912 0.57518 0.77650 "2023-09-08 02:10:00" "2023-09-08 01:20:00"
29400 0.78912 0.57518 0.76673 "2023-09-08 02:10:00" "2023-09-08 01:30:00"
29400 0.78912 0.57518 0.82942 "2023-09-08 02:10:00" "2023-09-08 01:40:00"
29400 0.78912 0.57518 0.80535 "2023-09-08 02:10:00" "2023-09-08 01:50:00"
29400 0.78912 0.57518 0.80592 "2023-09-08 02:10:00" "2023-09-08 02:00:00"
29400 0.78912 0.57518 0.79088 "2023-09-08 02:10:00" "2023-09-08 02:10:00"
30000 0.76241 0.57393 0.76029 "2023-09-08 02:20:00" "2023-09-08 01:30:00"
30000 0.76241 0.57393 0.83038 "2023-09-08 02:20:00" "2023-09-08 01:40:00"
30000 0.76241 0.57393 0.80607 "2023-09-08 02:20:00" "2023-09-08 01:50:00"
30000 0.76241 0.57393 0.80720 "2023-09-08 02:20:00" "2023-09-08 02:00:00"
30000 0.76241 0.57393 0.78263 "2023-09-08 02:20:00" "2023-09-08 02:10:00"
30000 0.76241 0.57393 0.77071 "2023-09-08 02:20:00" "2023-09-08 02:20:00"
30600 0.72093 0.58266 0.83647 "2023-09-08 02:30:00" "2023-09-08 01:40:00"
30600 0.72093 0.58266 0.81283 "2023-09-08 02:30:00" "2023-09-08 01:50:00"
30600 0.72093 0.58266 0.81449 "2023-09-08 02:30:00" "2023-09-08 02:00:00"
30600 0.72093 0.58266 0.78138 "2023-09-08 02:30:00" "2023-09-08 02:10:00"
30600 0.72093 0.58266 0.75711 "2023-09-08 02:30:00" "2023-09-08 02:20:00"
30600 0.72093 0.58266 0.72978 "2023-09-08 02:30:00" "2023-09-08 02:30:00"
31200 0.66253 0.58752 0.81820 "2023-09-08 02:40:00" "2023-09-08 01:50:00"
31200 0.66253 0.58752 0.82023 "2023-09-08 02:40:00" "2023-09-08 02:00:00"
31200 0.66253 0.58752 0.77982 "2023-09-08 02:40:00" "2023-09-08 02:10:00"
31200 0.66253 0.58752 0.74590 "2023-09-08 02:40:00" "2023-09-08 02:20:00"
31200 0.66253 0.58752 0.70459 "2023-09-08 02:40:00" "2023-09-08 02:30:00"
31200 0.66253 0.58752 0.66249 "2023-09-08 02:40:00" "2023-09-08 02:40:00"
31800 0.62933 0.58874 0.82018 "2023-09-08 02:50:00" "2023-09-08 02:00:00"
31800 0.62933 0.58874 0.77456 "2023-09-08 02:50:00" "2023-09-08 02:10:00"
31800 0.62933 0.58874 0.73212 "2023-09-08 02:50:00" "2023-09-08 02:20:00"
31800 0.62933 0.58874 0.67798 "2023-09-08 02:50:00" "2023-09-08 02:30:00"
31800 0.62933 0.58874 0.61997 "2023-09-08 02:50:00" "2023-09-08 02:40:00"
31800 0.62933 0.58874 0.63018 "2023-09-08 02:50:00" "2023-09-08 02:50:00"
32400 0.60849 0.59392 0.76959 "2023-09-08 03:00:00" "2023-09-08 02:10:00"
32400 0.60849 0.59392 0.72065 "2023-09-08 03:00:00" "2023-09-08 02:20:00"
32400 0.60849 0.59392 0.65603 "2023-09-08 03:00:00" "2023-09-08 02:30:00"
32400 0.60849 0.59392 0.58072 "2023-09-08 03:00:00" "2023-09-08 02:40:00"
