20230927
Seconds MEASURES_pwv(mm) MNH_PWV(mm) PERSISTENCE(mm) Date_of_forecast Date_of_computing
18000 1.19913 1.34849 1.20833 "2023-09-27 23:00:00" "2023-09-27 23:00:00"
18600 1.20492 1.34994 1.20833 "2023-09-27 23:10:00" "2023-09-27 23:00:00"
18600 1.20492 1.34994 9999.00000 "2023-09-27 23:10:00" "2023-09-27 23:10:00"
19200 1.21293 1.34731 1.20833 "2023-09-27 23:20:00" "2023-09-27 23:00:00"
19200 1.21293 1.34731 9999.00000 "2023-09-27 23:20:00" "2023-09-27 23:10:00"
19200 1.21293 1.34731 1.25800 "2023-09-27 23:20:00" "2023-09-27 23:20:00"
19800 1.25800 1.34312 1.20833 "2023-09-27 23:30:00" "2023-09-27 23:00:00"
19800 1.25800 1.34312 9999.00000 "2023-09-27 23:30:00" "2023-09-27 23:10:00"
19800 1.25800 1.34312 1.25800 "2023-09-27 23:30:00" "2023-09-27 23:20:00"
19800 1.25800 1.34312 9999.00000 "2023-09-27 23:30:00" "2023-09-27 23:30:00"
20400 1.25800 1.33823 1.20833 "2023-09-27 23:40:00" "2023-09-27 23:00:00"
20400 1.25800 1.33823 9999.00000 "2023-09-27 23:40:00" "2023-09-27 23:10:00"
20400 1.25800 1.33823 1.25800 "2023-09-27 23:40:00" "2023-09-27 23:20:00"
20400 1.25800 1.33823 9999.00000 "2023-09-27 23:40:00" "2023-09-27 23:30:00"
20400 1.25800 1.33823 9999.00000 "2023-09-27 23:40:00" "2023-09-27 23:40:00"
21000 9999.00000 1.33434 1.20833 "2023-09-27 23:50:00" "2023-09-27 23:00:00"
21000 9999.00000 1.33434 9999.00000 "2023-09-27 23:50:00" "2023-09-27 23:10:00"
21000 9999.00000 1.33434 1.25800 "2023-09-27 23:50:00" "2023-09-27 23:20:00"
21000 9999.00000 1.33434 9999.00000 "2023-09-27 23:50:00" "2023-09-27 23:30:00"
21000 9999.00000 1.33434 9999.00000 "2023-09-27 23:50:00" "2023-09-27 23:40:00"
21000 9999.00000 1.33434 9999.00000 "2023-09-27 23:50:00" "2023-09-27 23:50:00"
21600 9999.00000 1.33425 9999.00000 "2023-09-28 00:00:00" "2023-09-27 23:10:00"
21600 9999.00000 1.33425 1.25800 "2023-09-28 00:00:00" "2023-09-27 23:20:00"
21600 9999.00000 1.33425 9999.00000 "2023-09-28 00:00:00" "2023-09-27 23:30:00"
21600 9999.00000 1.33425 9999.00000 "2023-09-28 00:00:00" "2023-09-27 23:40:00"
21600 9999.00000 1.33425 9999.00000 "2023-09-28 00:00:00" "2023-09-27 23:50:00"
21600 9999.00000 1.33425 9999.00000 "2023-09-28 00:00:00" "2023-09-28 00:00:00"
22200 9999.00000 1.33114 1.25800 "2023-09-28 00:10:00" "2023-09-27 23:20:00"
22200 9999.00000 1.33114 9999.00000 "2023-09-28 00:10:00" "2023-09-27 23:30:00"
22200 9999.00000 1.33114 9999.00000 "2023-09-28 00:10:00" "2023-09-27 23:40:00"
22200 9999.00000 1.33114 9999.00000 "2023-09-28 00:10:00" "2023-09-27 23:50:00"
22200 9999.00000 1.33114 9999.00000 "2023-09-28 00:10:00" "2023-09-28 00:00:00"
22200 9999.00000 1.33114 9999.00000 "2023-09-28 00:10:00" "2023-09-28 00:10:00"
22800 9999.00000 1.32441 9999.00000 "2023-09-28 00:20:00" "2023-09-27 23:30:00"
22800 9999.00000 1.32441 9999.00000 "2023-09-28 00:20:00" "2023-09-27 23:40:00"
22800 9999.00000 1.32441 9999.00000 "2023-09-28 00:20:00" "2023-09-27 23:50:00"
22800 9999.00000 1.32441 9999.00000 "2023-09-28 00:20:00" "2023-09-28 00:00:00"
22800 9999.00000 1.32441 9999.00000 "2023-09-28 00:20:00" "2023-09-28 00:10:00"
22800 9999.00000 1.32441 9999.00000 "2023-09-28 00:20:00" "2023-09-28 00:20:00"
23400 9999.00000 1.31314 9999.00000 "2023-09-28 00:30:00" "2023-09-27 23:40:00"
23400 9999.00000 1.31314 9999.00000 "2023-09-28 00:30:00" "2023-09-27 23:50:00"
23400 9999.00000 1.31314 9999.00000 "2023-09-28 00:30:00" "2023-09-28 00:00:00"
23400 9999.00000 1.31314 9999.00000 "2023-09-28 00:30:00" "2023-09-28 00:10:00"
23400 9999.00000 1.31314 9999.00000 "2023-09-28 00:30:00" "2023-09-28 00:20:00"
23400 9999.00000 1.31314 9999.00000 "2023-09-28 00:30:00" "2023-09-28 00:30:00"
24000 9999.00000 1.29159 9999.00000 "2023-09-28 00:40:00" "2023-09-27 23:50:00"
24000 9999.00000 1.29159 9999.00000 "2023-09-28 00:40:00" "2023-09-28 00:00:00"
24000 9999.00000 1.29159 9999.00000 "2023-09-28 00:40:00" "2023-09-28 00:10:00"
24000 9999.00000 1.29159 9999.00000 "2023-09-28 00:40:00" "2023-09-28 00:20:00"
24000 9999.00000 1.29159 9999.00000 "2023-09-28 00:40:00" "2023-09-28 00:30:00"
24000 9999.00000 1.29159 9999.00000 "2023-09-28 00:40:00" "2023-09-28 00:40:00"
24600 1.18000 1.26731 9999.00000 "2023-09-28 00:50:00" "2023-09-28 00:00:00"
24600 1.18000 1.26731 9999.00000 "2023-09-28 00:50:00" "2023-09-28 00:10:00"
24600 1.18000 1.26731 9999.00000 "2023-09-28 00:50:00" "2023-09-28 00:20:00"
24600 1.18000 1.26731 9999.00000 "2023-09-28 00:50:00" "2023-09-28 00:30:00"
24600 1.18000 1.26731 9999.00000 "2023-09-28 00:50:00" "2023-09-28 00:40:00"
24600 1.18000 1.26731 9999.00000 "2023-09-28 00:50:00" "2023-09-28 00:50:00"
25200 1.21285 1.24000 9999.00000 "2023-09-28 01:00:00" "2023-09-28 00:10:00"
25200 1.21285 1.24000 9999.00000 "2023-09-28 01:00:00" "2023-09-28 00:20:00"
25200 1.21285 1.24000 9999.00000 "2023-09-28 01:00:00" "2023-09-28 00:30:00"
25200 1.21285 1.24000 9999.00000 "2023-09-28 01:00:00" "2023-09-28 00:40:00"
