20230913
Seconds MEASURES_pwv(mm) MNH_PWV(mm) "AR_PWV (mm)" Date_of_forecast Date_of_computing
18000 3.21040 3.35182 3.18125 "2023-09-13 23:00:00" "2023-09-13 23:00:00"
18600 3.23100 3.35295 3.20054 "2023-09-13 23:10:00" "2023-09-13 23:00:00"
18600 3.23100 3.35295 3.19823 "2023-09-13 23:10:00" "2023-09-13 23:10:00"
19200 3.23100 3.35175 3.21505 "2023-09-13 23:20:00" "2023-09-13 23:00:00"
19200 3.23100 3.35175 3.20848 "2023-09-13 23:20:00" "2023-09-13 23:10:00"
19200 3.23100 3.35175 3.20577 "2023-09-13 23:20:00" "2023-09-13 23:20:00"
19800 9999.00000 3.35498 3.23353 "2023-09-13 23:30:00" "2023-09-13 23:00:00"
19800 9999.00000 3.35498 3.22363 "2023-09-13 23:30:00" "2023-09-13 23:10:00"
19800 9999.00000 3.35498 3.21398 "2023-09-13 23:30:00" "2023-09-13 23:20:00"
19800 9999.00000 3.35498 3.19369 "2023-09-13 23:30:00" "2023-09-13 23:30:00"
20400 3.15600 3.35423 3.24634 "2023-09-13 23:40:00" "2023-09-13 23:00:00"
20400 3.15600 3.35423 3.23359 "2023-09-13 23:40:00" "2023-09-13 23:10:00"
20400 3.15600 3.35423 3.21778 "2023-09-13 23:40:00" "2023-09-13 23:20:00"
20400 3.15600 3.35423 3.18059 "2023-09-13 23:40:00" "2023-09-13 23:30:00"
20400 3.15600 3.35423 3.18340 "2023-09-13 23:40:00" "2023-09-13 23:40:00"
21000 3.14313 3.35498 3.26017 "2023-09-13 23:50:00" "2023-09-13 23:00:00"
21000 3.14313 3.35498 3.24445 "2023-09-13 23:50:00" "2023-09-13 23:10:00"
21000 3.14313 3.35498 3.22359 "2023-09-13 23:50:00" "2023-09-13 23:20:00"
21000 3.14313 3.35498 3.17126 "2023-09-13 23:50:00" "2023-09-13 23:30:00"
21000 3.14313 3.35498 3.17770 "2023-09-13 23:50:00" "2023-09-13 23:40:00"
21000 3.14313 3.35498 3.16524 "2023-09-13 23:50:00" "2023-09-13 23:50:00"
21600 3.11227 3.34192 3.24362 "2023-09-14 00:00:00" "2023-09-13 23:10:00"
21600 3.11227 3.34192 3.21750 "2023-09-14 00:00:00" "2023-09-13 23:20:00"
21600 3.11227 3.34192 3.15121 "2023-09-14 00:00:00" "2023-09-13 23:30:00"
21600 3.11227 3.34192 3.16045 "2023-09-14 00:00:00" "2023-09-13 23:40:00"
21600 3.11227 3.34192 3.13730 "2023-09-14 00:00:00" "2023-09-13 23:50:00"
21600 3.11227 3.34192 3.14433 "2023-09-14 00:00:00" "2023-09-14 00:00:00"
22200 3.11225 3.32712 3.20308 "2023-09-14 00:10:00" "2023-09-13 23:20:00"
22200 3.11225 3.32712 3.12357 "2023-09-14 00:10:00" "2023-09-13 23:30:00"
22200 3.11225 3.32712 3.13529 "2023-09-14 00:10:00" "2023-09-13 23:40:00"
22200 3.11225 3.32712 3.10185 "2023-09-14 00:10:00" "2023-09-13 23:50:00"
22200 3.11225 3.32712 3.12194 "2023-09-14 00:10:00" "2023-09-14 00:00:00"
22200 3.11225 3.32712 3.14198 "2023-09-14 00:10:00" "2023-09-14 00:10:00"
22800 3.12074 3.31253 3.10112 "2023-09-14 00:20:00" "2023-09-13 23:30:00"
22800 3.12074 3.31253 3.11537 "2023-09-14 00:20:00" "2023-09-13 23:40:00"
22800 3.12074 3.31253 3.07272 "2023-09-14 00:20:00" "2023-09-13 23:50:00"
22800 3.12074 3.31253 3.10348 "2023-09-14 00:20:00" "2023-09-14 00:00:00"
22800 3.12074 3.31253 3.13670 "2023-09-14 00:20:00" "2023-09-14 00:10:00"
22800 3.12074 3.31253 3.13925 "2023-09-14 00:20:00" "2023-09-14 00:20:00"
23400 3.13204 3.29774 3.09862 "2023-09-14 00:30:00" "2023-09-13 23:40:00"
23400 3.13204 3.29774 3.04695 "2023-09-14 00:30:00" "2023-09-13 23:50:00"
23400 3.13204 3.29774 3.08690 "2023-09-14 00:30:00" "2023-09-14 00:00:00"
