20230918
Seconds MEASURES_pwv(mm) MNH_PWV(mm) PERSISTENCE(mm) Date_of_forecast Date_of_computing
18000 1.50654 1.28177 9999.00000 "2023-09-18 23:00:00" "2023-09-18 23:00:00"
18600 1.39514 1.25990 9999.00000 "2023-09-18 23:10:00" "2023-09-18 23:00:00"
18600 1.39514 1.25990 1.38400 "2023-09-18 23:10:00" "2023-09-18 23:10:00"
19200 1.25600 1.23497 9999.00000 "2023-09-18 23:20:00" "2023-09-18 23:00:00"
19200 1.25600 1.23497 1.38400 "2023-09-18 23:20:00" "2023-09-18 23:10:00"
19200 1.25600 1.23497 9999.00000 "2023-09-18 23:20:00" "2023-09-18 23:20:00"
19800 1.23893 1.20931 9999.00000 "2023-09-18 23:30:00" "2023-09-18 23:00:00"
19800 1.23893 1.20931 1.38400 "2023-09-18 23:30:00" "2023-09-18 23:10:00"
19800 1.23893 1.20931 9999.00000 "2023-09-18 23:30:00" "2023-09-18 23:20:00"
19800 1.23893 1.20931 1.48300 "2023-09-18 23:30:00" "2023-09-18 23:30:00"
20400 1.21333 1.18373 9999.00000 "2023-09-18 23:40:00" "2023-09-18 23:00:00"
20400 1.21333 1.18373 1.38400 "2023-09-18 23:40:00" "2023-09-18 23:10:00"
20400 1.21333 1.18373 9999.00000 "2023-09-18 23:40:00" "2023-09-18 23:20:00"
20400 1.21333 1.18373 1.48300 "2023-09-18 23:40:00" "2023-09-18 23:30:00"
20400 1.21333 1.18373 1.38800 "2023-09-18 23:40:00" "2023-09-18 23:40:00"
21000 1.21333 1.15815 9999.00000 "2023-09-18 23:50:00" "2023-09-18 23:00:00"
21000 1.21333 1.15815 1.38400 "2023-09-18 23:50:00" "2023-09-18 23:10:00"
21000 1.21333 1.15815 9999.00000 "2023-09-18 23:50:00" "2023-09-18 23:20:00"
21000 1.21333 1.15815 1.48300 "2023-09-18 23:50:00" "2023-09-18 23:30:00"
21000 1.21333 1.15815 1.38800 "2023-09-18 23:50:00" "2023-09-18 23:40:00"
21000 1.21333 1.15815 0.76900 "2023-09-18 23:50:00" "2023-09-18 23:50:00"
21600 0.89280 1.13700 1.38400 "2023-09-19 00:00:00" "2023-09-18 23:10:00"
21600 0.89280 1.13700 9999.00000 "2023-09-19 00:00:00" "2023-09-18 23:20:00"
21600 0.89280 1.13700 1.48300 "2023-09-19 00:00:00" "2023-09-18 23:30:00"
21600 0.89280 1.13700 1.38800 "2023-09-19 00:00:00" "2023-09-18 23:40:00"
21600 0.89280 1.13700 0.76900 "2023-09-19 00:00:00" "2023-09-18 23:50:00"
21600 0.89280 1.13700 9999.00000 "2023-09-19 00:00:00" "2023-09-19 00:00:00"
