20230911
Seconds MEASURES_pwv(mm) MNH_PWV(mm) PERSISTENCE(mm) Date_of_forecast Date_of_computing
18000 2.93549 2.41433 9999.00000 "2023-09-11 23:00:00" "2023-09-11 23:00:00"
18600 3.00270 2.39628 9999.00000 "2023-09-11 23:10:00" "2023-09-11 23:00:00"
18600 3.00270 2.39628 2.92100 "2023-09-11 23:10:00" "2023-09-11 23:10:00"
19200 3.08266 2.38565 9999.00000 "2023-09-11 23:20:00" "2023-09-11 23:00:00"
19200 3.08266 2.38565 2.92100 "2023-09-11 23:20:00" "2023-09-11 23:10:00"
19200 3.08266 2.38565 2.99800 "2023-09-11 23:20:00" "2023-09-11 23:20:00"
19800 3.14003 2.35730 9999.00000 "2023-09-11 23:30:00" "2023-09-11 23:00:00"
19800 3.14003 2.35730 2.92100 "2023-09-11 23:30:00" "2023-09-11 23:10:00"
19800 3.14003 2.35730 2.99800 "2023-09-11 23:30:00" "2023-09-11 23:20:00"
19800 3.14003 2.35730 3.10200 "2023-09-11 23:30:00" "2023-09-11 23:30:00"
20400 3.19773 2.31535 9999.00000 "2023-09-11 23:40:00" "2023-09-11 23:00:00"
20400 3.19773 2.31535 2.92100 "2023-09-11 23:40:00" "2023-09-11 23:10:00"
20400 3.19773 2.31535 2.99800 "2023-09-11 23:40:00" "2023-09-11 23:20:00"
20400 3.19773 2.31535 3.10200 "2023-09-11 23:40:00" "2023-09-11 23:30:00"
20400 3.19773 2.31535 3.18850 "2023-09-11 23:40:00" "2023-09-11 23:40:00"
21000 3.25164 2.27627 9999.00000 "2023-09-11 23:50:00" "2023-09-11 23:00:00"
21000 3.25164 2.27627 2.92100 "2023-09-11 23:50:00" "2023-09-11 23:10:00"
21000 3.25164 2.27627 2.99800 "2023-09-11 23:50:00" "2023-09-11 23:20:00"
21000 3.25164 2.27627 3.10200 "2023-09-11 23:50:00" "2023-09-11 23:30:00"
21000 3.25164 2.27627 3.18850 "2023-09-11 23:50:00" "2023-09-11 23:40:00"
21000 3.25164 2.27627 9999.00000 "2023-09-11 23:50:00" "2023-09-11 23:50:00"
21600 3.26562 2.24802 2.92100 "2023-09-12 00:00:00" "2023-09-11 23:10:00"
21600 3.26562 2.24802 2.99800 "2023-09-12 00:00:00" "2023-09-11 23:20:00"
21600 3.26562 2.24802 3.10200 "2023-09-12 00:00:00" "2023-09-11 23:30:00"
21600 3.26562 2.24802 3.18850 "2023-09-12 00:00:00" "2023-09-11 23:40:00"
21600 3.26562 2.24802 9999.00000 "2023-09-12 00:00:00" "2023-09-11 23:50:00"
21600 3.26562 2.24802 3.27100 "2023-09-12 00:00:00" "2023-09-12 00:00:00"
22200 3.28679 2.22321 2.99800 "2023-09-12 00:10:00" "2023-09-11 23:20:00"
22200 3.28679 2.22321 3.10200 "2023-09-12 00:10:00" "2023-09-11 23:30:00"
22200 3.28679 2.22321 3.18850 "2023-09-12 00:10:00" "2023-09-11 23:40:00"
22200 3.28679 2.22321 9999.00000 "2023-09-12 00:10:00" "2023-09-11 23:50:00"
22200 3.28679 2.22321 3.27100 "2023-09-12 00:10:00" "2023-09-12 00:00:00"
22200 3.28679 2.22321 3.27700 "2023-09-12 00:10:00" "2023-09-12 00:10:00"
22800 3.28882 2.19370 3.10200 "2023-09-12 00:20:00" "2023-09-11 23:30:00"
22800 3.28882 2.19370 3.18850 "2023-09-12 00:20:00" "2023-09-11 23:40:00"
22800 3.28882 2.19370 9999.00000 "2023-09-12 00:20:00" "2023-09-11 23:50:00"
22800 3.28882 2.19370 3.27100 "2023-09-12 00:20:00" "2023-09-12 00:00:00"
22800 3.28882 2.19370 3.27700 "2023-09-12 00:20:00" "2023-09-12 00:10:00"
22800 3.28882 2.19370 3.29700 "2023-09-12 00:20:00" "2023-09-12 00:20:00"
23400 3.27137 2.17267 3.18850 "2023-09-12 00:30:00" "2023-09-11 23:40:00"
23400 3.27137 2.17267 9999.00000 "2023-09-12 00:30:00" "2023-09-11 23:50:00"
23400 3.27137 2.17267 3.27100 "2023-09-12 00:30:00" "2023-09-12 00:00:00"
23400 3.27137 2.17267 3.27700 "2023-09-12 00:30:00" "2023-09-12 00:10:00"
23400 3.27137 2.17267 3.29700 "2023-09-12 00:30:00" "2023-09-12 00:20:00"
23400 3.27137 2.17267 3.30850 "2023-09-12 00:30:00" "2023-09-12 00:30:00"
24000 3.25519 2.16210 9999.00000 "2023-09-12 00:40:00" "2023-09-11 23:50:00"
24000 3.25519 2.16210 3.27100 "2023-09-12 00:40:00" "2023-09-12 00:00:00"
24000 3.25519 2.16210 3.27700 "2023-09-12 00:40:00" "2023-09-12 00:10:00"
24000 3.25519 2.16210 3.29700 "2023-09-12 00:40:00" "2023-09-12 00:20:00"
24000 3.25519 2.16210 3.30850 "2023-09-12 00:40:00" "2023-09-12 00:30:00"
