20230919
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
18000 4.75957 8.77011 4.65600 "2023-09-19 23:00:00" "2023-09-19 23:00:00"
18600 4.66431 8.78279 4.65600 "2023-09-19 23:10:00" "2023-09-19 23:00:00"
18600 4.66431 8.78279 4.62800 "2023-09-19 23:10:00" "2023-09-19 23:10:00"
18600 4.66431 8.78279 4.65600 "2023-09-19 23:10:00" "2023-09-19 23:00:00"
18600 4.66431 8.78279 4.62800 "2023-09-19 23:10:00" "2023-09-19 23:10:00"
19200 4.52713 9.02376 4.65600 "2023-09-19 23:20:00" "2023-09-19 23:00:00"
19200 4.52713 9.02376 4.62800 "2023-09-19 23:20:00" "2023-09-19 23:10:00"
19200 4.52713 9.02376 4.31400 "2023-09-19 23:20:00" "2023-09-19 23:20:00"
19200 4.52713 9.02376 4.65600 "2023-09-19 23:20:00" "2023-09-19 23:00:00"
19200 4.52713 9.02376 4.62800 "2023-09-19 23:20:00" "2023-09-19 23:10:00"
19200 4.52713 9.02376 4.31400 "2023-09-19 23:20:00" "2023-09-19 23:20:00"
19200 4.52713 9.02376 4.65600 "2023-09-19 23:20:00" "2023-09-19 23:00:00"
19200 4.52713 9.02376 4.62800 "2023-09-19 23:20:00" "2023-09-19 23:10:00"
19200 4.52713 9.02376 4.31400 "2023-09-19 23:20:00" "2023-09-19 23:20:00"
19800 4.27218 9.39468 4.65600 "2023-09-19 23:30:00" "2023-09-19 23:00:00"
19800 4.27218 9.39468 4.62800 "2023-09-19 23:30:00" "2023-09-19 23:10:00"
19800 4.27218 9.39468 4.31400 "2023-09-19 23:30:00" "2023-09-19 23:20:00"
19800 4.27218 9.39468 3.60000 "2023-09-19 23:30:00" "2023-09-19 23:30:00"
19800 4.27218 9.39468 4.65600 "2023-09-19 23:30:00" "2023-09-19 23:00:00"
19800 4.27218 9.39468 4.62800 "2023-09-19 23:30:00" "2023-09-19 23:10:00"
19800 4.27218 9.39468 4.31400 "2023-09-19 23:30:00" "2023-09-19 23:20:00"
19800 4.27218 9.39468 3.60000 "2023-09-19 23:30:00" "2023-09-19 23:30:00"
19800 4.27218 9.39468 4.65600 "2023-09-19 23:30:00" "2023-09-19 23:00:00"
19800 4.27218 9.39468 4.62800 "2023-09-19 23:30:00" "2023-09-19 23:10:00"
19800 4.27218 9.39468 4.31400 "2023-09-19 23:30:00" "2023-09-19 23:20:00"
19800 4.27218 9.39468 3.60000 "2023-09-19 23:30:00" "2023-09-19 23:30:00"
19800 4.27218 9.39468 4.65600 "2023-09-19 23:30:00" "2023-09-19 23:00:00"
19800 4.27218 9.39468 4.62800 "2023-09-19 23:30:00" "2023-09-19 23:10:00"
19800 4.27218 9.39468 4.31400 "2023-09-19 23:30:00" "2023-09-19 23:20:00"
19800 4.27218 9.39468 3.60000 "2023-09-19 23:30:00" "2023-09-19 23:30:00"
20400 4.00782 9.56927 4.65600 "2023-09-19 23:40:00" "2023-09-19 23:00:00"
20400 4.00782 9.56927 4.62800 "2023-09-19 23:40:00" "2023-09-19 23:10:00"
20400 4.00782 9.56927 4.31400 "2023-09-19 23:40:00" "2023-09-19 23:20:00"
20400 4.00782 9.56927 3.60000 "2023-09-19 23:40:00" "2023-09-19 23:30:00"
20400 4.00782 9.56927 2.77400 "2023-09-19 23:40:00" "2023-09-19 23:40:00"
20400 4.00782 9.56927 4.65600 "2023-09-19 23:40:00" "2023-09-19 23:00:00"
20400 4.00782 9.56927 4.62800 "2023-09-19 23:40:00" "2023-09-19 23:10:00"
20400 4.00782 9.56927 4.31400 "2023-09-19 23:40:00" "2023-09-19 23:20:00"
20400 4.00782 9.56927 3.60000 "2023-09-19 23:40:00" "2023-09-19 23:30:00"
20400 4.00782 9.56927 2.77400 "2023-09-19 23:40:00" "2023-09-19 23:40:00"
20400 4.00782 9.56927 4.65600 "2023-09-19 23:40:00" "2023-09-19 23:00:00"
20400 4.00782 9.56927 4.62800 "2023-09-19 23:40:00" "2023-09-19 23:10:00"
20400 4.00782 9.56927 4.31400 "2023-09-19 23:40:00" "2023-09-19 23:20:00"
20400 4.00782 9.56927 3.60000 "2023-09-19 23:40:00" "2023-09-19 23:30:00"
20400 4.00782 9.56927 2.77400 "2023-09-19 23:40:00" "2023-09-19 23:40:00"
20400 4.00782 9.56927 4.65600 "2023-09-19 23:40:00" "2023-09-19 23:00:00"
20400 4.00782 9.56927 4.62800 "2023-09-19 23:40:00" "2023-09-19 23:10:00"
20400 4.00782 9.56927 4.31400 "2023-09-19 23:40:00" "2023-09-19 23:20:00"
20400 4.00782 9.56927 3.60000 "2023-09-19 23:40:00" "2023-09-19 23:30:00"
20400 4.00782 9.56927 2.77400 "2023-09-19 23:40:00" "2023-09-19 23:40:00"
20400 4.00782 9.56927 4.65600 "2023-09-19 23:40:00" "2023-09-19 23:00:00"
20400 4.00782 9.56927 4.62800 "2023-09-19 23:40:00" "2023-09-19 23:10:00"
20400 4.00782 9.56927 4.31400 "2023-09-19 23:40:00" "2023-09-19 23:20:00"
20400 4.00782 9.56927 3.60000 "2023-09-19 23:40:00" "2023-09-19 23:30:00"
20400 4.00782 9.56927 2.77400 "2023-09-19 23:40:00" "2023-09-19 23:40:00"
21000 3.83585 9.67037 4.65600 "2023-09-19 23:50:00" "2023-09-19 23:00:00"
21000 3.83585 9.67037 4.62800 "2023-09-19 23:50:00" "2023-09-19 23:10:00"
21000 3.83585 9.67037 4.31400 "2023-09-19 23:50:00" "2023-09-19 23:20:00"
21000 3.83585 9.67037 3.60000 "2023-09-19 23:50:00" "2023-09-19 23:30:00"
21000 3.83585 9.67037 2.77400 "2023-09-19 23:50:00" "2023-09-19 23:40:00"
21000 3.83585 9.67037 3.29900 "2023-09-19 23:50:00" "2023-09-19 23:50:00"
21000 3.83585 9.67037 4.65600 "2023-09-19 23:50:00" "2023-09-19 23:00:00"
21000 3.83585 9.67037 4.62800 "2023-09-19 23:50:00" "2023-09-19 23:10:00"
21000 3.83585 9.67037 4.31400 "2023-09-19 23:50:00" "2023-09-19 23:20:00"
21000 3.83585 9.67037 3.60000 "2023-09-19 23:50:00" "2023-09-19 23:30:00"
21000 3.83585 9.67037 2.77400 "2023-09-19 23:50:00" "2023-09-19 23:40:00"
21000 3.83585 9.67037 3.29900 "2023-09-19 23:50:00" "2023-09-19 23:50:00"
21000 3.83585 9.67037 4.65600 "2023-09-19 23:50:00" "2023-09-19 23:00:00"
21000 3.83585 9.67037 4.62800 "2023-09-19 23:50:00" "2023-09-19 23:10:00"
21000 3.83585 9.67037 4.31400 "2023-09-19 23:50:00" "2023-09-19 23:20:00"
21000 3.83585 9.67037 3.60000 "2023-09-19 23:50:00" "2023-09-19 23:30:00"
21000 3.83585 9.67037 2.77400 "2023-09-19 23:50:00" "2023-09-19 23:40:00"
21000 3.83585 9.67037 3.29900 "2023-09-19 23:50:00" "2023-09-19 23:50:00"
21000 3.83585 9.67037 4.65600 "2023-09-19 23:50:00" "2023-09-19 23:00:00"
21000 3.83585 9.67037 4.62800 "2023-09-19 23:50:00" "2023-09-19 23:10:00"
21000 3.83585 9.67037 4.31400 "2023-09-19 23:50:00" "2023-09-19 23:20:00"
21000 3.83585 9.67037 3.60000 "2023-09-19 23:50:00" "2023-09-19 23:30:00"
21000 3.83585 9.67037 2.77400 "2023-09-19 23:50:00" "2023-09-19 23:40:00"
21000 3.83585 9.67037 3.29900 "2023-09-19 23:50:00" "2023-09-19 23:50:00"
21000 3.83585 9.67037 4.65600 "2023-09-19 23:50:00" "2023-09-19 23:00:00"
21000 3.83585 9.67037 4.62800 "2023-09-19 23:50:00" "2023-09-19 23:10:00"
21000 3.83585 9.67037 4.31400 "2023-09-19 23:50:00" "2023-09-19 23:20:00"
21000 3.83585 9.67037 3.60000 "2023-09-19 23:50:00" "2023-09-19 23:30:00"
21000 3.83585 9.67037 2.77400 "2023-09-19 23:50:00" "2023-09-19 23:40:00"
21000 3.83585 9.67037 3.29900 "2023-09-19 23:50:00" "2023-09-19 23:50:00"
21000 3.83585 9.67037 4.65600 "2023-09-19 23:50:00" "2023-09-19 23:00:00"
21000 3.83585 9.67037 4.62800 "2023-09-19 23:50:00" "2023-09-19 23:10:00"
21000 3.83585 9.67037 4.31400 "2023-09-19 23:50:00" "2023-09-19 23:20:00"
21000 3.83585 9.67037 3.60000 "2023-09-19 23:50:00" "2023-09-19 23:30:00"
21000 3.83585 9.67037 2.77400 "2023-09-19 23:50:00" "2023-09-19 23:40:00"
21000 3.83585 9.67037 3.29900 "2023-09-19 23:50:00" "2023-09-19 23:50:00"
21600 3.72392 9.81329 4.62800 "2023-09-20 00:00:00" "2023-09-19 23:10:00"
21600 3.72392 9.81329 4.31400 "2023-09-20 00:00:00" "2023-09-19 23:20:00"
21600 3.72392 9.81329 3.60000 "2023-09-20 00:00:00" "2023-09-19 23:30:00"
21600 3.72392 9.81329 2.77400 "2023-09-20 00:00:00" "2023-09-19 23:40:00"
21600 3.72392 9.81329 3.29900 "2023-09-20 00:00:00" "2023-09-19 23:50:00"
21600 3.72392 9.81329 3.92500 "2023-09-20 00:00:00" "2023-09-20 00:00:00"
21600 3.72392 9.81329 4.62800 "2023-09-20 00:00:00" "2023-09-19 23:10:00"
21600 3.72392 9.81329 4.31400 "2023-09-20 00:00:00" "2023-09-19 23:20:00"
21600 3.72392 9.81329 3.60000 "2023-09-20 00:00:00" "2023-09-19 23:30:00"
21600 3.72392 9.81329 2.77400 "2023-09-20 00:00:00" "2023-09-19 23:40:00"
21600 3.72392 9.81329 3.29900 "2023-09-20 00:00:00" "2023-09-19 23:50:00"
21600 3.72392 9.81329 3.92500 "2023-09-20 00:00:00" "2023-09-20 00:00:00"
21600 3.72392 9.81329 4.62800 "2023-09-20 00:00:00" "2023-09-19 23:10:00"
21600 3.72392 9.81329 4.31400 "2023-09-20 00:00:00" "2023-09-19 23:20:00"
21600 3.72392 9.81329 3.60000 "2023-09-20 00:00:00" "2023-09-19 23:30:00"
21600 3.72392 9.81329 2.77400 "2023-09-20 00:00:00" "2023-09-19 23:40:00"
21600 3.72392 9.81329 3.29900 "2023-09-20 00:00:00" "2023-09-19 23:50:00"
21600 3.72392 9.81329 3.92500 "2023-09-20 00:00:00" "2023-09-20 00:00:00"
21600 3.72392 9.81329 4.62800 "2023-09-20 00:00:00" "2023-09-19 23:10:00"
21600 3.72392 9.81329 4.31400 "2023-09-20 00:00:00" "2023-09-19 23:20:00"
21600 3.72392 9.81329 3.60000 "2023-09-20 00:00:00" "2023-09-19 23:30:00"
21600 3.72392 9.81329 2.77400 "2023-09-20 00:00:00" "2023-09-19 23:40:00"
21600 3.72392 9.81329 3.29900 "2023-09-20 00:00:00" "2023-09-19 23:50:00"
21600 3.72392 9.81329 3.92500 "2023-09-20 00:00:00" "2023-09-20 00:00:00"
21600 3.72392 9.81329 4.62800 "2023-09-20 00:00:00" "2023-09-19 23:10:00"
21600 3.72392 9.81329 4.31400 "2023-09-20 00:00:00" "2023-09-19 23:20:00"
21600 3.72392 9.81329 3.60000 "2023-09-20 00:00:00" "2023-09-19 23:30:00"
21600 3.72392 9.81329 2.77400 "2023-09-20 00:00:00" "2023-09-19 23:40:00"
21600 3.72392 9.81329 3.29900 "2023-09-20 00:00:00" "2023-09-19 23:50:00"
21600 3.72392 9.81329 3.92500 "2023-09-20 00:00:00" "2023-09-20 00:00:00"
21600 3.72392 9.81329 4.62800 "2023-09-20 00:00:00" "2023-09-19 23:10:00"
21600 3.72392 9.81329 4.31400 "2023-09-20 00:00:00" "2023-09-19 23:20:00"
21600 3.72392 9.81329 3.60000 "2023-09-20 00:00:00" "2023-09-19 23:30:00"
21600 3.72392 9.81329 2.77400 "2023-09-20 00:00:00" "2023-09-19 23:40:00"
21600 3.72392 9.81329 3.29900 "2023-09-20 00:00:00" "2023-09-19 23:50:00"
21600 3.72392 9.81329 3.92500 "2023-09-20 00:00:00" "2023-09-20 00:00:00"
22200 3.70264 9.73613 4.31400 "2023-09-20 00:10:00" "2023-09-19 23:20:00"
