20230911
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) "AR_WIND_SPEED (m/s)" Date_of_forecast Date_of_computing
18000 8.43111 10.62520 8.55133 "2023-09-11 23:00:00" "2023-09-11 23:00:00"
18600 8.32123 10.63754 8.57686 "2023-09-11 23:10:00" "2023-09-11 23:00:00"
18600 8.32123 10.63754 8.22262 "2023-09-11 23:10:00" "2023-09-11 23:10:00"
19200 8.35180 10.68978 8.49180 "2023-09-11 23:20:00" "2023-09-11 23:00:00"
19200 8.35180 10.68978 7.99714 "2023-09-11 23:20:00" "2023-09-11 23:10:00"
19200 8.35180 10.68978 8.40322 "2023-09-11 23:20:00" "2023-09-11 23:20:00"
19800 8.47221 10.59901 8.45571 "2023-09-11 23:30:00" "2023-09-11 23:00:00"
19800 8.47221 10.59901 7.84560 "2023-09-11 23:30:00" "2023-09-11 23:10:00"
19800 8.47221 10.59901 8.44870 "2023-09-11 23:30:00" "2023-09-11 23:20:00"
19800 8.47221 10.59901 8.42108 "2023-09-11 23:30:00" "2023-09-11 23:30:00"
20400 8.47464 10.65608 8.45112 "2023-09-11 23:40:00" "2023-09-11 23:00:00"
20400 8.47464 10.65608 7.76429 "2023-09-11 23:40:00" "2023-09-11 23:10:00"
20400 8.47464 10.65608 8.51780 "2023-09-11 23:40:00" "2023-09-11 23:20:00"
20400 8.47464 10.65608 8.54177 "2023-09-11 23:40:00" "2023-09-11 23:30:00"
20400 8.47464 10.65608 8.42514 "2023-09-11 23:40:00" "2023-09-11 23:40:00"
21000 8.52421 10.77016 8.54510 "2023-09-11 23:50:00" "2023-09-11 23:00:00"
21000 8.52421 10.77016 7.81291 "2023-09-11 23:50:00" "2023-09-11 23:10:00"
21000 8.52421 10.77016 8.66953 "2023-09-11 23:50:00" "2023-09-11 23:20:00"
21000 8.52421 10.77016 8.72460 "2023-09-11 23:50:00" "2023-09-11 23:30:00"
21000 8.52421 10.77016 8.47818 "2023-09-11 23:50:00" "2023-09-11 23:40:00"
21000 8.52421 10.77016 8.48687 "2023-09-11 23:50:00" "2023-09-11 23:50:00"
21600 8.59475 10.63402 7.81444 "2023-09-12 00:00:00" "2023-09-11 23:10:00"
21600 8.59475 10.63402 8.73479 "2023-09-12 00:00:00" "2023-09-11 23:20:00"
21600 8.59475 10.63402 8.81593 "2023-09-12 00:00:00" "2023-09-11 23:30:00"
21600 8.59475 10.63402 8.47662 "2023-09-12 00:00:00" "2023-09-11 23:40:00"
21600 8.59475 10.63402 8.40670 "2023-09-12 00:00:00" "2023-09-11 23:50:00"
21600 8.59475 10.63402 8.57960 "2023-09-12 00:00:00" "2023-09-12 00:00:00"
22200 8.60708 10.37386 8.89748 "2023-09-12 00:10:00" "2023-09-11 23:20:00"
22200 8.60708 10.37386 8.99794 "2023-09-12 00:10:00" "2023-09-11 23:30:00"
22200 8.60708 10.37386 8.58972 "2023-09-12 00:10:00" "2023-09-11 23:40:00"
22200 8.60708 10.37386 8.47143 "2023-09-12 00:10:00" "2023-09-11 23:50:00"
22200 8.60708 10.37386 8.72783 "2023-09-12 00:10:00" "2023-09-12 00:00:00"
22200 8.60708 10.37386 8.71744 "2023-09-12 00:10:00" "2023-09-12 00:10:00"
22800 8.46902 10.04792 9.27560 "2023-09-12 00:20:00" "2023-09-11 23:30:00"
22800 8.46902 10.04792 8.81957 "2023-09-12 00:20:00" "2023-09-11 23:40:00"
22800 8.46902 10.04792 8.66208 "2023-09-12 00:20:00" "2023-09-11 23:50:00"
22800 8.46902 10.04792 8.98211 "2023-09-12 00:20:00" "2023-09-12 00:00:00"
22800 8.46902 10.04792 8.91076 "2023-09-12 00:20:00" "2023-09-12 00:10:00"
22800 8.46902 10.04792 8.40887 "2023-09-12 00:20:00" "2023-09-12 00:20:00"
23400 8.29887 9.83294 8.79318 "2023-09-12 00:30:00" "2023-09-11 23:40:00"
23400 8.29887 9.83294 8.60906 "2023-09-12 00:30:00" "2023-09-11 23:50:00"
23400 8.29887 9.83294 8.97163 "2023-09-12 00:30:00" "2023-09-12 00:00:00"
23400 8.29887 9.83294 8.86831 "2023-09-12 00:30:00" "2023-09-12 00:10:00"
23400 8.29887 9.83294 8.09259 "2023-09-12 00:30:00" "2023-09-12 00:20:00"
23400 8.29887 9.83294 8.36305 "2023-09-12 00:30:00" "2023-09-12 00:30:00"
24000 8.10544 9.43679 8.42890 "2023-09-12 00:40:00" "2023-09-11 23:50:00"
24000 8.10544 9.43679 8.81858 "2023-09-12 00:40:00" "2023-09-12 00:00:00"
24000 8.10544 9.43679 8.69078 "2023-09-12 00:40:00" "2023-09-12 00:10:00"
24000 8.10544 9.43679 7.70880 "2023-09-12 00:40:00" "2023-09-12 00:20:00"
24000 8.10544 9.43679 8.13131 "2023-09-12 00:40:00" "2023-09-12 00:30:00"
24000 8.10544 9.43679 8.14458 "2023-09-12 00:40:00" "2023-09-12 00:40:00"
24600 7.93589 8.88621 8.58490 "2023-09-12 00:50:00" "2023-09-12 00:00:00"
24600 7.93589 8.88621 8.44070 "2023-09-12 00:50:00" "2023-09-12 00:10:00"
24600 7.93589 8.88621 7.31514 "2023-09-12 00:50:00" "2023-09-12 00:20:00"
24600 7.93589 8.88621 7.84489 "2023-09-12 00:50:00" "2023-09-12 00:30:00"
24600 7.93589 8.88621 7.94504 "2023-09-12 00:50:00" "2023-09-12 00:40:00"
24600 7.93589 8.88621 7.91577 "2023-09-12 00:50:00" "2023-09-12 00:50:00"
25200 7.81410 8.66252 8.29822 "2023-09-12 01:00:00" "2023-09-12 00:10:00"
25200 7.81410 8.66252 7.08378 "2023-09-12 01:00:00" "2023-09-12 00:20:00"
25200 7.81410 8.66252 7.68667 "2023-09-12 01:00:00" "2023-09-12 00:30:00"
25200 7.81410 8.66252 7.83780 "2023-09-12 01:00:00" "2023-09-12 00:40:00"
25200 7.81410 8.66252 7.85259 "2023-09-12 01:00:00" "2023-09-12 00:50:00"
25200 7.81410 8.66252 7.81515 "2023-09-12 01:00:00" "2023-09-12 01:00:00"
25800 7.72620 8.44773 6.77656 "2023-09-12 01:10:00" "2023-09-12 00:20:00"
25800 7.72620 8.44773 7.42474 "2023-09-12 01:10:00" "2023-09-12 00:30:00"
25800 7.72620 8.44773 7.61629 "2023-09-12 01:10:00" "2023-09-12 00:40:00"
25800 7.72620 8.44773 7.65073 "2023-09-12 01:10:00" "2023-09-12 00:50:00"
25800 7.72620 8.44773 7.56453 "2023-09-12 01:10:00" "2023-09-12 01:00:00"
25800 7.72620 8.44773 7.60886 "2023-09-12 01:10:00" "2023-09-12 01:10:00"
26400 7.76051 8.40200 6.96111 "2023-09-12 01:20:00" "2023-09-12 00:30:00"
26400 7.76051 8.40200 7.18158 "2023-09-12 01:20:00" "2023-09-12 00:40:00"
26400 7.76051 8.40200 7.23328 "2023-09-12 01:20:00" "2023-09-12 00:50:00"
26400 7.76051 8.40200 7.11061 "2023-09-12 01:20:00" "2023-09-12 01:00:00"
26400 7.76051 8.40200 7.22501 "2023-09-12 01:20:00" "2023-09-12 01:10:00"
26400 7.76051 8.40200 7.74386 "2023-09-12 01:20:00" "2023-09-12 01:20:00"
27000 7.81174 8.24864 7.06974 "2023-09-12 01:30:00" "2023-09-12 00:40:00"
27000 7.81174 8.24864 7.13309 "2023-09-12 01:30:00" "2023-09-12 00:50:00"
27000 7.81174 8.24864 6.98259 "2023-09-12 01:30:00" "2023-09-12 01:00:00"
27000 7.81174 8.24864 7.13430 "2023-09-12 01:30:00" "2023-09-12 01:10:00"
27000 7.81174 8.24864 7.96357 "2023-09-12 01:30:00" "2023-09-12 01:20:00"
27000 7.81174 8.24864 7.78738 "2023-09-12 01:30:00" "2023-09-12 01:30:00"
27600 7.89600 8.11308 7.00318 "2023-09-12 01:40:00" "2023-09-12 00:50:00"
27600 7.89600 8.11308 6.83322 "2023-09-12 01:40:00" "2023-09-12 01:00:00"
27600 7.89600 8.11308 7.01182 "2023-09-12 01:40:00" "2023-09-12 01:10:00"
27600 7.89600 8.11308 8.06249 "2023-09-12 01:40:00" "2023-09-12 01:20:00"
27600 7.89600 8.11308 7.72075 "2023-09-12 01:40:00" "2023-09-12 01:30:00"
27600 7.89600 8.11308 8.01376 "2023-09-12 01:40:00" "2023-09-12 01:40:00"
28200 7.87111 8.12460 6.87240 "2023-09-12 01:50:00" "2023-09-12 01:00:00"
28200 7.87111 8.12460 7.06835 "2023-09-12 01:50:00" "2023-09-12 01:10:00"
28200 7.87111 8.12460 8.27309 "2023-09-12 01:50:00" "2023-09-12 01:20:00"
28200 7.87111 8.12460 7.81891 "2023-09-12 01:50:00" "2023-09-12 01:30:00"
28200 7.87111 8.12460 8.29379 "2023-09-12 01:50:00" "2023-09-12 01:40:00"
28200 7.87111 8.12460 7.82076 "2023-09-12 01:50:00" "2023-09-12 01:50:00"
28800 7.76752 7.98719 7.00986 "2023-09-12 02:00:00" "2023-09-12 01:10:00"
28800 7.76752 7.98719 8.30992 "2023-09-12 02:00:00" "2023-09-12 01:20:00"
