20230903
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) "AR_WIND_SPEED (m/s)" Date_of_forecast Date_of_computing
18000 5.44343 7.23654 5.57941 "2023-09-03 23:00:00" "2023-09-03 23:00:00"
18600 5.30526 7.26937 5.28936 "2023-09-03 23:10:00" "2023-09-03 23:00:00"
18600 5.30526 7.26937 5.35515 "2023-09-03 23:10:00" "2023-09-03 23:10:00"
19200 5.21226 7.57363 5.15383 "2023-09-03 23:20:00" "2023-09-03 23:00:00"
19200 5.21226 7.57363 5.44198 "2023-09-03 23:20:00" "2023-09-03 23:10:00"
19200 5.21226 7.57363 5.21946 "2023-09-03 23:20:00" "2023-09-03 23:20:00"
19800 5.18339 7.81411 4.92477 "2023-09-03 23:30:00" "2023-09-03 23:00:00"
19800 5.18339 7.81411 5.37720 "2023-09-03 23:30:00" "2023-09-03 23:10:00"
19800 5.18339 7.81411 4.99483 "2023-09-03 23:30:00" "2023-09-03 23:20:00"
19800 5.18339 7.81411 5.09814 "2023-09-03 23:30:00" "2023-09-03 23:30:00"
20400 5.44884 7.99149 4.88845 "2023-09-03 23:40:00" "2023-09-03 23:00:00"
20400 5.44884 7.99149 5.46703 "2023-09-03 23:40:00" "2023-09-03 23:10:00"
20400 5.44884 7.99149 4.96170 "2023-09-03 23:40:00" "2023-09-03 23:20:00"
20400 5.44884 7.99149 5.19175 "2023-09-03 23:40:00" "2023-09-03 23:30:00"
20400 5.44884 7.99149 5.43678 "2023-09-03 23:40:00" "2023-09-03 23:40:00"
21000 5.84616 8.51099 5.19528 "2023-09-03 23:50:00" "2023-09-03 23:00:00"
21000 5.84616 8.51099 5.87383 "2023-09-03 23:50:00" "2023-09-03 23:10:00"
21000 5.84616 8.51099 5.27764 "2023-09-03 23:50:00" "2023-09-03 23:20:00"
21000 5.84616 8.51099 5.59667 "2023-09-03 23:50:00" "2023-09-03 23:30:00"
21000 5.84616 8.51099 5.93446 "2023-09-03 23:50:00" "2023-09-03 23:40:00"
21000 5.84616 8.51099 5.92034 "2023-09-03 23:50:00" "2023-09-03 23:50:00"
21600 6.12100 8.92992 6.27932 "2023-09-04 00:00:00" "2023-09-03 23:10:00"
21600 6.12100 8.92992 5.62392 "2023-09-04 00:00:00" "2023-09-03 23:20:00"
21600 6.12100 8.92992 6.01011 "2023-09-04 00:00:00" "2023-09-03 23:30:00"
21600 6.12100 8.92992 6.43279 "2023-09-04 00:00:00" "2023-09-03 23:40:00"
21600 6.12100 8.92992 6.36929 "2023-09-04 00:00:00" "2023-09-03 23:50:00"
21600 6.12100 8.92992 6.10388 "2023-09-04 00:00:00" "2023-09-04 00:00:00"
22200 6.12739 9.18811 5.85920 "2023-09-04 00:10:00" "2023-09-03 23:20:00"
22200 6.12739 9.18811 6.29316 "2023-09-04 00:10:00" "2023-09-03 23:30:00"
22200 6.12739 9.18811 6.77779 "2023-09-04 00:10:00" "2023-09-03 23:40:00"
22200 6.12739 9.18811 6.69689 "2023-09-04 00:10:00" "2023-09-03 23:50:00"
22200 6.12739 9.18811 6.27636 "2023-09-04 00:10:00" "2023-09-04 00:00:00"
22200 6.12739 9.18811 6.13844 "2023-09-04 00:10:00" "2023-09-04 00:10:00"
22800 6.27766 9.36600 6.91670 "2023-09-04 00:20:00" "2023-09-03 23:30:00"
22800 6.27766 9.36600 7.43528 "2023-09-04 00:20:00" "2023-09-03 23:40:00"
22800 6.27766 9.36600 7.34146 "2023-09-04 00:20:00" "2023-09-03 23:50:00"
22800 6.27766 9.36600 6.81004 "2023-09-04 00:20:00" "2023-09-04 00:00:00"
22800 6.27766 9.36600 6.48356 "2023-09-04 00:20:00" "2023-09-04 00:10:00"
22800 6.27766 9.36600 6.30907 "2023-09-04 00:20:00" "2023-09-04 00:20:00"
23400 6.48141 9.54789 8.01911 "2023-09-04 00:30:00" "2023-09-03 23:40:00"
23400 6.48141 9.54789 7.91769 "2023-09-04 00:30:00" "2023-09-03 23:50:00"
23400 6.48141 9.54789 7.30509 "2023-09-04 00:30:00" "2023-09-04 00:00:00"
23400 6.48141 9.54789 6.84331 "2023-09-04 00:30:00" "2023-09-04 00:10:00"
23400 6.48141 9.54789 6.52628 "2023-09-04 00:30:00" "2023-09-04 00:20:00"
