20230920
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
18000 9.28939 5.67156 9.16700 "2023-09-20 23:00:00" "2023-09-20 23:00:00"
18600 9.23708 5.80162 9.16700 "2023-09-20 23:10:00" "2023-09-20 23:00:00"
18600 9.23708 5.80162 9.09800 "2023-09-20 23:10:00" "2023-09-20 23:10:00"
18600 9.23708 5.80162 9.16700 "2023-09-20 23:10:00" "2023-09-20 23:00:00"
18600 9.23708 5.80162 9.09800 "2023-09-20 23:10:00" "2023-09-20 23:10:00"
19200 9.10264 6.00985 9.16700 "2023-09-20 23:20:00" "2023-09-20 23:00:00"
19200 9.10264 6.00985 9.09800 "2023-09-20 23:20:00" "2023-09-20 23:10:00"
19200 9.10264 6.00985 9.03800 "2023-09-20 23:20:00" "2023-09-20 23:20:00"
19200 9.10264 6.00985 9.16700 "2023-09-20 23:20:00" "2023-09-20 23:00:00"
19200 9.10264 6.00985 9.09800 "2023-09-20 23:20:00" "2023-09-20 23:10:00"
19200 9.10264 6.00985 9.03800 "2023-09-20 23:20:00" "2023-09-20 23:20:00"
19200 9.10264 6.00985 9.16700 "2023-09-20 23:20:00" "2023-09-20 23:00:00"
19200 9.10264 6.00985 9.09800 "2023-09-20 23:20:00" "2023-09-20 23:10:00"
19200 9.10264 6.00985 9.03800 "2023-09-20 23:20:00" "2023-09-20 23:20:00"
19800 8.97215 6.42642 9.16700 "2023-09-20 23:30:00" "2023-09-20 23:00:00"
19800 8.97215 6.42642 9.09800 "2023-09-20 23:30:00" "2023-09-20 23:10:00"
19800 8.97215 6.42642 9.03800 "2023-09-20 23:30:00" "2023-09-20 23:20:00"
19800 8.97215 6.42642 8.49000 "2023-09-20 23:30:00" "2023-09-20 23:30:00"
19800 8.97215 6.42642 9.16700 "2023-09-20 23:30:00" "2023-09-20 23:00:00"
19800 8.97215 6.42642 9.09800 "2023-09-20 23:30:00" "2023-09-20 23:10:00"
19800 8.97215 6.42642 9.03800 "2023-09-20 23:30:00" "2023-09-20 23:20:00"
19800 8.97215 6.42642 8.49000 "2023-09-20 23:30:00" "2023-09-20 23:30:00"
19800 8.97215 6.42642 9.16700 "2023-09-20 23:30:00" "2023-09-20 23:00:00"
19800 8.97215 6.42642 9.09800 "2023-09-20 23:30:00" "2023-09-20 23:10:00"
