20230923
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) "AR_WIND_SPEED (m/s)" Date_of_forecast Date_of_computing
18000 3.77456 7.74973 3.87863 "2023-09-23 23:00:00" "2023-09-23 23:00:00"
18600 3.32712 7.36180 3.49043 "2023-09-23 23:10:00" "2023-09-23 23:00:00"
18600 3.32712 7.36180 3.44304 "2023-09-23 23:10:00" "2023-09-23 23:10:00"
19200 3.13338 7.10378 3.06019 "2023-09-23 23:20:00" "2023-09-23 23:00:00"
19200 3.13338 7.10378 3.06208 "2023-09-23 23:20:00" "2023-09-23 23:10:00"
19200 3.13338 7.10378 3.14715 "2023-09-23 23:20:00" "2023-09-23 23:20:00"
19800 3.21545 6.83552 2.54072 "2023-09-23 23:30:00" "2023-09-23 23:00:00"
19800 3.21545 6.83552 2.55405 "2023-09-23 23:30:00" "2023-09-23 23:10:00"
19800 3.21545 6.83552 2.82099 "2023-09-23 23:30:00" "2023-09-23 23:20:00"
19800 3.21545 6.83552 3.16788 "2023-09-23 23:30:00" "2023-09-23 23:30:00"
20400 3.62416 6.56352 2.20806 "2023-09-23 23:40:00" "2023-09-23 23:00:00"
20400 3.62416 6.56352 2.23669 "2023-09-23 23:40:00" "2023-09-23 23:10:00"
20400 3.62416 6.56352 2.60417 "2023-09-23 23:40:00" "2023-09-23 23:20:00"
20400 3.62416 6.56352 3.15397 "2023-09-23 23:40:00" "2023-09-23 23:30:00"
20400 3.62416 6.56352 3.57804 "2023-09-23 23:40:00" "2023-09-23 23:40:00"
21000 4.29191 6.46526 2.06208 "2023-09-23 23:50:00" "2023-09-23 23:00:00"
21000 4.29191 6.46526 2.10772 "2023-09-23 23:50:00" "2023-09-23 23:10:00"
21000 4.29191 6.46526 2.57609 "2023-09-23 23:50:00" "2023-09-23 23:20:00"
21000 4.29191 6.46526 3.27756 "2023-09-23 23:50:00" "2023-09-23 23:30:00"
21000 4.29191 6.46526 3.88374 "2023-09-23 23:50:00" "2023-09-23 23:40:00"
21000 4.29191 6.46526 4.28174 "2023-09-23 23:50:00" "2023-09-23 23:50:00"
21600 4.64826 6.67481 2.04682 "2023-09-24 00:00:00" "2023-09-23 23:10:00"
21600 4.64826 6.67481 2.60129 "2023-09-24 00:00:00" "2023-09-23 23:20:00"
21600 4.64826 6.67481 3.43482 "2023-09-24 00:00:00" "2023-09-23 23:30:00"
21600 4.64826 6.67481 4.20137 "2023-09-24 00:00:00" "2023-09-23 23:40:00"
21600 4.64826 6.67481 4.77789 "2023-09-24 00:00:00" "2023-09-23 23:50:00"
21600 4.64826 6.67481 4.60489 "2023-09-24 00:00:00" "2023-09-24 00:00:00"
22200 4.70076 7.04614 2.57173 "2023-09-24 00:10:00" "2023-09-23 23:20:00"
22200 4.70076 7.04614 3.49822 "2023-09-24 00:10:00" "2023-09-23 23:30:00"
22200 4.70076 7.04614 4.39981 "2023-09-24 00:10:00" "2023-09-23 23:40:00"
22200 4.70076 7.04614 5.13934 "2023-09-24 00:10:00" "2023-09-23 23:50:00"
22200 4.70076 7.04614 4.84086 "2023-09-24 00:10:00" "2023-09-24 00:00:00"
22200 4.70076 7.04614 4.57657 "2023-09-24 00:10:00" "2023-09-24 00:10:00"
22800 4.57261 7.21312 3.64001 "2023-09-24 00:20:00" "2023-09-23 23:30:00"
22800 4.57261 7.21312 4.63071 "2023-09-24 00:20:00" "2023-09-23 23:40:00"
22800 4.57261 7.21312 5.51149 "2023-09-24 00:20:00" "2023-09-23 23:50:00"
22800 4.57261 7.21312 5.12640 "2023-09-24 00:20:00" "2023-09-24 00:00:00"
22800 4.57261 7.21312 4.65844 "2023-09-24 00:20:00" "2023-09-24 00:10:00"
22800 4.57261 7.21312 4.61052 "2023-09-24 00:20:00" "2023-09-24 00:20:00"
23400 4.45635 7.26728 5.03835 "2023-09-24 00:30:00" "2023-09-23 23:40:00"
23400 4.45635 7.26728 6.01879 "2023-09-24 00:30:00" "2023-09-23 23:50:00"
23400 4.45635 7.26728 5.55674 "2023-09-24 00:30:00" "2023-09-24 00:00:00"
23400 4.45635 7.26728 4.94380 "2023-09-24 00:30:00" "2023-09-24 00:10:00"
23400 4.45635 7.26728 4.75876 "2023-09-24 00:30:00" "2023-09-24 00:20:00"
23400 4.45635 7.26728 4.53862 "2023-09-24 00:30:00" "2023-09-24 00:30:00"
24000 4.53477 7.30755 6.60405 "2023-09-24 00:40:00" "2023-09-23 23:50:00"
24000 4.53477 7.30755 6.08621 "2023-09-24 00:40:00" "2023-09-24 00:00:00"
