20230927
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
18000 4.37243 6.13583 4.38400 "2023-09-27 23:00:00" "2023-09-27 23:00:00"
18600 4.44620 6.23175 4.38400 "2023-09-27 23:10:00" "2023-09-27 23:00:00"
18600 4.44620 6.23175 4.20600 "2023-09-27 23:10:00" "2023-09-27 23:10:00"
18600 4.44620 6.23175 4.38400 "2023-09-27 23:10:00" "2023-09-27 23:00:00"
18600 4.44620 6.23175 4.20600 "2023-09-27 23:10:00" "2023-09-27 23:10:00"
19200 4.42059 6.22218 4.38400 "2023-09-27 23:20:00" "2023-09-27 23:00:00"
19200 4.42059 6.22218 4.20600 "2023-09-27 23:20:00" "2023-09-27 23:10:00"
19200 4.42059 6.22218 4.23100 "2023-09-27 23:20:00" "2023-09-27 23:20:00"
19200 4.42059 6.22218 4.38400 "2023-09-27 23:20:00" "2023-09-27 23:00:00"
19200 4.42059 6.22218 4.20600 "2023-09-27 23:20:00" "2023-09-27 23:10:00"
19200 4.42059 6.22218 4.23100 "2023-09-27 23:20:00" "2023-09-27 23:20:00"
19200 4.42059 6.22218 4.38400 "2023-09-27 23:20:00" "2023-09-27 23:00:00"
19200 4.42059 6.22218 4.20600 "2023-09-27 23:20:00" "2023-09-27 23:10:00"
19200 4.42059 6.22218 4.23100 "2023-09-27 23:20:00" "2023-09-27 23:20:00"
19800 4.28364 6.11405 4.38400 "2023-09-27 23:30:00" "2023-09-27 23:00:00"
19800 4.28364 6.11405 4.20600 "2023-09-27 23:30:00" "2023-09-27 23:10:00"
19800 4.28364 6.11405 4.23100 "2023-09-27 23:30:00" "2023-09-27 23:20:00"
19800 4.28364 6.11405 4.09500 "2023-09-27 23:30:00" "2023-09-27 23:30:00"
19800 4.28364 6.11405 4.38400 "2023-09-27 23:30:00" "2023-09-27 23:00:00"
19800 4.28364 6.11405 4.20600 "2023-09-27 23:30:00" "2023-09-27 23:10:00"
