20230902
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) "AR_WIND_SPEED (m/s)" Date_of_forecast Date_of_computing
18000 13.68502 14.52386 13.88358 "2023-09-02 23:00:00" "2023-09-02 23:00:00"
18600 13.74264 14.73642 14.37496 "2023-09-02 23:10:00" "2023-09-02 23:00:00"
18600 13.74264 14.73642 13.68785 "2023-09-02 23:10:00" "2023-09-02 23:10:00"
19200 13.74754 14.78471 14.56737 "2023-09-02 23:20:00" "2023-09-02 23:00:00"
19200 13.74754 14.78471 13.53753 "2023-09-02 23:20:00" "2023-09-02 23:10:00"
19200 13.74754 14.78471 13.80345 "2023-09-02 23:20:00" "2023-09-02 23:20:00"
19800 13.48290 14.87628 14.65623 "2023-09-02 23:30:00" "2023-09-02 23:00:00"
19800 13.48290 14.87628 13.35957 "2023-09-02 23:30:00" "2023-09-02 23:10:00"
19800 13.48290 14.87628 13.80663 "2023-09-02 23:30:00" "2023-09-02 23:20:00"
19800 13.48290 14.87628 13.51131 "2023-09-02 23:30:00" "2023-09-02 23:30:00"
20400 13.28379 14.87943 14.79212 "2023-09-02 23:40:00" "2023-09-02 23:00:00"
20400 13.28379 14.87943 13.29716 "2023-09-02 23:40:00" "2023-09-02 23:10:00"
20400 13.28379 14.87943 13.88064 "2023-09-02 23:40:00" "2023-09-02 23:20:00"
20400 13.28379 14.87943 13.42480 "2023-09-02 23:40:00" "2023-09-02 23:30:00"
20400 13.28379 14.87943 13.24155 "2023-09-02 23:40:00" "2023-09-02 23:40:00"
21000 13.14621 14.89410 14.79511 "2023-09-02 23:50:00" "2023-09-02 23:00:00"
21000 13.14621 14.89410 13.18015 "2023-09-02 23:50:00" "2023-09-02 23:10:00"
21000 13.14621 14.89410 13.86847 "2023-09-02 23:50:00" "2023-09-02 23:20:00"
21000 13.14621 14.89410 13.28004 "2023-09-02 23:50:00" "2023-09-02 23:30:00"
21000 13.14621 14.89410 12.99904 "2023-09-02 23:50:00" "2023-09-02 23:40:00"
21000 13.14621 14.89410 13.13837 "2023-09-02 23:50:00" "2023-09-02 23:50:00"
21600 13.21346 14.75500 13.18666 "2023-09-03 00:00:00" "2023-09-02 23:10:00"
21600 13.21346 14.75500 13.94319 "2023-09-03 00:00:00" "2023-09-02 23:20:00"
21600 13.21346 14.75500 13.25289 "2023-09-03 00:00:00" "2023-09-02 23:30:00"
21600 13.21346 14.75500 12.88824 "2023-09-03 00:00:00" "2023-09-02 23:40:00"
21600 13.21346 14.75500 13.12888 "2023-09-03 00:00:00" "2023-09-02 23:50:00"
21600 13.21346 14.75500 13.12532 "2023-09-03 00:00:00" "2023-09-03 00:00:00"
22200 13.59803 14.75414 13.98386 "2023-09-03 00:10:00" "2023-09-02 23:20:00"
22200 13.59803 14.75414 13.22721 "2023-09-03 00:10:00" "2023-09-02 23:30:00"
22200 13.59803 14.75414 12.79638 "2023-09-03 00:10:00" "2023-09-02 23:40:00"
22200 13.59803 14.75414 13.10614 "2023-09-03 00:10:00" "2023-09-02 23:50:00"
22200 13.59803 14.75414 13.10384 "2023-09-03 00:10:00" "2023-09-03 00:00:00"
22200 13.59803 14.75414 13.54979 "2023-09-03 00:10:00" "2023-09-03 00:10:00"
22800 13.95830 14.84651 13.27077 "2023-09-03 00:20:00" "2023-09-02 23:30:00"
22800 13.95830 14.84651 12.79652 "2023-09-03 00:20:00" "2023-09-02 23:40:00"
22800 13.95830 14.84651 13.15881 "2023-09-03 00:20:00" "2023-09-02 23:50:00"
22800 13.95830 14.84651 13.15830 "2023-09-03 00:20:00" "2023-09-03 00:00:00"
22800 13.95830 14.84651 13.88133 "2023-09-03 00:20:00" "2023-09-03 00:10:00"
22800 13.95830 14.84651 13.85620 "2023-09-03 00:20:00" "2023-09-03 00:20:00"
23400 14.44446 14.65689 12.72928 "2023-09-03 00:30:00" "2023-09-02 23:40:00"
23400 14.44446 14.65689 13.12417 "2023-09-03 00:30:00" "2023-09-02 23:50:00"
23400 14.44446 14.65689 13.12388 "2023-09-03 00:30:00" "2023-09-03 00:00:00"
23400 14.44446 14.65689 14.06659 "2023-09-03 00:30:00" "2023-09-03 00:10:00"
23400 14.44446 14.65689 13.95081 "2023-09-03 00:30:00" "2023-09-03 00:20:00"
23400 14.44446 14.65689 14.43767 "2023-09-03 00:30:00" "2023-09-03 00:30:00"
24000 15.00882 14.30273 13.22818 "2023-09-03 00:40:00" "2023-09-02 23:50:00"
24000 15.00882 14.30273 13.22812 "2023-09-03 00:40:00" "2023-09-03 00:00:00"
24000 15.00882 14.30273 14.34112 "2023-09-03 00:40:00" "2023-09-03 00:10:00"
24000 15.00882 14.30273 14.17140 "2023-09-03 00:40:00" "2023-09-03 00:20:00"
24000 15.00882 14.30273 14.96350 "2023-09-03 00:40:00" "2023-09-03 00:30:00"
24000 15.00882 14.30273 14.93240 "2023-09-03 00:40:00" "2023-09-03 00:40:00"
24600 15.39669 13.86468 13.45859 "2023-09-03 00:50:00" "2023-09-03 00:00:00"
24600 15.39669 13.86468 14.68289 "2023-09-03 00:50:00" "2023-09-03 00:10:00"
24600 15.39669 13.86468 14.46733 "2023-09-03 00:50:00" "2023-09-03 00:20:00"
24600 15.39669 13.86468 15.50548 "2023-09-03 00:50:00" "2023-09-03 00:30:00"
24600 15.39669 13.86468 15.40296 "2023-09-03 00:50:00" "2023-09-03 00:40:00"
24600 15.39669 13.86468 15.42396 "2023-09-03 00:50:00" "2023-09-03 00:50:00"
25200 15.48726 13.82781 14.69914 "2023-09-03 01:00:00" "2023-09-03 00:10:00"
25200 15.48726 13.82781 14.44978 "2023-09-03 01:00:00" "2023-09-03 00:20:00"
25200 15.48726 13.82781 15.67936 "2023-09-03 01:00:00" "2023-09-03 00:30:00"
25200 15.48726 13.82781 15.54493 "2023-09-03 01:00:00" "2023-09-03 00:40:00"
25200 15.48726 13.82781 15.42089 "2023-09-03 01:00:00" "2023-09-03 00:50:00"
25200 15.48726 13.82781 15.37219 "2023-09-03 01:00:00" "2023-09-03 01:00:00"
25800 15.33379 14.18587 14.18904 "2023-09-03 01:10:00" "2023-09-03 00:20:00"
25800 15.33379 14.18587 15.54320 "2023-09-03 01:10:00" "2023-09-03 00:30:00"
25800 15.33379 14.18587 15.38436 "2023-09-03 01:10:00" "2023-09-03 00:40:00"
25800 15.33379 14.18587 15.18187 "2023-09-03 01:10:00" "2023-09-03 00:50:00"
25800 15.33379 14.18587 15.20237 "2023-09-03 01:10:00" "2023-09-03 01:00:00"
25800 15.33379 14.18587 15.48326 "2023-09-03 01:10:00" "2023-09-03 01:10:00"
26400 14.91589 14.50678 15.18656 "2023-09-03 01:20:00" "2023-09-03 00:30:00"
