20230920
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) "AR_WIND_SPEED (m/s)" Date_of_forecast Date_of_computing
18000 9.28939 5.67156 9.27320 "2023-09-20 23:00:00" "2023-09-20 23:00:00"
18600 9.23708 5.80162 8.97423 "2023-09-20 23:10:00" "2023-09-20 23:00:00"
18600 9.23708 5.80162 9.11235 "2023-09-20 23:10:00" "2023-09-20 23:10:00"
19200 9.10264 6.00985 8.71337 "2023-09-20 23:20:00" "2023-09-20 23:00:00"
19200 9.10264 6.00985 9.00019 "2023-09-20 23:20:00" "2023-09-20 23:10:00"
19200 9.10264 6.00985 9.20392 "2023-09-20 23:20:00" "2023-09-20 23:20:00"
19800 8.97215 6.42642 8.73048 "2023-09-20 23:30:00" "2023-09-20 23:00:00"
19800 8.97215 6.42642 9.11208 "2023-09-20 23:30:00" "2023-09-20 23:10:00"
19800 8.97215 6.42642 9.34282 "2023-09-20 23:30:00" "2023-09-20 23:20:00"
19800 8.97215 6.42642 8.94600 "2023-09-20 23:30:00" "2023-09-20 23:30:00"
20400 8.81280 6.65982 8.66969 "2023-09-20 23:40:00" "2023-09-20 23:00:00"
20400 8.81280 6.65982 9.12312 "2023-09-20 23:40:00" "2023-09-20 23:10:00"
20400 8.81280 6.65982 9.38422 "2023-09-20 23:40:00" "2023-09-20 23:20:00"
20400 8.81280 6.65982 8.77957 "2023-09-20 23:40:00" "2023-09-20 23:30:00"
20400 8.81280 6.65982 8.76866 "2023-09-20 23:40:00" "2023-09-20 23:40:00"
21000 8.65334 6.60901 8.69526 "2023-09-20 23:50:00" "2023-09-20 23:00:00"
21000 8.65334 6.60901 9.19504 "2023-09-20 23:50:00" "2023-09-20 23:10:00"
21000 8.65334 6.60901 9.46960 "2023-09-20 23:50:00" "2023-09-20 23:20:00"
21000 8.65334 6.60901 8.69780 "2023-09-20 23:50:00" "2023-09-20 23:30:00"
21000 8.65334 6.60901 8.67782 "2023-09-20 23:50:00" "2023-09-20 23:40:00"
21000 8.65334 6.60901 8.71742 "2023-09-20 23:50:00" "2023-09-20 23:50:00"
21600 8.59477 6.57837 9.44928 "2023-09-21 00:00:00" "2023-09-20 23:10:00"
21600 8.59477 6.57837 9.71966 "2023-09-21 00:00:00" "2023-09-20 23:20:00"
21600 8.59477 6.57837 8.82874 "2023-09-21 00:00:00" "2023-09-20 23:30:00"
21600 8.59477 6.57837 8.79281 "2023-09-21 00:00:00" "2023-09-20 23:40:00"
21600 8.59477 6.57837 8.80311 "2023-09-21 00:00:00" "2023-09-20 23:50:00"
21600 8.59477 6.57837 8.57519 "2023-09-21 00:00:00" "2023-09-21 00:00:00"
22200 8.51569 6.53540 9.81387 "2023-09-21 00:10:00" "2023-09-20 23:20:00"
22200 8.51569 6.53540 8.85124 "2023-09-21 00:10:00" "2023-09-20 23:30:00"
22200 8.51569 6.53540 8.80194 "2023-09-21 00:10:00" "2023-09-20 23:40:00"
22200 8.51569 6.53540 8.79524 "2023-09-21 00:10:00" "2023-09-20 23:50:00"
22200 8.51569 6.53540 8.47498 "2023-09-21 00:10:00" "2023-09-21 00:00:00"
22200 8.51569 6.53540 8.50306 "2023-09-21 00:10:00" "2023-09-21 00:10:00"
22800 8.46892 6.46857 8.67928 "2023-09-21 00:20:00" "2023-09-20 23:30:00"
22800 8.46892 6.46857 8.61688 "2023-09-21 00:20:00" "2023-09-20 23:40:00"
22800 8.46892 6.46857 8.59252 "2023-09-21 00:20:00" "2023-09-20 23:50:00"
22800 8.46892 6.46857 8.19204 "2023-09-21 00:20:00" "2023-09-21 00:00:00"
22800 8.46892 6.46857 8.24628 "2023-09-21 00:20:00" "2023-09-21 00:10:00"
22800 8.46892 6.46857 8.48367 "2023-09-21 00:20:00" "2023-09-21 00:20:00"
23400 8.49392 6.54145 8.48332 "2023-09-21 00:30:00" "2023-09-20 23:40:00"
23400 8.49392 6.54145 8.44168 "2023-09-21 00:30:00" "2023-09-20 23:50:00"
23400 8.49392 6.54145 7.98690 "2023-09-21 00:30:00" "2023-09-21 00:00:00"
23400 8.49392 6.54145 8.05417 "2023-09-21 00:30:00" "2023-09-21 00:10:00"
23400 8.49392 6.54145 8.48429 "2023-09-21 00:30:00" "2023-09-21 00:20:00"
23400 8.49392 6.54145 8.43843 "2023-09-21 00:30:00" "2023-09-21 00:30:00"
24000 8.46597 6.88895 8.27244 "2023-09-21 00:40:00" "2023-09-20 23:50:00"
24000 8.46597 6.88895 7.78659 "2023-09-21 00:40:00" "2023-09-21 00:00:00"
24000 8.46597 6.88895 7.86297 "2023-09-21 00:40:00" "2023-09-21 00:10:00"
24000 8.46597 6.88895 8.43383 "2023-09-21 00:40:00" "2023-09-21 00:20:00"
24000 8.46597 6.88895 8.38773 "2023-09-21 00:40:00" "2023-09-21 00:30:00"
24000 8.46597 6.88895 8.56087 "2023-09-21 00:40:00" "2023-09-21 00:40:00"
24600 8.43749 7.23565 7.69594 "2023-09-21 00:50:00" "2023-09-21 00:00:00"
24600 8.43749 7.23565 7.77571 "2023-09-21 00:50:00" "2023-09-21 00:10:00"
24600 8.43749 7.23565 8.45347 "2023-09-21 00:50:00" "2023-09-21 00:20:00"
24600 8.43749 7.23565 8.40051 "2023-09-21 00:50:00" "2023-09-21 00:30:00"
24600 8.43749 7.23565 8.64741 "2023-09-21 00:50:00" "2023-09-21 00:40:00"
24600 8.43749 7.23565 8.42860 "2023-09-21 00:50:00" "2023-09-21 00:50:00"
25200 8.33066 7.29841 7.76820 "2023-09-21 01:00:00" "2023-09-21 00:10:00"
25200 8.33066 7.29841 8.51615 "2023-09-21 01:00:00" "2023-09-21 00:20:00"
25200 8.33066 7.29841 8.46012 "2023-09-21 01:00:00" "2023-09-21 00:30:00"
25200 8.33066 7.29841 8.76981 "2023-09-21 01:00:00" "2023-09-21 00:40:00"
25200 8.33066 7.29841 8.52664 "2023-09-21 01:00:00" "2023-09-21 00:50:00"
25200 8.33066 7.29841 8.45671 "2023-09-21 01:00:00" "2023-09-21 01:00:00"
25800 8.20548 7.39984 8.81606 "2023-09-21 01:10:00" "2023-09-21 00:20:00"
25800 8.20548 7.39984 8.75927 "2023-09-21 01:10:00" "2023-09-21 00:30:00"
25800 8.20548 7.39984 9.11246 "2023-09-21 01:10:00" "2023-09-21 00:40:00"
25800 8.20548 7.39984 8.83299 "2023-09-21 01:10:00" "2023-09-21 00:50:00"
25800 8.20548 7.39984 8.65887 "2023-09-21 01:10:00" "2023-09-21 01:00:00"
25800 8.20548 7.39984 8.33115 "2023-09-21 01:10:00" "2023-09-21 01:10:00"
26400 8.04925 7.43073 9.12025 "2023-09-21 01:20:00" "2023-09-21 00:30:00"
26400 8.04925 7.43073 9.49672 "2023-09-21 01:20:00" "2023-09-21 00:40:00"
26400 8.04925 7.43073 9.20087 "2023-09-21 01:20:00" "2023-09-21 00:50:00"
26400 8.04925 7.43073 8.95919 "2023-09-21 01:20:00" "2023-09-21 01:00:00"
26400 8.04925 7.43073 8.48179 "2023-09-21 01:20:00" "2023-09-21 01:10:00"
26400 8.04925 7.43073 7.99690 "2023-09-21 01:20:00" "2023-09-21 01:20:00"
27000 7.97769 7.27260 9.53871 "2023-09-21 01:30:00" "2023-09-21 00:40:00"
27000 7.97769 7.27260 9.24086 "2023-09-21 01:30:00" "2023-09-21 00:50:00"
27000 7.97769 7.27260 8.94578 "2023-09-21 01:30:00" "2023-09-21 01:00:00"
27000 7.97769 7.27260 8.35384 "2023-09-21 01:30:00" "2023-09-21 01:10:00"
27000 7.97769 7.27260 7.64428 "2023-09-21 01:30:00" "2023-09-21 01:20:00"
27000 7.97769 7.27260 8.02397 "2023-09-21 01:30:00" "2023-09-21 01:30:00"
