20230831
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
21600 5.26985 2.14457 6.05200 "2023-09-01 00:00:00" "2023-09-01 00:00:00"
22200 5.62184 2.19802 6.05200 "2023-09-01 00:10:00" "2023-09-01 00:00:00"
22200 5.62184 2.19802 6.23000 "2023-09-01 00:10:00" "2023-09-01 00:10:00"
22200 5.62184 2.19802 6.05200 "2023-09-01 00:10:00" "2023-09-01 00:00:00"
22200 5.62184 2.19802 6.23000 "2023-09-01 00:10:00" "2023-09-01 00:10:00"
22800 5.85370 2.25229 6.05200 "2023-09-01 00:20:00" "2023-09-01 00:00:00"
22800 5.85370 2.25229 6.23000 "2023-09-01 00:20:00" "2023-09-01 00:10:00"
22800 5.85370 2.25229 6.16900 "2023-09-01 00:20:00" "2023-09-01 00:20:00"
22800 5.85370 2.25229 6.05200 "2023-09-01 00:20:00" "2023-09-01 00:00:00"
22800 5.85370 2.25229 6.23000 "2023-09-01 00:20:00" "2023-09-01 00:10:00"
22800 5.85370 2.25229 6.16900 "2023-09-01 00:20:00" "2023-09-01 00:20:00"
22800 5.85370 2.25229 6.05200 "2023-09-01 00:20:00" "2023-09-01 00:00:00"
22800 5.85370 2.25229 6.23000 "2023-09-01 00:20:00" "2023-09-01 00:10:00"
22800 5.85370 2.25229 6.16900 "2023-09-01 00:20:00" "2023-09-01 00:20:00"
23400 5.86949 2.32074 6.05200 "2023-09-01 00:30:00" "2023-09-01 00:00:00"
23400 5.86949 2.32074 6.23000 "2023-09-01 00:30:00" "2023-09-01 00:10:00"
23400 5.86949 2.32074 6.16900 "2023-09-01 00:30:00" "2023-09-01 00:20:00"
23400 5.86949 2.32074 5.62800 "2023-09-01 00:30:00" "2023-09-01 00:30:00"
23400 5.86949 2.32074 6.05200 "2023-09-01 00:30:00" "2023-09-01 00:00:00"
23400 5.86949 2.32074 6.23000 "2023-09-01 00:30:00" "2023-09-01 00:10:00"
23400 5.86949 2.32074 6.16900 "2023-09-01 00:30:00" "2023-09-01 00:20:00"
23400 5.86949 2.32074 5.62800 "2023-09-01 00:30:00" "2023-09-01 00:30:00"
