20230928
Seconds MEASURES_rh(%) MNH_RH_30m(%) "AR_RH (%)" Date_of_forecast Date_of_computing
18000 5.78852 8.96763 6.16189 "2023-09-28 11:00:00" "2023-09-28 11:00:00"
18600 5.92623 9.11572 6.30234 "2023-09-28 11:10:00" "2023-09-28 11:00:00"
18600 5.92623 9.11572 6.36642 "2023-09-28 11:10:00" "2023-09-28 11:10:00"
19200 6.17213 9.28813 6.52604 "2023-09-28 11:20:00" "2023-09-28 11:00:00"
19200 6.17213 9.28813 6.61351 "2023-09-28 11:20:00" "2023-09-28 11:10:00"
19200 6.17213 9.28813 6.52028 "2023-09-28 11:20:00" "2023-09-28 11:20:00"
19800 6.56721 9.53637 6.81413 "2023-09-28 11:30:00" "2023-09-28 11:00:00"
19800 6.56721 9.53637 6.93166 "2023-09-28 11:30:00" "2023-09-28 11:10:00"
19800 6.56721 9.53637 6.74388 "2023-09-28 11:30:00" "2023-09-28 11:20:00"
19800 6.56721 9.53637 6.76364 "2023-09-28 11:30:00" "2023-09-28 11:30:00"
20400 6.93443 9.85127 7.17739 "2023-09-28 11:40:00" "2023-09-28 11:00:00"
20400 6.93443 9.85127 7.32025 "2023-09-28 11:40:00" "2023-09-28 11:10:00"
20400 6.93443 9.85127 7.05792 "2023-09-28 11:40:00" "2023-09-28 11:20:00"
20400 6.93443 9.85127 7.07549 "2023-09-28 11:40:00" "2023-09-28 11:30:00"
20400 6.93443 9.85127 7.00170 "2023-09-28 11:40:00" "2023-09-28 11:40:00"
21000 7.27869 10.21057 7.55123 "2023-09-28 11:50:00" "2023-09-28 11:00:00"
21000 7.27869 10.21057 7.71501 "2023-09-28 11:50:00" "2023-09-28 11:10:00"
21000 7.27869 10.21057 7.38642 "2023-09-28 11:50:00" "2023-09-28 11:20:00"
21000 7.27869 10.21057 7.41360 "2023-09-28 11:50:00" "2023-09-28 11:30:00"
21000 7.27869 10.21057 7.24554 "2023-09-28 11:50:00" "2023-09-28 11:40:00"
21000 7.27869 10.21057 7.35422 "2023-09-28 11:50:00" "2023-09-28 11:50:00"
21600 7.73443 10.65715 8.13698 "2023-09-28 12:00:00" "2023-09-28 11:10:00"
21600 7.73443 10.65715 7.75488 "2023-09-28 12:00:00" "2023-09-28 11:20:00"
21600 7.73443 10.65715 7.79109 "2023-09-28 12:00:00" "2023-09-28 11:30:00"
21600 7.73443 10.65715 7.55215 "2023-09-28 12:00:00" "2023-09-28 11:40:00"
21600 7.73443 10.65715 7.71270 "2023-09-28 12:00:00" "2023-09-28 11:50:00"
21600 7.73443 10.65715 7.84180 "2023-09-28 12:00:00" "2023-09-28 12:00:00"
22200 8.14918 11.18434 8.15952 "2023-09-28 12:10:00" "2023-09-28 11:20:00"
22200 8.14918 11.18434 8.20301 "2023-09-28 12:10:00" "2023-09-28 11:30:00"
22200 8.14918 11.18434 7.90044 "2023-09-28 12:10:00" "2023-09-28 11:40:00"
22200 8.14918 11.18434 8.12169 "2023-09-28 12:10:00" "2023-09-28 11:50:00"
22200 8.14918 11.18434 8.31483 "2023-09-28 12:10:00" "2023-09-28 12:00:00"
22200 8.14918 11.18434 8.28627 "2023-09-28 12:10:00" "2023-09-28 12:10:00"
22800 8.62623 11.65923 8.63891 "2023-09-28 12:20:00" "2023-09-28 11:30:00"
22800 8.62623 11.65923 8.28486 "2023-09-28 12:20:00" "2023-09-28 11:40:00"
22800 8.62623 11.65923 8.55965 "2023-09-28 12:20:00" "2023-09-28 11:50:00"
22800 8.62623 11.65923 8.83022 "2023-09-28 12:20:00" "2023-09-28 12:00:00"
22800 8.62623 11.65923 8.72587 "2023-09-28 12:20:00" "2023-09-28 12:10:00"
22800 8.62623 11.65923 8.73148 "2023-09-28 12:20:00" "2023-09-28 12:20:00"
23400 9.14590 12.08727 8.69207 "2023-09-28 12:30:00" "2023-09-28 11:40:00"
23400 9.14590 12.08727 9.00999 "2023-09-28 12:30:00" "2023-09-28 11:50:00"
23400 9.14590 12.08727 9.34875 "2023-09-28 12:30:00" "2023-09-28 12:00:00"
23400 9.14590 12.08727 9.19815 "2023-09-28 12:30:00" "2023-09-28 12:10:00"
23400 9.14590 12.08727 9.18830 "2023-09-28 12:30:00" "2023-09-28 12:20:00"
23400 9.14590 12.08727 9.29641 "2023-09-28 12:30:00" "2023-09-28 12:30:00"
24000 9.65246 12.47516 9.43489 "2023-09-28 12:40:00" "2023-09-28 11:50:00"
24000 9.65246 12.47516 9.82921 "2023-09-28 12:40:00" "2023-09-28 12:00:00"
24000 9.65246 12.47516 9.63746 "2023-09-28 12:40:00" "2023-09-28 12:10:00"
24000 9.65246 12.47516 9.63411 "2023-09-28 12:40:00" "2023-09-28 12:20:00"
24000 9.65246 12.47516 9.79141 "2023-09-28 12:40:00" "2023-09-28 12:30:00"
24000 9.65246 12.47516 9.77134 "2023-09-28 12:40:00" "2023-09-28 12:40:00"
24600 10.26885 12.83612 10.24221 "2023-09-28 12:50:00" "2023-09-28 12:00:00"
24600 10.26885 12.83612 10.01668 "2023-09-28 12:50:00" "2023-09-28 12:10:00"
24600 10.26885 12.83612 10.02015 "2023-09-28 12:50:00" "2023-09-28 12:20:00"
24600 10.26885 12.83612 10.24484 "2023-09-28 12:50:00" "2023-09-28 12:30:00"
24600 10.26885 12.83612 10.13488 "2023-09-28 12:50:00" "2023-09-28 12:40:00"
24600 10.26885 12.83612 10.18793 "2023-09-28 12:50:00" "2023-09-28 12:50:00"
25200 10.91311 13.10350 10.31600 "2023-09-28 13:00:00" "2023-09-28 12:10:00"
25200 10.91311 13.10350 10.32558 "2023-09-28 13:00:00" "2023-09-28 12:20:00"
25200 10.91311 13.10350 10.60930 "2023-09-28 13:00:00" "2023-09-28 12:30:00"
25200 10.91311 13.10350 10.44090 "2023-09-28 13:00:00" "2023-09-28 12:40:00"
25200 10.91311 13.10350 10.49639 "2023-09-28 13:00:00" "2023-09-28 12:50:00"
25200 10.91311 13.10350 10.57292 "2023-09-28 13:00:00" "2023-09-28 13:00:00"
25800 11.46721 13.20761 10.62991 "2023-09-28 13:10:00" "2023-09-28 12:20:00"
