20230918
Seconds MEASURES_rh(%) MNH_RH_30m(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
18000 15.52131 13.48641 15.10000 "2023-09-18 11:00:00" "2023-09-18 11:00:00"
18600 15.48197 13.39028 15.10000 "2023-09-18 11:10:00" "2023-09-18 11:00:00"
18600 15.48197 13.39028 14.30000 "2023-09-18 11:10:00" "2023-09-18 11:10:00"
19200 15.63934 13.43954 15.10000 "2023-09-18 11:20:00" "2023-09-18 11:00:00"
19200 15.63934 13.43954 14.30000 "2023-09-18 11:20:00" "2023-09-18 11:10:00"
19200 15.63934 13.43954 14.90000 "2023-09-18 11:20:00" "2023-09-18 11:20:00"
19800 15.69016 13.55978 15.10000 "2023-09-18 11:30:00" "2023-09-18 11:00:00"
19800 15.69016 13.55978 14.30000 "2023-09-18 11:30:00" "2023-09-18 11:10:00"
19800 15.69016 13.55978 14.90000 "2023-09-18 11:30:00" "2023-09-18 11:20:00"
19800 15.69016 13.55978 16.20000 "2023-09-18 11:30:00" "2023-09-18 11:30:00"
20400 15.80328 13.69903 15.10000 "2023-09-18 11:40:00" "2023-09-18 11:00:00"
20400 15.80328 13.69903 14.30000 "2023-09-18 11:40:00" "2023-09-18 11:10:00"
20400 15.80328 13.69903 14.90000 "2023-09-18 11:40:00" "2023-09-18 11:20:00"
20400 15.80328 13.69903 16.20000 "2023-09-18 11:40:00" "2023-09-18 11:30:00"
20400 15.80328 13.69903 16.10000 "2023-09-18 11:40:00" "2023-09-18 11:40:00"
21000 15.86230 13.75265 15.10000 "2023-09-18 11:50:00" "2023-09-18 11:00:00"
21000 15.86230 13.75265 14.30000 "2023-09-18 11:50:00" "2023-09-18 11:10:00"
21000 15.86230 13.75265 14.90000 "2023-09-18 11:50:00" "2023-09-18 11:20:00"
21000 15.86230 13.75265 16.20000 "2023-09-18 11:50:00" "2023-09-18 11:30:00"
21000 15.86230 13.75265 16.10000 "2023-09-18 11:50:00" "2023-09-18 11:40:00"
21000 15.86230 13.75265 16.80000 "2023-09-18 11:50:00" "2023-09-18 11:50:00"
21600 15.74098 13.77550 14.30000 "2023-09-18 12:00:00" "2023-09-18 11:10:00"
21600 15.74098 13.77550 14.90000 "2023-09-18 12:00:00" "2023-09-18 11:20:00"
21600 15.74098 13.77550 16.20000 "2023-09-18 12:00:00" "2023-09-18 11:30:00"
21600 15.74098 13.77550 16.10000 "2023-09-18 12:00:00" "2023-09-18 11:40:00"
21600 15.74098 13.77550 16.80000 "2023-09-18 12:00:00" "2023-09-18 11:50:00"
21600 15.74098 13.77550 15.60000 "2023-09-18 12:00:00" "2023-09-18 12:00:00"
22200 15.48033 13.76383 14.90000 "2023-09-18 12:10:00" "2023-09-18 11:20:00"
22200 15.48033 13.76383 16.20000 "2023-09-18 12:10:00" "2023-09-18 11:30:00"
22200 15.48033 13.76383 16.10000 "2023-09-18 12:10:00" "2023-09-18 11:40:00"
22200 15.48033 13.76383 16.80000 "2023-09-18 12:10:00" "2023-09-18 11:50:00"
22200 15.48033 13.76383 15.60000 "2023-09-18 12:10:00" "2023-09-18 12:00:00"
22200 15.48033 13.76383 15.20000 "2023-09-18 12:10:00" "2023-09-18 12:10:00"
22800 15.37377 13.73384 16.20000 "2023-09-18 12:20:00" "2023-09-18 11:30:00"
22800 15.37377 13.73384 16.10000 "2023-09-18 12:20:00" "2023-09-18 11:40:00"
22800 15.37377 13.73384 16.80000 "2023-09-18 12:20:00" "2023-09-18 11:50:00"
22800 15.37377 13.73384 15.60000 "2023-09-18 12:20:00" "2023-09-18 12:00:00"
22800 15.37377 13.73384 15.20000 "2023-09-18 12:20:00" "2023-09-18 12:10:00"
22800 15.37377 13.73384 15.30000 "2023-09-18 12:20:00" "2023-09-18 12:20:00"
