20230926
Seconds MEASURES_rh(%) MNH_RH_30m(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
18000 14.43279 10.31338 15.40000 "2023-09-26 11:00:00" "2023-09-26 11:00:00"
18600 14.51803 10.50689 15.40000 "2023-09-26 11:10:00" "2023-09-26 11:00:00"
18600 14.51803 10.50689 14.40000 "2023-09-26 11:10:00" "2023-09-26 11:10:00"
19200 14.12787 10.63883 15.40000 "2023-09-26 11:20:00" "2023-09-26 11:00:00"
19200 14.12787 10.63883 14.40000 "2023-09-26 11:20:00" "2023-09-26 11:10:00"
19200 14.12787 10.63883 14.40000 "2023-09-26 11:20:00" "2023-09-26 11:20:00"
19800 13.33443 10.86468 15.40000 "2023-09-26 11:30:00" "2023-09-26 11:00:00"
19800 13.33443 10.86468 14.40000 "2023-09-26 11:30:00" "2023-09-26 11:10:00"
19800 13.33443 10.86468 14.40000 "2023-09-26 11:30:00" "2023-09-26 11:20:00"
19800 13.33443 10.86468 14.80000 "2023-09-26 11:30:00" "2023-09-26 11:30:00"
20400 12.16885 11.00457 15.40000 "2023-09-26 11:40:00" "2023-09-26 11:00:00"
20400 12.16885 11.00457 14.40000 "2023-09-26 11:40:00" "2023-09-26 11:10:00"
20400 12.16885 11.00457 14.40000 "2023-09-26 11:40:00" "2023-09-26 11:20:00"
20400 12.16885 11.00457 14.80000 "2023-09-26 11:40:00" "2023-09-26 11:30:00"
20400 12.16885 11.00457 14.10000 "2023-09-26 11:40:00" "2023-09-26 11:40:00"
21000 10.89508 11.13595 15.40000 "2023-09-26 11:50:00" "2023-09-26 11:00:00"
21000 10.89508 11.13595 14.40000 "2023-09-26 11:50:00" "2023-09-26 11:10:00"
21000 10.89508 11.13595 14.40000 "2023-09-26 11:50:00" "2023-09-26 11:20:00"
21000 10.89508 11.13595 14.80000 "2023-09-26 11:50:00" "2023-09-26 11:30:00"
21000 10.89508 11.13595 14.10000 "2023-09-26 11:50:00" "2023-09-26 11:40:00"
21000 10.89508 11.13595 13.30000 "2023-09-26 11:50:00" "2023-09-26 11:50:00"
21600 9.56721 11.43270 14.40000 "2023-09-26 12:00:00" "2023-09-26 11:10:00"
21600 9.56721 11.43270 14.40000 "2023-09-26 12:00:00" "2023-09-26 11:20:00"
21600 9.56721 11.43270 14.80000 "2023-09-26 12:00:00" "2023-09-26 11:30:00"
21600 9.56721 11.43270 14.10000 "2023-09-26 12:00:00" "2023-09-26 11:40:00"
21600 9.56721 11.43270 13.30000 "2023-09-26 12:00:00" "2023-09-26 11:50:00"
