20230911
Seconds MEASURES_rh(%) MNH_RH_30m(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
18000 10.00000 7.89216 10.00000 "2023-09-11 11:00:00" "2023-09-11 11:00:00"
18600 10.00000 7.83553 10.00000 "2023-09-11 11:10:00" "2023-09-11 11:00:00"
18600 10.00000 7.83553 10.00000 "2023-09-11 11:10:00" "2023-09-11 11:10:00"
19200 10.00000 7.80752 10.00000 "2023-09-11 11:20:00" "2023-09-11 11:00:00"
19200 10.00000 7.80752 10.00000 "2023-09-11 11:20:00" "2023-09-11 11:10:00"
19200 10.00000 7.80752 10.00000 "2023-09-11 11:20:00" "2023-09-11 11:20:00"
19800 10.00000 7.77753 10.00000 "2023-09-11 11:30:00" "2023-09-11 11:00:00"
19800 10.00000 7.77753 10.00000 "2023-09-11 11:30:00" "2023-09-11 11:10:00"
19800 10.00000 7.77753 10.00000 "2023-09-11 11:30:00" "2023-09-11 11:20:00"
19800 10.00000 7.77753 10.00000 "2023-09-11 11:30:00" "2023-09-11 11:30:00"
20400 10.00000 7.78888 10.00000 "2023-09-11 11:40:00" "2023-09-11 11:00:00"
20400 10.00000 7.78888 10.00000 "2023-09-11 11:40:00" "2023-09-11 11:10:00"
20400 10.00000 7.78888 10.00000 "2023-09-11 11:40:00" "2023-09-11 11:20:00"
20400 10.00000 7.78888 10.00000 "2023-09-11 11:40:00" "2023-09-11 11:30:00"
20400 10.00000 7.78888 10.00000 "2023-09-11 11:40:00" "2023-09-11 11:40:00"
21000 10.00000 7.81330 10.00000 "2023-09-11 11:50:00" "2023-09-11 11:00:00"
21000 10.00000 7.81330 10.00000 "2023-09-11 11:50:00" "2023-09-11 11:10:00"
21000 10.00000 7.81330 10.00000 "2023-09-11 11:50:00" "2023-09-11 11:20:00"
21000 10.00000 7.81330 10.00000 "2023-09-11 11:50:00" "2023-09-11 11:30:00"
21000 10.00000 7.81330 10.00000 "2023-09-11 11:50:00" "2023-09-11 11:40:00"
21000 10.00000 7.81330 10.00000 "2023-09-11 11:50:00" "2023-09-11 11:50:00"
21600 10.00000 7.82823 10.00000 "2023-09-11 12:00:00" "2023-09-11 11:10:00"
21600 10.00000 7.82823 10.00000 "2023-09-11 12:00:00" "2023-09-11 11:20:00"
21600 10.00000 7.82823 10.00000 "2023-09-11 12:00:00" "2023-09-11 11:30:00"
21600 10.00000 7.82823 10.00000 "2023-09-11 12:00:00" "2023-09-11 11:40:00"
21600 10.00000 7.82823 10.00000 "2023-09-11 12:00:00" "2023-09-11 11:50:00"
21600 10.00000 7.82823 10.00000 "2023-09-11 12:00:00" "2023-09-11 12:00:00"
22200 10.00000 7.86258 10.00000 "2023-09-11 12:10:00" "2023-09-11 11:20:00"
22200 10.00000 7.86258 10.00000 "2023-09-11 12:10:00" "2023-09-11 11:30:00"
22200 10.00000 7.86258 10.00000 "2023-09-11 12:10:00" "2023-09-11 11:40:00"
22200 10.00000 7.86258 10.00000 "2023-09-11 12:10:00" "2023-09-11 11:50:00"
22200 10.00000 7.86258 10.00000 "2023-09-11 12:10:00" "2023-09-11 12:00:00"
22200 10.00000 7.86258 10.00000 "2023-09-11 12:10:00" "2023-09-11 12:10:00"
22800 10.00000 7.87567 10.00000 "2023-09-11 12:20:00" "2023-09-11 11:30:00"
22800 10.00000 7.87567 10.00000 "2023-09-11 12:20:00" "2023-09-11 11:40:00"
22800 10.00000 7.87567 10.00000 "2023-09-11 12:20:00" "2023-09-11 11:50:00"
22800 10.00000 7.87567 10.00000 "2023-09-11 12:20:00" "2023-09-11 12:00:00"
22800 10.00000 7.87567 10.00000 "2023-09-11 12:20:00" "2023-09-11 12:10:00"
22800 10.00000 7.87567 10.00000 "2023-09-11 12:20:00" "2023-09-11 12:20:00"
23400 10.00000 7.87799 10.00000 "2023-09-11 12:30:00" "2023-09-11 11:40:00"
23400 10.00000 7.87799 10.00000 "2023-09-11 12:30:00" "2023-09-11 11:50:00"
23400 10.00000 7.87799 10.00000 "2023-09-11 12:30:00" "2023-09-11 12:00:00"
23400 10.00000 7.87799 10.00000 "2023-09-11 12:30:00" "2023-09-11 12:10:00"
23400 10.00000 7.87799 10.00000 "2023-09-11 12:30:00" "2023-09-11 12:20:00"
23400 10.00000 7.87799 10.00000 "2023-09-11 12:30:00" "2023-09-11 12:30:00"
24000 10.00000 7.88837 10.00000 "2023-09-11 12:40:00" "2023-09-11 11:50:00"
24000 10.00000 7.88837 10.00000 "2023-09-11 12:40:00" "2023-09-11 12:00:00"
24000 10.00000 7.88837 10.00000 "2023-09-11 12:40:00" "2023-09-11 12:10:00"
24000 10.00000 7.88837 10.00000 "2023-09-11 12:40:00" "2023-09-11 12:20:00"
24000 10.00000 7.88837 10.00000 "2023-09-11 12:40:00" "2023-09-11 12:30:00"
